img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,1.549,1.229,0.800,0.008,0.990,0.002,0.001,0.000,0.000
00001,1.674,1.283,0.818,0.013,0.982,0.004,0.001,0.000,0.000
00002,1.818,1.373,0.812,0.097,0.883,0.014,0.005,0.000,0.000
00003,1.953,1.375,1.024,0.332,0.611,0.036,0.021,0.000,0.000
00004,2.089,1.380,0.947,0.437,0.489,0.046,0.028,0.000,0.000
00005,2.243,1.376,1.084,0.555,0.362,0.042,0.040,0.000,0.000
00006,2.378,1.248,1.316,0.576,0.346,0.044,0.033,0.000,0.000
00007,2.489,0.684,1.090,0.625,0.300,0.047,0.027,0.000,0.000
00008,2.536,0.169,0.799,0.675,0.259,0.036,0.029,0.000,0.000
00009,2.549,0.008,0.380,0.657,0.288,0.033,0.022,0.000,0.000
00010,2.548,-0.026,-0.263,0.647,0.301,0.031,0.020,0.000,0.000
00011,2.538,-0.149,-0.752,0.546,0.413,0.019,0.021,0.000,0.000
00012,2.525,-0.117,-1.287,0.453,0.516,0.014,0.016,0.000,0.000
00013,2.509,-0.181,-1.745,0.368,0.607,0.010,0.015,0.000,0.000
00014,2.499,-0.098,-1.941,0.293,0.685,0.006,0.016,0.000,0.000
00015,2.491,-0.084,-1.997,0.218,0.767,0.004,0.011,0.000,0.000
00016,2.485,-0.079,-2.419,0.141,0.847,0.002,0.009,0.000,0.000
00017,2.478,-0.083,-2.638,0.114,0.877,0.001,0.008,0.000,0.000
00018,2.465,-0.159,-2.837,0.451,0.525,0.004,0.019,0.000,0.000
00019,2.450,-0.134,-3.000,0.484,0.496,0.004,0.016,0.000,0.000
00020,2.442,-0.067,-3.008,0.221,0.766,0.003,0.010,0.000,0.000
00021,2.437,-0.054,-3.405,0.117,0.875,0.002,0.005,0.000,0.000
00022,2.430,-0.189,-4.146,0.054,0.941,0.001,0.004,0.000,0.000
00023,2.407,-0.326,-4.358,0.068,0.921,0.001,0.010,0.000,0.000
00024,2.360,-0.574,-4.808,0.102,0.883,0.001,0.013,0.000,0.000
00025,2.280,-0.875,-5.102,0.196,0.789,0.003,0.012,0.000,0.000
00026,2.185,-0.990,-5.027,0.178,0.808,0.003,0.011,0.000,0.000
00027,2.060,-1.208,-5.086,0.192,0.795,0.003,0.010,0.000,0.000
00028,1.922,-1.475,-5.209,0.165,0.824,0.003,0.007,0.000,0.000
00029,1.774,-1.446,-4.948,0.158,0.831,0.003,0.007,0.000,0.000
00030,1.608,-1.567,-5.075,0.129,0.862,0.003,0.005,0.000,0.000
00031,1.445,-1.654,-4.789,0.088,0.905,0.002,0.005,0.000,0.000
00032,1.280,-1.632,-4.358,0.074,0.917,0.002,0.006,0.000,0.000
00033,1.107,-1.544,-3.823,0.058,0.933,0.002,0.007,0.000,0.000
00034,0.967,-1.194,-3.520,0.049,0.941,0.002,0.007,0.000,0.000
00035,0.872,-0.662,-3.285,0.047,0.943,0.001,0.008,0.000,0.000
00036,0.813,-0.557,-2.973,0.049,0.941,0.001,0.008,0.000,0.000
00037,0.759,-0.547,-2.828,0.043,0.949,0.001,0.007,0.000,0.000
00038,0.701,-0.588,-2.716,0.045,0.947,0.001,0.007,0.000,0.000
00039,0.634,-0.618,-2.338,0.047,0.946,0.001,0.006,0.000,0.000
00040,0.571,-0.624,-2.129,0.064,0.928,0.001,0.006,0.000,0.000
00041,0.505,-0.681,-1.944,0.061,0.932,0.001,0.005,0.000,0.000
00042,0.430,-0.628,-1.490,0.055,0.940,0.001,0.004,0.000,0.000
00043,0.373,-0.497,-1.244,0.074,0.919,0.001,0.005,0.000,0.000
00044,0.329,-0.230,-1.215,0.064,0.930,0.001,0.004,0.000,0.000
00045,0.332,0.216,-1.277,0.081,0.913,0.001,0.005,0.000,0.000
00046,0.357,0.305,-1.189,0.086,0.908,0.001,0.005,0.000,0.000
00047,0.385,0.312,-1.295,0.091,0.903,0.002,0.005,0.000,0.000
00048,0.413,0.344,-1.584,0.089,0.904,0.001,0.004,0.000,0.000
00049,0.443,0.363,-1.710,0.101,0.892,0.002,0.005,0.000,0.000
00050,0.481,0.421,-1.882,0.092,0.901,0.001,0.005,0.000,0.000
00051,0.529,0.626,-2.194,0.099,0.894,0.002,0.005,0.000,0.000
00052,0.609,1.013,-2.675,0.111,0.882,0.002,0.005,0.000,0.000
00053,0.747,1.502,-3.306,0.100,0.893,0.002,0.005,0.000,0.000
00054,0.913,1.792,-4.152,0.109,0.883,0.002,0.005,0.000,0.000
00055,1.099,1.949,-5.407,0.120,0.871,0.002,0.006,0.000,0.000
00056,1.318,2.031,-6.556,0.110,0.877,0.004,0.008,0.000,0.000
00057,1.518,2.035,-7.618,0.109,0.874,0.006,0.011,0.000,0.000
00058,1.718,2.029,-8.878,0.099,0.879,0.008,0.014,0.000,0.000
00059,1.930,1.957,-10.062,0.109,0.859,0.012,0.020,0.000,0.000
00060,2.119,1.863,-10.709,0.104,0.853,0.014,0.028,0.000,0.000
00061,2.297,1.756,-11.489,0.073,0.891,0.011,0.024,0.000,0.000
00062,2.478,1.612,-12.300,0.058,0.903,0.011,0.028,0.000,0.000
00063,2.634,1.620,-13.049,0.037,0.925,0.009,0.028,0.000,0.000
00064,2.801,1.466,-14.004,0.028,0.933,0.007,0.031,0.000,0.000
00065,2.950,1.526,-14.797,0.034,0.900,0.010,0.055,0.000,0.000
00066,3.101,1.585,-15.488,0.043,0.867,0.019,0.070,0.001,0.000
00067,3.275,1.561,-16.256,0.048,0.837,0.017,0.097,0.000,0.000
00068,3.419,1.314,-17.703,0.056,0.850,0.018,0.075,0.000,0.000
00069,3.521,0.799,-19.875,0.060,0.856,0.024,0.059,0.000,0.000
00070,3.572,0.185,-22.280,0.075,0.826,0.032,0.065,0.000,0.000
00071,3.579,0.091,-24.222,0.063,0.863,0.028,0.045,0.000,0.000
00072,3.584,0.071,-25.397,0.060,0.872,0.033,0.034,0.000,0.000
00073,3.577,-0.044,-26.217,0.073,0.836,0.051,0.038,0.000,0.000
00074,3.579,0.269,-27.965,0.120,0.694,0.142,0.043,0.001,0.001
00075,3.641,0.830,-27.905,0.138,0.681,0.132,0.048,0.001,0.001
00076,3.729,0.837,-27.558,0.132,0.677,0.103,0.085,0.001,0.001
00077,3.823,1.089,-28.235,0.131,0.683,0.083,0.102,0.001,0.001
00078,3.933,1.036,-27.899,0.151,0.596,0.076,0.175,0.001,0.001
00079,4.047,1.419,-27.496,0.151,0.492,0.047,0.308,0.001,0.001
00080,4.190,1.522,-28.193,0.116,0.394,0.021,0.467,0.001,0.001
00081,4.359,1.657,-28.125,0.101,0.319,0.019,0.561,0.001,0.000
00082,4.523,1.722,-27.950,0.084,0.278,0.022,0.616,0.000,0.000
00083,4.700,1.945,-26.991,0.133,0.205,0.029,0.633,0.000,0.000
00084,4.906,2.001,-25.405,0.190,0.299,0.028,0.483,0.000,0.000
00085,5.095,1.953,-23.732,0.176,0.552,0.027,0.245,0.000,0.000
00086,5.298,1.924,-21.236,0.156,0.663,0.031,0.149,0.000,0.000
00087,5.483,1.929,-18.985,0.177,0.628,0.038,0.156,0.000,0.000
00088,5.672,1.940,-17.401,0.202,0.588,0.037,0.172,0.000,0.000
00089,5.858,1.905,-16.434,0.244,0.429,0.044,0.282,0.000,0.000
00090,6.058,1.866,-15.200,0.240,0.454,0.050,0.256,0.000,0.000
