img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,0.007,0.000,-0.036,0.003,0.996,0.001,0.000,0.000,0.000
00001,0.007,-0.003,0.025,0.002,0.997,0.000,0.000,0.000,0.000
00002,0.008,0.006,0.021,0.003,0.997,0.000,0.000,0.000,0.000
00003,0.008,-0.005,0.036,0.003,0.996,0.001,0.000,0.000,0.000
00004,0.009,0.010,-0.049,0.003,0.996,0.001,0.000,0.000,0.000
00005,0.009,-0.005,-0.035,0.003,0.996,0.001,0.000,0.000,0.000
00006,0.010,0.007,-0.010,0.003,0.996,0.001,0.000,0.000,0.000
00007,0.010,-0.002,-0.005,0.003,0.996,0.001,0.000,0.000,0.000
00008,0.010,0.012,-0.014,0.003,0.996,0.001,0.000,0.000,0.000
00009,0.010,-0.001,0.003,0.004,0.995,0.000,0.000,0.000,0.000
00010,0.010,0.007,0.008,0.004,0.995,0.000,0.001,0.000,0.000
00011,0.010,-0.002,0.028,0.005,0.994,0.000,0.001,0.000,0.000
00012,0.010,-0.003,-0.020,0.010,0.988,0.000,0.001,0.000,0.000
00013,0.010,0.005,0.035,0.031,0.964,0.001,0.004,0.000,0.000
00014,0.010,-0.001,0.030,0.046,0.948,0.001,0.006,0.000,0.000
00015,0.009,0.009,0.057,0.049,0.944,0.001,0.005,0.000,0.000
00016,0.009,-0.006,-0.046,0.044,0.950,0.001,0.005,0.000,0.000
00017,0.009,0.003,0.052,0.053,0.940,0.001,0.006,0.000,0.000
00018,0.009,0.001,-0.008,0.052,0.941,0.001,0.006,0.000,0.000
00019,0.009,0.009,0.002,0.043,0.952,0.001,0.005,0.000,0.000
00020,0.008,0.006,0.043,0.030,0.966,0.001,0.003,0.000,0.000
00021,0.008,-0.003,-0.019,0.022,0.975,0.000,0.003,0.000,0.000
00022,0.008,0.003,0.033,0.017,0.980,0.000,0.002,0.000,0.000
00023,0.008,-0.007,0.014,0.015,0.983,0.000,0.002,0.000,0.000
00024,0.008,0.009,-0.042,0.013,0.986,0.000,0.001,0.000,0.000
