img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,0.144,0.340,0.102,0.019,0.976,0.003,0.002,0.000,0.000
00001,0.177,0.314,0.042,0.037,0.952,0.006,0.005,0.000,0.000
00002,0.212,0.305,0.078,0.041,0.946,0.006,0.007,0.000,0.000
00003,0.244,0.342,0.122,0.041,0.945,0.006,0.008,0.000,0.000
00004,0.282,0.400,0.134,0.036,0.952,0.006,0.007,0.000,0.000
00005,0.334,0.573,0.194,0.035,0.952,0.005,0.007,0.000,0.000
00006,0.407,0.873,0.281,0.030,0.959,0.005,0.007,0.000,0.000
00007,0.513,1.183,0.374,0.027,0.963,0.004,0.006,0.000,0.000
00008,0.654,1.303,0.370,0.022,0.969,0.003,0.005,0.000,0.000
00009,0.786,1.348,0.580,0.019,0.973,0.003,0.004,0.000,0.000
00010,0.922,1.346,0.709,0.014,0.981,0.002,0.004,0.000,0.000
00011,1.064,1.245,0.779,0.014,0.980,0.002,0.004,0.000,0.000
00012,1.184,1.143,1.099,0.023,0.969,0.003,0.005,0.000,0.000
00013,1.303,1.043,1.497,0.074,0.905,0.008,0.013,0.000,0.000
00014,1.410,1.101,1.810,0.135,0.825,0.011,0.028,0.000,0.000
00015,1.518,1.053,2.186,0.127,0.839,0.011,0.023,0.000,0.000
00016,1.627,0.940,2.576,0.136,0.831,0.011,0.021,0.000,0.000
00017,1.716,0.851,2.688,0.136,0.835,0.014,0.015,0.000,0.000
00018,1.801,0.845,2.740,0.133,0.842,0.012,0.013,0.000,0.000
00019,1.895,0.850,2.833,0.150,0.825,0.013,0.011,0.000,0.000
00020,1.978,0.826,2.921,0.151,0.826,0.014,0.009,0.000,0.000
00021,2.066,0.800,3.107,0.146,0.834,0.012,0.008,0.000,0.000
00022,2.143,0.731,3.142,0.157,0.822,0.013,0.007,0.000,0.000
00023,2.207,0.563,3.214,0.332,0.628,0.032,0.009,0.000,0.000
00024,2.275,0.646,3.375,0.426,0.530,0.035,0.009,0.000,0.000
00025,2.346,0.748,3.319,0.625,0.304,0.062,0.009,0.000,0.000
00026,2.421,0.722,2.902,0.718,0.196,0.075,0.011,0.000,0.000
00027,2.499,0.705,2.388,0.775,0.133,0.079,0.012,0.000,0.000
00028,2.568,0.694,1.520,0.793,0.119,0.074,0.014,0.000,0.000
00029,2.629,0.552,0.302,0.811,0.109,0.062,0.017,0.000,0.000
00030,2.693,0.649,-1.293,0.818,0.104,0.058,0.020,0.000,0.000
00031,2.762,0.713,-2.753,0.819,0.106,0.051,0.023,0.000,0.000
00032,2.837,0.689,-4.150,0.839,0.092,0.042,0.027,0.000,0.000
00033,2.891,0.490,-5.117,0.807,0.127,0.040,0.025,0.000,0.000
00034,2.941,0.510,-6.029,0.794,0.141,0.036,0.029,0.000,0.000
00035,3.002,0.575,-7.081,0.840,0.095,0.023,0.041,0.000,0.000
00036,3.070,0.749,-8.226,0.894,0.040,0.018,0.049,0.000,0.000
00037,3.153,0.853,-9.220,0.886,0.029,0.011,0.073,0.000,0.000
00038,3.247,0.853,-9.925,0.838,0.040,0.010,0.113,0.000,0.000
00039,3.328,0.732,-10.757,0.777,0.088,0.011,0.124,0.000,0.000
00040,3.408,0.719,-11.700,0.613,0.169,0.010,0.208,0.000,0.000
00041,3.470,0.720,-12.428,0.501,0.249,0.011,0.239,0.000,0.000
00042,3.529,0.684,-13.884,0.346,0.246,0.013,0.395,0.000,0.000
00043,3.595,0.627,-16.206,0.315,0.244,0.022,0.418,0.000,0.000
00044,3.653,0.554,-17.752,0.208,0.294,0.024,0.473,0.000,0.000
00045,3.704,0.506,-19.526,0.131,0.341,0.020,0.507,0.000,0.000
00046,3.756,0.445,-21.684,0.091,0.331,0.014,0.563,0.000,0.000
00047,3.796,0.386,-23.115,0.065,0.375,0.011,0.549,0.000,0.000
00048,3.843,0.477,-24.905,0.067,0.278,0.011,0.643,0.000,0.000
00049,3.882,0.397,-26.255,0.071,0.392,0.016,0.520,0.000,0.000
00050,3.919,0.429,-27.062,0.076,0.508,0.023,0.391,0.000,0.000
00051,3.955,0.343,-26.961,0.096,0.502,0.030,0.371,0.000,0.000
00052,3.985,0.356,-27.202,0.083,0.577,0.018,0.321,0.000,0.000
00053,4.020,0.345,-27.400,0.069,0.688,0.013,0.231,0.000,0.000
00054,4.058,0.403,-27.602,0.049,0.771,0.009,0.171,0.000,0.000
00055,4.112,0.661,-27.666,0.094,0.681,0.028,0.196,0.001,0.000
00056,4.179,0.774,-27.981,0.120,0.602,0.042,0.236,0.001,0.001
00057,4.265,0.737,-28.328,0.094,0.718,0.036,0.152,0.001,0.001
00058,4.343,0.824,-28.781,0.070,0.769,0.022,0.137,0.001,0.000
00059,4.442,1.029,-29.421,0.075,0.741,0.020,0.163,0.001,0.000
00060,4.539,1.083,-29.641,0.061,0.668,0.018,0.252,0.001,0.001
00061,4.641,1.112,-30.055,0.046,0.743,0.019,0.190,0.001,0.001
00062,4.752,1.132,-30.440,0.049,0.563,0.035,0.351,0.002,0.001
00063,4.861,1.209,-30.299,0.074,0.440,0.083,0.399,0.002,0.002
00064,4.977,1.265,-29.925,0.077,0.519,0.073,0.328,0.002,0.001
00065,5.105,1.255,-29.287,0.083,0.385,0.033,0.496,0.002,0.001
00066,5.223,1.283,-28.316,0.093,0.311,0.016,0.579,0.001,0.001
00067,5.350,1.273,-25.982,0.110,0.224,0.008,0.656,0.001,0.001
00068,5.488,1.183,-22.805,0.161,0.188,0.005,0.645,0.001,0.000
00069,5.618,1.279,-20.464,0.234,0.132,0.004,0.629,0.000,0.000
00070,5.750,1.149,-16.889,0.353,0.135,0.005,0.506,0.000,0.000
00071,5.869,1.156,-14.136,0.442,0.090,0.005,0.463,0.000,0.000
00072,5.990,1.260,-12.498,0.458,0.045,0.003,0.494,0.000,0.000
00073,6.128,1.192,-10.790,0.524,0.031,0.003,0.442,0.000,0.000
00074,6.259,1.208,-8.689,0.674,0.026,0.003,0.296,0.000,0.000
00075,6.387,1.193,-7.383,0.769,0.028,0.003,0.199,0.000,0.000
00076,6.520,1.178,-6.784,0.836,0.061,0.005,0.099,0.000,0.000
00077,6.640,1.210,-6.364,0.797,0.098,0.004,0.100,0.000,0.000
00078,6.761,1.348,-5.592,0.793,0.122,0.005,0.080,0.000,0.000
00079,6.894,1.195,-4.321,0.759,0.179,0.005,0.057,0.000,0.000
00080,7.014,1.224,-3.207,0.742,0.199,0.005,0.053,0.000,0.000
00081,7.135,1.168,-2.879,0.700,0.240,0.005,0.054,0.000,0.000
00082,7.262,1.148,-2.697,0.639,0.307,0.005,0.048,0.000,0.000
00083,7.372,1.137,-2.425,0.648,0.291,0.006,0.055,0.000,0.000
00084,7.468,0.902,-1.979,0.695,0.254,0.006,0.045,0.000,0.000
00085,7.568,0.958,-1.094,0.693,0.261,0.005,0.041,0.000,0.000
00086,7.669,1.079,-0.637,0.692,0.261,0.006,0.042,0.000,0.000
00087,7.796,1.216,-0.401,0.589,0.366,0.005,0.040,0.000,0.000
00088,7.920,1.289,-0.127,0.562,0.392,0.005,0.040,0.000,0.000
00089,8.043,1.251,-0.227,0.623,0.324,0.005,0.048,0.000,0.000
00090,8.177,1.303,-0.258,0.705,0.239,0.006,0.050,0.000,0.000
00091,8.297,1.256,-0.174,0.636,0.316,0.005,0.042,0.000,0.000
00092,8.412,1.217,-0.236,0.721,0.231,0.006,0.043,0.000,0.000
00093,8.538,1.172,-0.331,0.871,0.076,0.007,0.046,0.000,0.000
00094,8.650,1.159,-0.214,0.890,0.054,0.008,0.048,0.000,0.000
00095,8.768,1.074,-0.334,0.886,0.067,0.008,0.038,0.000,0.000
00096,8.874,1.143,-0.398,0.885,0.076,0.009,0.031,0.000,0.000
00097,8.984,1.135,-0.364,0.889,0.080,0.009,0.022,0.000,0.000
00098,9.105,1.134,-0.542,0.904,0.067,0.008,0.021,0.000,0.000
00099,9.212,1.108,-0.635,0.902,0.067,0.007,0.024,0.000,0.000
00100,9.315,1.058,-0.440,0.895,0.072,0.009,0.024,0.000,0.000
00101,9.422,0.878,-0.496,0.883,0.087,0.009,0.020,0.000,0.000
00102,9.505,0.763,-0.417,0.861,0.110,0.009,0.020,0.000,0.000
00103,9.583,0.752,-0.610,0.818,0.152,0.009,0.022,0.000,0.000
00104,9.657,0.653,-0.442,0.830,0.138,0.009,0.023,0.000,0.000
00105,9.725,0.687,-0.509,0.827,0.138,0.010,0.026,0.000,0.000
