img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,11.503,-0.155,2.747,0.026,0.970,0.003,0.001,0.000,0.000
00001,11.504,-0.145,2.571,0.037,0.957,0.004,0.002,0.000,0.000
00002,11.505,-0.134,2.395,0.027,0.970,0.003,0.001,0.000,0.000
00003,11.505,-0.123,2.220,0.043,0.952,0.004,0.002,0.000,0.000
00004,11.506,-0.113,2.044,0.130,0.854,0.011,0.005,0.000,0.000
00005,11.507,-0.102,1.868,0.260,0.712,0.017,0.010,0.000,0.000
00006,11.508,-0.092,1.693,0.392,0.570,0.023,0.015,0.000,0.000
00007,11.509,-0.081,1.517,0.380,0.584,0.022,0.014,0.000,0.000
00008,11.510,-0.071,1.342,0.369,0.599,0.019,0.013,0.000,0.000
00009,11.511,-0.060,1.166,0.390,0.580,0.017,0.012,0.000,0.000
00010,11.511,-0.049,0.990,0.569,0.401,0.015,0.015,0.000,0.000
00011,11.512,-0.039,0.815,0.592,0.381,0.013,0.013,0.000,0.000
00012,11.513,-0.028,0.639,0.488,0.493,0.010,0.009,0.000,0.000
00013,11.514,0.027,0.523,0.469,0.515,0.009,0.008,0.000,0.000
00014,11.515,-0.007,0.288,0.367,0.621,0.006,0.006,0.000,0.000
00015,11.519,0.042,0.261,0.387,0.602,0.005,0.006,0.000,0.000
00016,11.519,-0.035,0.215,0.501,0.486,0.006,0.008,0.000,0.000
00017,11.518,0.021,0.383,0.638,0.349,0.005,0.007,0.000,0.000
00018,11.520,0.042,0.275,0.728,0.258,0.006,0.008,0.000,0.000
00019,11.525,0.043,0.411,0.737,0.252,0.005,0.007,0.000,0.000
00020,11.524,-0.039,0.385,0.731,0.258,0.004,0.007,0.000,0.000
00021,11.524,0.062,0.463,0.827,0.160,0.004,0.009,0.000,0.000
00022,11.530,0.066,0.433,0.838,0.147,0.003,0.011,0.000,0.000
00023,11.535,-0.010,0.389,0.740,0.246,0.004,0.011,0.000,0.000
00024,11.532,-0.076,0.453,0.669,0.317,0.004,0.009,0.000,0.000
00025,11.531,0.014,0.437,0.695,0.292,0.004,0.008,0.000,0.000
00026,11.533,0.031,0.504,0.736,0.250,0.004,0.010,0.000,0.000
00027,11.537,0.053,0.395,0.652,0.333,0.004,0.011,0.000,0.000
00028,11.541,0.024,0.362,0.763,0.221,0.004,0.011,0.000,0.000
00029,11.541,0.018,0.364,0.773,0.213,0.005,0.009,0.000,0.000
00030,11.541,0.020,0.251,0.734,0.253,0.005,0.008,0.000,0.000
00031,11.541,0.010,0.241,0.678,0.308,0.005,0.009,0.000,0.000
00032,11.543,0.026,0.121,0.658,0.330,0.005,0.008,0.000,0.000
00033,11.546,0.006,-0.019,0.754,0.235,0.005,0.006,0.000,0.000
00034,11.543,-0.037,-0.046,0.809,0.179,0.005,0.007,0.000,0.000
00035,11.540,-0.032,-0.059,0.746,0.241,0.005,0.008,0.000,0.000
00036,11.542,0.029,-0.082,0.713,0.277,0.005,0.005,0.000,0.000
00037,11.552,0.123,-0.316,0.692,0.299,0.005,0.004,0.000,0.000
00038,11.561,0.071,-0.799,0.786,0.204,0.005,0.006,0.000,0.000
00039,11.568,0.123,-0.960,0.745,0.245,0.004,0.006,0.000,0.000
00040,11.577,0.083,-0.937,0.734,0.255,0.006,0.005,0.000,0.000
00041,11.579,-0.034,-0.792,0.659,0.332,0.005,0.005,0.000,0.000
00042,11.582,0.032,-0.865,0.577,0.414,0.005,0.004,0.000,0.000
00043,11.590,0.160,-0.564,0.407,0.586,0.004,0.003,0.000,0.000
00044,11.604,0.122,-0.482,0.312,0.682,0.004,0.003,0.000,0.000
00045,11.612,0.093,-0.021,0.493,0.498,0.005,0.004,0.000,0.000
00046,11.618,0.054,0.355,0.455,0.535,0.005,0.005,0.000,0.000
00047,11.625,0.112,0.720,0.363,0.627,0.006,0.004,0.000,0.000
