img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,15.270,0.291,-0.462,0.012,0.986,0.002,0.001,0.000,0.000
00001,15.293,0.113,-0.666,0.011,0.986,0.001,0.002,0.000,0.000
00002,15.303,0.049,-0.817,0.012,0.984,0.001,0.003,0.000,0.000
00003,15.308,-0.070,-0.953,0.014,0.980,0.001,0.005,0.000,0.000
00004,15.303,-0.075,-1.200,0.031,0.958,0.001,0.010,0.000,0.000
00005,15.293,-0.028,-1.425,0.035,0.953,0.001,0.011,0.000,0.000
00006,15.284,-0.090,-1.619,0.092,0.884,0.004,0.020,0.000,0.000
00007,15.268,-0.143,-1.338,0.116,0.861,0.004,0.019,0.000,0.000
00008,15.250,-0.218,-1.091,0.128,0.850,0.005,0.017,0.000,0.000
00009,15.230,-0.183,-1.041,0.129,0.853,0.005,0.014,0.000,0.000
00010,15.211,-0.201,-1.007,0.154,0.827,0.005,0.014,0.000,0.000
00011,15.182,-0.306,-0.964,0.135,0.850,0.004,0.011,0.000,0.000
00012,15.153,-0.293,-0.911,0.139,0.845,0.004,0.013,0.000,0.000
00013,15.131,-0.168,-0.990,0.151,0.832,0.004,0.013,0.000,0.000
00014,15.103,-0.365,-0.957,0.154,0.828,0.003,0.014,0.000,0.000
00015,15.068,-0.359,-0.737,0.158,0.826,0.003,0.013,0.000,0.000
00016,15.031,-0.433,-0.646,0.128,0.857,0.002,0.012,0.000,0.000
00017,14.995,-0.293,-0.586,0.154,0.830,0.003,0.014,0.000,0.000
00018,14.964,-0.244,-0.526,0.210,0.770,0.003,0.017,0.000,0.000
00019,14.934,-0.333,-0.409,0.281,0.695,0.004,0.020,0.000,0.000
00020,14.898,-0.383,-0.514,0.420,0.547,0.007,0.026,0.000,0.000
00021,14.859,-0.533,-0.568,0.485,0.481,0.007,0.027,0.000,0.000
00022,14.810,-0.445,-0.445,0.453,0.517,0.006,0.024,0.000,0.000
00023,14.769,-0.438,-0.515,0.537,0.431,0.007,0.026,0.000,0.000
00024,14.729,-0.401,-0.472,0.545,0.422,0.007,0.026,0.000,0.000
00025,14.684,-0.402,-0.592,0.558,0.407,0.008,0.026,0.000,0.000
00026,14.646,-0.342,-1.049,0.581,0.381,0.010,0.027,0.000,0.000
00027,14.602,-0.434,-1.397,0.518,0.445,0.009,0.028,0.000,0.000
00028,14.560,-0.434,-1.282,0.552,0.407,0.011,0.030,0.000,0.000
00029,14.519,-0.412,-0.964,0.543,0.414,0.011,0.032,0.000,0.000
00030,14.474,-0.378,-1.037,0.524,0.438,0.009,0.028,0.000,0.000
00031,14.434,-0.401,-1.288,0.588,0.373,0.008,0.030,0.000,0.000
00032,14.393,-0.417,-1.470,0.605,0.358,0.007,0.030,0.000,0.000
00033,14.345,-0.378,-1.447,0.744,0.217,0.007,0.031,0.000,0.000
00034,14.305,-0.326,-1.272,0.809,0.152,0.005,0.033,0.000,0.000
00035,14.284,-0.171,-1.056,0.786,0.178,0.004,0.031,0.000,0.000
00036,14.266,-0.255,-0.976,0.731,0.241,0.005,0.024,0.000,0.000
00037,14.245,-0.217,-0.845,0.683,0.293,0.005,0.019,0.000,0.000
00038,14.229,-0.041,-0.980,0.650,0.328,0.004,0.017,0.000,0.000
00039,14.222,-0.057,-0.979,0.597,0.381,0.004,0.017,0.000,0.000
00040,14.220,0.032,-0.934,0.515,0.466,0.004,0.015,0.000,0.000
00041,14.219,-0.008,-0.810,0.465,0.517,0.004,0.013,0.000,0.000
00042,14.217,-0.027,-0.768,0.440,0.543,0.004,0.014,0.000,0.000
00043,14.211,-0.031,-0.890,0.346,0.637,0.003,0.013,0.000,0.000
00044,14.213,0.003,-1.327,0.216,0.770,0.003,0.011,0.000,0.000
00045,14.216,0.025,-1.747,0.163,0.825,0.003,0.010,0.000,0.000
00046,14.213,-0.029,-1.786,0.373,0.596,0.006,0.025,0.000,0.000
00047,14.204,-0.100,-1.526,0.486,0.467,0.007,0.040,0.000,0.000
00048,14.190,-0.162,-1.214,0.518,0.444,0.009,0.030,0.000,0.000
00049,14.180,-0.130,-1.227,0.375,0.592,0.008,0.025,0.000,0.000
00050,14.166,-0.122,-1.110,0.307,0.666,0.006,0.020,0.000,0.000
