img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,6.306,0.309,-3.997,0.140,0.832,0.022,0.006,0.000,0.000
00001,6.341,0.374,-3.439,0.264,0.682,0.043,0.011,0.000,0.000
00002,6.378,0.382,-2.665,0.361,0.573,0.044,0.022,0.000,0.000
00003,6.422,0.444,-1.431,0.498,0.423,0.053,0.027,0.000,0.000
00004,6.462,0.338,-0.609,0.544,0.374,0.051,0.031,0.000,0.000
00005,6.497,0.329,0.069,0.625,0.293,0.047,0.035,0.000,0.000
00006,6.527,0.334,0.958,0.701,0.225,0.046,0.028,0.000,0.000
00007,6.564,0.348,1.699,0.718,0.213,0.039,0.029,0.000,0.000
00008,6.600,0.397,2.573,0.735,0.203,0.031,0.031,0.000,0.000
00009,6.639,0.404,3.596,0.692,0.260,0.026,0.022,0.000,0.000
00010,6.685,0.482,4.589,0.669,0.290,0.025,0.016,0.000,0.000
00011,6.723,0.333,5.439,0.606,0.359,0.023,0.011,0.000,0.000
00012,6.756,0.326,5.926,0.700,0.263,0.029,0.008,0.000,0.000
00013,6.795,0.319,6.298,0.707,0.245,0.043,0.005,0.000,0.000
00014,6.818,0.181,6.313,0.719,0.235,0.042,0.005,0.000,0.000
00015,6.836,0.247,6.068,0.748,0.223,0.022,0.007,0.000,0.000
00016,6.862,0.193,5.730,0.858,0.116,0.019,0.007,0.000,0.000
00017,6.871,-0.080,5.375,0.858,0.117,0.020,0.005,0.000,0.000
00018,6.873,-0.074,5.162,0.842,0.133,0.020,0.005,0.000,0.000
00019,6.866,-0.150,4.938,0.900,0.079,0.017,0.003,0.000,0.000
00020,6.853,-0.149,4.737,0.909,0.067,0.021,0.003,0.000,0.000
00021,6.837,-0.085,4.382,0.884,0.087,0.026,0.003,0.000,0.000
00022,6.824,-0.263,3.469,0.864,0.105,0.027,0.003,0.000,0.000
00023,6.801,-0.183,2.898,0.835,0.134,0.027,0.003,0.000,0.000
00024,6.779,-0.197,2.342,0.801,0.168,0.028,0.003,0.000,0.000
00025,6.751,-0.248,2.177,0.721,0.252,0.024,0.003,0.000,0.000
00026,6.729,-0.165,1.815,0.688,0.290,0.019,0.003,0.000,0.000
00027,6.709,-0.211,1.696,0.629,0.352,0.016,0.003,0.000,0.000
00028,6.682,-0.243,1.121,0.579,0.407,0.011,0.004,0.000,0.000
00029,6.654,-0.301,0.635,0.635,0.353,0.008,0.004,0.000,0.000
00030,6.624,-0.325,0.023,0.793,0.195,0.006,0.006,0.000,0.000
00031,6.595,-0.290,-0.618,0.883,0.104,0.006,0.007,0.000,0.000
00032,6.575,-0.175,-1.159,0.889,0.097,0.005,0.008,0.000,0.000
00033,6.562,-0.124,-1.908,0.842,0.147,0.004,0.007,0.000,0.000
00034,6.541,-0.382,-2.424,0.833,0.158,0.004,0.006,0.000,0.000
00035,6.510,-0.327,-2.145,0.824,0.167,0.004,0.005,0.000,0.000
00036,6.484,-0.225,-1.965,0.813,0.178,0.004,0.005,0.000,0.000
00037,6.443,-0.394,-1.922,0.741,0.251,0.004,0.004,0.000,0.000
