img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,5.538,0.933,10.608,0.014,0.983,0.002,0.001,0.000,0.000
00001,5.635,0.987,8.007,0.033,0.962,0.004,0.002,0.000,0.000
00002,5.734,0.997,6.329,0.066,0.923,0.006,0.005,0.000,0.000
00003,5.833,1.037,5.098,0.136,0.839,0.013,0.012,0.000,0.000
00004,5.939,0.990,4.030,0.241,0.718,0.025,0.017,0.000,0.000
00005,6.025,0.871,2.782,0.318,0.630,0.025,0.028,0.000,0.000
00006,6.115,0.767,2.451,0.352,0.585,0.024,0.039,0.000,0.000
00007,6.193,0.929,2.662,0.436,0.505,0.031,0.028,0.000,0.000
00008,6.276,0.732,2.663,0.470,0.465,0.037,0.028,0.000,0.000
00009,6.363,0.904,2.668,0.472,0.465,0.036,0.027,0.000,0.000
00010,6.467,1.001,2.842,0.484,0.451,0.040,0.024,0.000,0.000
00011,6.554,0.829,2.395,0.546,0.366,0.069,0.018,0.000,0.000
00012,6.633,0.621,1.942,0.559,0.351,0.074,0.015,0.000,0.000
00013,6.669,0.262,1.842,0.566,0.346,0.072,0.016,0.000,0.000
00014,6.702,0.443,1.620,0.519,0.405,0.058,0.018,0.000,0.000
00015,6.759,0.603,1.472,0.682,0.234,0.042,0.042,0.000,0.000
00016,6.823,0.659,1.626,0.779,0.155,0.040,0.025,0.000,0.000
00017,6.882,0.605,1.784,0.800,0.136,0.040,0.024,0.000,0.000
00018,6.945,0.563,1.325,0.799,0.138,0.036,0.027,0.000,0.000
00019,6.983,0.323,1.704,0.814,0.123,0.037,0.027,0.000,0.000
00020,7.012,0.381,2.071,0.793,0.137,0.045,0.024,0.000,0.000
00021,7.052,0.450,1.560,0.732,0.200,0.032,0.036,0.000,0.000
00022,7.097,0.451,1.308,0.665,0.282,0.028,0.024,0.000,0.000
00023,7.135,0.349,1.309,0.708,0.237,0.031,0.024,0.000,0.000
00024,7.175,0.341,1.513,0.636,0.309,0.029,0.026,0.000,0.000
00025,7.200,0.263,1.816,0.592,0.352,0.022,0.035,0.000,0.000
00026,7.217,0.165,1.940,0.427,0.531,0.021,0.021,0.000,0.000
00027,7.242,0.283,1.776,0.470,0.497,0.016,0.016,0.000,0.000
00028,7.268,0.220,1.256,0.522,0.448,0.018,0.012,0.000,0.000
00029,7.291,0.235,0.488,0.657,0.313,0.018,0.012,0.000,0.000
00030,7.315,0.254,0.160,0.685,0.287,0.014,0.014,0.000,0.000
00031,7.338,0.245,0.071,0.602,0.371,0.015,0.011,0.000,0.000
00032,7.368,0.335,-0.198,0.596,0.369,0.015,0.019,0.000,0.000
00033,7.396,0.260,-0.353,0.447,0.526,0.011,0.016,0.000,0.000
00034,7.420,0.279,-0.106,0.314,0.667,0.011,0.007,0.000,0.000
00035,7.452,0.309,-0.147,0.277,0.706,0.011,0.006,0.000,0.000
00036,7.479,0.242,-0.148,0.290,0.690,0.007,0.012,0.000,0.000
00037,7.508,0.314,0.112,0.199,0.784,0.007,0.009,0.000,0.000
00038,7.554,0.425,0.080,0.706,0.251,0.022,0.020,0.000,0.000
00039,7.598,0.364,0.333,0.789,0.158,0.033,0.020,0.000,0.000
00040,7.639,0.448,0.575,0.751,0.197,0.029,0.022,0.000,0.000
00041,7.686,0.368,0.524,0.760,0.183,0.031,0.026,0.000,0.000
00042,7.716,0.321,0.900,0.695,0.242,0.030,0.033,0.000,0.000
00043,7.745,0.431,1.183,0.578,0.351,0.051,0.019,0.000,0.000
00044,7.775,0.166,1.452,0.409,0.541,0.032,0.018,0.000,0.000
00045,7.789,0.109,1.145,0.387,0.563,0.029,0.020,0.000,0.000
00046,7.787,-0.144,0.926,0.451,0.495,0.029,0.025,0.000,0.000
00047,7.774,-0.141,1.377,0.644,0.247,0.073,0.034,0.000,0.000
00048,7.763,-0.074,1.537,0.702,0.178,0.079,0.041,0.000,0.000
00049,7.751,-0.106,1.461,0.634,0.252,0.071,0.043,0.000,0.000
00050,7.735,-0.182,1.353,0.639,0.229,0.088,0.044,0.000,0.000
00051,7.710,-0.290,1.338,0.652,0.206,0.098,0.043,0.000,0.000
00052,7.679,-0.329,1.272,0.663,0.192,0.091,0.054,0.000,0.000
00053,7.648,-0.319,0.908,0.715,0.156,0.061,0.067,0.000,0.000
00054,7.624,-0.226,0.467,0.788,0.099,0.032,0.079,0.000,0.000
00055,7.598,-0.314,0.078,0.819,0.080,0.026,0.075,0.000,0.000
00056,7.570,-0.235,-0.112,0.844,0.060,0.031,0.064,0.000,0.000
00057,7.551,-0.122,-0.070,0.828,0.082,0.031,0.057,0.000,0.000
00058,7.541,-0.014,-0.544,0.812,0.094,0.023,0.071,0.000,0.000
00059,7.536,-0.004,-0.431,0.749,0.157,0.030,0.064,0.000,0.000
00060,7.545,0.107,-0.358,0.756,0.136,0.019,0.088,0.000,0.000
00061,7.559,0.095,-0.461,0.744,0.113,0.015,0.127,0.000,0.000
00062,7.580,0.296,-0.366,0.720,0.089,0.009,0.181,0.000,0.000
00063,7.611,0.337,-0.159,0.747,0.104,0.011,0.138,0.000,0.000
00064,7.644,0.236,-0.121,0.743,0.140,0.013,0.103,0.000,0.000
00065,7.669,0.177,-0.047,0.742,0.179,0.018,0.060,0.000,0.000
00066,7.680,0.111,0.219,0.895,0.043,0.022,0.040,0.000,0.000
00067,7.693,0.206,0.201,0.890,0.042,0.022,0.046,0.000,0.000
00068,7.713,0.096,0.234,0.897,0.045,0.017,0.042,0.000,0.000
00069,7.718,0.053,0.353,0.889,0.054,0.026,0.031,0.000,0.000
00070,7.721,0.041,0.288,0.881,0.065,0.029,0.025,0.000,0.000
00071,7.715,-0.140,0.461,0.857,0.087,0.040,0.016,0.000,0.000
00072,7.709,-0.067,0.429,0.837,0.111,0.034,0.018,0.000,0.000
00073,7.707,0.009,0.379,0.790,0.159,0.034,0.017,0.000,0.000
00074,7.698,-0.121,0.255,0.711,0.241,0.035,0.014,0.000,0.000
00075,7.687,-0.109,0.298,0.729,0.229,0.028,0.014,0.000,0.000
00076,7.675,-0.092,0.259,0.764,0.195,0.025,0.016,0.000,0.000
00077,7.662,-0.087,0.237,0.779,0.180,0.028,0.012,0.000,0.000
00078,7.658,-0.007,0.427,0.802,0.160,0.027,0.011,0.000,0.000
00079,7.675,0.228,0.413,0.760,0.204,0.024,0.012,0.000,0.000
00080,7.688,0.102,-0.071,0.764,0.204,0.020,0.012,0.000,0.000
00081,7.696,0.096,-0.028,0.825,0.139,0.024,0.012,0.000,0.000
00082,7.703,0.039,-0.159,0.819,0.142,0.021,0.018,0.000,0.000
00083,7.698,0.033,-0.331,0.884,0.083,0.019,0.014,0.000,0.000
00084,7.700,-0.022,-0.728,0.883,0.084,0.014,0.019,0.000,0.000
00085,7.705,0.077,-0.802,0.894,0.074,0.016,0.016,0.000,0.000
00086,7.714,0.127,-0.692,0.900,0.065,0.017,0.018,0.000,0.000
00087,7.734,0.240,-0.684,0.895,0.070,0.019,0.016,0.000,0.000
00088,7.757,0.097,-0.677,0.890,0.070,0.026,0.014,0.000,0.000
00089,7.754,-0.034,-0.595,0.869,0.077,0.043,0.011,0.000,0.000
00090,7.736,-0.238,-0.553,0.864,0.078,0.045,0.013,0.000,0.000
00091,7.707,-0.181,-0.356,0.855,0.088,0.040,0.017,0.000,0.000
00092,7.699,0.024,-0.185,0.837,0.100,0.047,0.015,0.000,0.000
00093,7.702,0.037,-0.367,0.845,0.093,0.045,0.017,0.000,0.000
00094,7.703,0.033,-0.483,0.835,0.093,0.056,0.017,0.000,0.000
00095,7.693,-0.209,-0.475,0.845,0.095,0.044,0.016,0.000,0.000
00096,7.668,-0.336,-0.344,0.831,0.114,0.036,0.020,0.000,0.000
00097,7.636,-0.244,-0.281,0.833,0.110,0.035,0.022,0.000,0.000
00098,7.612,-0.162,-0.020,0.812,0.129,0.034,0.025,0.000,0.000
00099,7.598,-0.157,-0.017,0.780,0.160,0.041,0.019,0.000,0.000
00100,7.584,-0.180,-0.197,0.740,0.198,0.045,0.016,0.000,0.000
00101,7.555,-0.465,-0.326,0.711,0.198,0.075,0.016,0.000,0.000
00102,7.502,-0.592,-0.004,0.659,0.238,0.083,0.020,0.000,0.000
00103,7.433,-0.686,-0.149,0.491,0.381,0.103,0.026,0.000,0.000
00104,7.350,-0.712,-0.169,0.558,0.294,0.093,0.054,0.000,0.000
00105,7.264,-0.753,-0.146,0.504,0.319,0.089,0.088,0.000,0.000
00106,7.183,-0.994,-0.011,0.573,0.224,0.060,0.144,0.000,0.000
00107,7.076,-1.143,0.093,0.503,0.275,0.053,0.168,0.000,0.000
00108,6.962,-1.181,-0.152,0.486,0.251,0.054,0.208,0.000,0.000
00109,6.819,-1.395,0.100,0.532,0.180,0.049,0.238,0.000,0.000
00110,6.681,-1.343,0.147,0.547,0.145,0.037,0.271,0.000,0.000
00111,6.549,-1.210,-0.308,0.619,0.129,0.069,0.182,0.000,0.000
00112,6.420,-0.972,0.175,0.596,0.128,0.072,0.202,0.000,0.000
00113,6.336,-0.661,0.328,0.615,0.103,0.081,0.200,0.000,0.000
00114,6.288,-0.404,0.448,0.570,0.108,0.088,0.233,0.001,0.000
00115,6.257,-0.197,0.542,0.544,0.117,0.069,0.269,0.001,0.000
00116,6.235,-0.163,0.690,0.476,0.183,0.101,0.238,0.001,0.001
00117,6.211,-0.205,0.418,0.461,0.238,0.071,0.229,0.001,0.001
00118,6.186,-0.402,0.665,0.443,0.311,0.066,0.178,0.001,0.000
00119,6.154,-0.154,0.844,0.408,0.332,0.039,0.221,0.000,0.000
00120,6.134,-0.102,0.277,0.455,0.299,0.040,0.206,0.000,0.000
00121,6.128,-0.147,0.191,0.486,0.284,0.050,0.179,0.000,0.000
00122,6.112,-0.283,-0.214,0.449,0.311,0.068,0.171,0.001,0.000
00123,6.084,-0.228,-0.933,0.366,0.421,0.076,0.135,0.001,0.000
00124,6.046,-0.415,-0.927,0.328,0.489,0.050,0.131,0.001,0.000
00125,6.002,-0.475,-0.501,0.332,0.506,0.027,0.134,0.000,0.000
00126,5.955,-0.454,-1.003,0.352,0.507,0.025,0.116,0.000,0.000
00127,5.912,-0.400,-0.971,0.391,0.430,0.017,0.162,0.000,0.000
00128,5.861,-0.583,-0.796,0.444,0.384,0.017,0.154,0.000,0.000
00129,5.787,-0.726,-0.530,0.429,0.417,0.012,0.141,0.000,0.000
00130,5.701,-0.947,-0.576,0.364,0.556,0.013,0.066,0.000,0.000
00131,5.602,-0.986,-0.568,0.349,0.572,0.011,0.067,0.000,0.000
00132,5.491,-1.034,-0.543,0.312,0.631,0.009,0.047,0.000,0.000
00133,5.385,-1.061,-0.208,0.287,0.667,0.011,0.035,0.000,0.000
00134,5.271,-1.235,0.134,0.296,0.656,0.009,0.038,0.000,0.000
00135,5.129,-1.288,0.197,0.308,0.635,0.009,0.049,0.000,0.000
00136,4.991,-1.393,0.459,0.275,0.670,0.008,0.047,0.000,0.000
00137,4.868,-1.561,0.574,0.250,0.689,0.007,0.054,0.000,0.000
00138,4.811,-1.479,0.432,0.225,0.703,0.006,0.065,0.000,0.000
00139,4.754,-1.396,0.290,0.192,0.749,0.005,0.055,0.000,0.000
00140,4.697,-1.313,0.148,0.255,0.667,0.005,0.073,0.000,0.000
00141,4.640,-1.231,0.005,0.296,0.631,0.005,0.067,0.000,0.000
00142,4.583,-1.148,-0.137,0.428,0.474,0.008,0.090,0.000,0.000
00143,4.526,-1.066,-0.279,0.625,0.278,0.013,0.084,0.000,0.000
00144,4.469,-0.983,-0.421,0.696,0.187,0.012,0.106,0.000,0.000
