img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,-0.334,-0.114,-2.713,0.014,0.979,0.002,0.004,0.000,0.000
00001,-0.348,-0.124,-2.521,0.022,0.957,0.007,0.014,0.000,0.000
00002,-0.355,0.071,-1.462,0.030,0.930,0.013,0.026,0.001,0.000
00003,-0.315,0.561,-1.165,0.032,0.927,0.015,0.026,0.001,0.001
00004,-0.244,0.798,-1.448,0.030,0.933,0.011,0.025,0.001,0.000
00005,-0.150,1.007,-0.562,0.034,0.932,0.011,0.021,0.001,0.000
00006,-0.019,1.335,0.177,0.034,0.935,0.010,0.019,0.001,0.000
00007,0.114,1.159,-0.598,0.036,0.936,0.011,0.016,0.001,0.000
00008,0.227,1.204,-0.981,0.036,0.938,0.010,0.015,0.001,0.000
00009,0.377,1.371,-1.017,0.035,0.942,0.008,0.014,0.000,0.000
00010,0.525,1.579,-2.402,0.039,0.938,0.008,0.014,0.000,0.000
00011,0.705,1.868,-3.889,0.041,0.936,0.008,0.014,0.000,0.000
00012,0.912,1.878,-5.022,0.042,0.937,0.006,0.015,0.000,0.000
00013,1.111,1.972,-6.661,0.035,0.949,0.005,0.011,0.000,0.000
00014,1.305,1.934,-8.468,0.043,0.939,0.005,0.012,0.000,0.000
00015,1.526,2.002,-9.884,0.042,0.941,0.005,0.011,0.000,0.000
00016,1.734,2.154,-11.198,0.049,0.932,0.005,0.013,0.000,0.000
00017,1.952,2.183,-12.230,0.056,0.923,0.005,0.015,0.000,0.000
00018,2.193,2.154,-13.232,0.064,0.912,0.006,0.017,0.001,0.000
00019,2.408,2.103,-13.838,0.086,0.883,0.008,0.023,0.001,0.000
00020,2.638,2.136,-14.216,0.085,0.886,0.006,0.022,0.001,0.000
00021,2.843,1.972,-14.349,0.091,0.882,0.006,0.021,0.000,0.000
00022,3.038,1.888,-14.194,0.098,0.876,0.007,0.019,0.000,0.000
00023,3.249,1.874,-13.673,0.115,0.853,0.007,0.025,0.001,0.000
00024,3.433,1.814,-12.489,0.121,0.845,0.005,0.028,0.000,0.000
00025,3.618,1.855,-11.345,0.145,0.812,0.004,0.039,0.000,0.000
00026,3.819,1.797,-9.853,0.210,0.731,0.005,0.052,0.001,0.000
00027,3.993,1.699,-7.933,0.264,0.675,0.007,0.053,0.001,0.000
00028,4.159,1.653,-6.427,0.352,0.546,0.006,0.094,0.001,0.000
00029,4.346,1.641,-5.674,0.407,0.482,0.005,0.104,0.001,0.000
00030,4.504,1.426,-5.205,0.466,0.410,0.005,0.118,0.001,0.000
00031,4.645,1.427,-5.547,0.458,0.379,0.004,0.158,0.001,0.000
