img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,0.334,0.166,-0.062,0.006,0.993,0.001,0.001,0.000,0.000
00001,0.346,0.188,-0.001,0.007,0.991,0.001,0.001,0.000,0.000
00002,0.363,0.227,-0.036,0.007,0.991,0.001,0.001,0.000,0.000
00003,0.388,0.326,-0.108,0.007,0.991,0.001,0.001,0.000,0.000
00004,0.420,0.364,-0.062,0.007,0.991,0.001,0.001,0.000,0.000
00005,0.463,0.340,-0.091,0.006,0.992,0.001,0.001,0.000,0.000
00006,0.500,0.328,-0.046,0.006,0.992,0.001,0.001,0.000,0.000
00007,0.537,0.310,-0.122,0.006,0.992,0.001,0.001,0.000,0.000
00008,0.576,0.311,-0.081,0.006,0.992,0.001,0.001,0.000,0.000
00009,0.613,0.331,-0.007,0.010,0.987,0.001,0.001,0.000,0.000
00010,0.662,0.416,0.126,0.011,0.986,0.002,0.002,0.000,0.000
00011,0.723,0.610,0.348,0.009,0.988,0.002,0.001,0.000,0.000
00012,0.808,0.770,0.677,0.006,0.992,0.001,0.001,0.000,0.000
00013,0.915,0.839,1.433,0.004,0.994,0.001,0.001,0.000,0.000
00014,1.017,0.880,2.260,0.003,0.996,0.001,0.001,0.000,0.000
00015,1.122,0.938,3.297,0.003,0.995,0.001,0.001,0.000,0.000
00016,1.241,0.944,4.569,0.016,0.978,0.003,0.002,0.000,0.000
00017,1.350,0.942,6.017,0.058,0.926,0.009,0.008,0.000,0.000
00018,1.461,0.991,7.735,0.088,0.886,0.013,0.012,0.000,0.000
00019,1.588,1.062,9.726,0.127,0.839,0.016,0.018,0.000,0.000
00020,1.704,1.052,11.493,0.121,0.845,0.018,0.016,0.000,0.000
00021,1.821,1.088,13.326,0.197,0.754,0.027,0.021,0.000,0.000
00022,1.952,1.134,15.177,0.214,0.733,0.030,0.022,0.000,0.000
00023,2.074,1.162,16.524,0.309,0.614,0.036,0.042,0.000,0.000
00024,2.197,1.176,17.947,0.323,0.571,0.044,0.061,0.000,0.000
00025,2.329,1.149,19.547,0.448,0.372,0.109,0.071,0.000,0.000
00026,2.446,1.136,20.906,0.553,0.213,0.121,0.113,0.000,0.000
00027,2.561,1.157,22.362,0.487,0.258,0.119,0.135,0.001,0.000
00028,2.695,1.258,23.673,0.389,0.276,0.127,0.206,0.001,0.001
00029,2.818,1.190,24.607,0.382,0.244,0.096,0.277,0.001,0.001
00030,2.930,1.092,25.833,0.417,0.204,0.096,0.282,0.001,0.001
00031,3.037,0.958,26.995,0.397,0.226,0.091,0.284,0.001,0.001
00032,3.127,1.001,27.545,0.296,0.349,0.107,0.247,0.001,0.001
00033,3.215,0.856,27.995,0.197,0.460,0.113,0.228,0.001,0.001
00034,3.287,0.699,28.736,0.124,0.642,0.100,0.133,0.001,0.001
00035,3.358,0.927,29.327,0.070,0.790,0.072,0.066,0.001,0.001
00036,3.456,1.010,29.547,0.036,0.894,0.045,0.025,0.000,0.000
00037,3.543,0.997,30.013,0.025,0.934,0.028,0.012,0.000,0.000
00038,3.636,1.093,30.545,0.024,0.936,0.031,0.009,0.000,0.000
00039,3.738,1.086,31.206,0.148,0.689,0.134,0.029,0.000,0.000
00040,3.835,1.193,31.424,0.194,0.587,0.168,0.050,0.001,0.001
00041,3.940,1.258,31.278,0.332,0.280,0.289,0.097,0.001,0.001
00042,4.057,1.238,30.447,0.335,0.214,0.321,0.128,0.001,0.001
00043,4.166,1.274,29.527,0.342,0.194,0.379,0.082,0.001,0.001
00044,4.296,1.314,28.560,0.318,0.165,0.437,0.077,0.001,0.001
00045,4.411,1.232,27.610,0.378,0.080,0.491,0.049,0.001,0.001
00046,4.513,1.188,27.181,0.357,0.097,0.516,0.029,0.001,0.001
00047,4.622,1.257,26.289,0.323,0.059,0.599,0.018,0.000,0.000
00048,4.744,1.183,24.691,0.387,0.073,0.524,0.015,0.000,0.000
00049,4.851,1.164,22.824,0.528,0.046,0.414,0.011,0.000,0.000
00050,4.960,1.174,20.389,0.634,0.066,0.287,0.013,0.000,0.000
00051,5.084,1.174,17.706,0.592,0.074,0.325,0.009,0.000,0.000
