img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,17.521,-0.249,0.258,0.125,0.853,0.016,0.006,0.000,0.000
00001,17.498,-0.198,0.158,0.425,0.512,0.042,0.021,0.000,0.000
00002,17.476,-0.189,0.171,0.604,0.325,0.033,0.038,0.000,0.000
00003,17.456,-0.254,0.287,0.656,0.259,0.024,0.061,0.000,0.000
00004,17.436,-0.215,0.415,0.584,0.301,0.014,0.100,0.000,0.000
00005,17.415,-0.198,0.512,0.573,0.271,0.012,0.143,0.000,0.000
00006,17.399,-0.155,0.540,0.543,0.261,0.009,0.186,0.000,0.000
00007,17.384,-0.180,0.346,0.519,0.237,0.008,0.236,0.000,0.000
00008,17.374,-0.113,0.137,0.450,0.208,0.007,0.334,0.000,0.000
00009,17.366,-0.126,-0.024,0.377,0.158,0.006,0.459,0.000,0.000
00010,17.356,-0.084,-0.362,0.336,0.102,0.004,0.558,0.000,0.000
00011,17.340,-0.151,-0.697,0.353,0.094,0.005,0.548,0.000,0.000
00012,17.317,-0.232,-1.119,0.352,0.059,0.005,0.583,0.000,0.000
00013,17.289,-0.297,-1.231,0.320,0.049,0.004,0.627,0.000,0.000
00014,17.265,-0.271,-1.400,0.274,0.041,0.003,0.682,0.000,0.000
00015,17.230,-0.273,-1.425,0.253,0.038,0.003,0.706,0.000,0.000
00016,17.195,-0.292,-1.516,0.275,0.044,0.003,0.678,0.000,0.000
00017,17.166,-0.288,-1.592,0.243,0.035,0.003,0.718,0.000,0.000
00018,17.136,-0.271,-1.968,0.206,0.031,0.003,0.760,0.000,0.000
00019,17.111,-0.288,-2.415,0.210,0.023,0.003,0.764,0.000,0.000
00020,17.081,-0.245,-2.526,0.216,0.021,0.003,0.760,0.000,0.000
00021,17.054,-0.264,-2.582,0.216,0.023,0.003,0.758,0.000,0.000
00022,17.028,-0.289,-2.635,0.186,0.018,0.002,0.793,0.000,0.000
00023,17.002,-0.164,-2.825,0.201,0.020,0.002,0.777,0.000,0.000
00024,16.981,-0.222,-2.970,0.191,0.015,0.002,0.792,0.000,0.000
00025,16.963,-0.103,-3.251,0.175,0.012,0.002,0.810,0.000,0.000
00026,16.949,-0.071,-3.399,0.168,0.014,0.002,0.816,0.000,0.000
00027,16.944,-0.059,-3.690,0.155,0.012,0.002,0.831,0.000,0.000
00028,16.938,-0.064,-3.873,0.151,0.012,0.002,0.835,0.000,0.000
00029,16.936,-0.017,-4.166,0.152,0.011,0.002,0.835,0.000,0.000
00030,16.939,0.070,-4.502,0.142,0.009,0.002,0.848,0.000,0.000
00031,16.945,0.001,-4.942,0.149,0.013,0.002,0.836,0.000,0.000
00032,16.952,0.069,-5.320,0.166,0.016,0.002,0.816,0.000,0.000
00033,16.959,0.068,-5.528,0.184,0.019,0.002,0.795,0.000,0.000
00034,16.967,0.074,-5.824,0.183,0.021,0.002,0.793,0.000,0.000
00035,16.974,0.050,-5.935,0.178,0.019,0.002,0.800,0.000,0.000
00036,16.984,0.135,-6.078,0.159,0.015,0.002,0.824,0.000,0.000
00037,16.999,0.167,-6.177,0.145,0.013,0.002,0.840,0.000,0.000
00038,17.011,0.122,-6.290,0.143,0.015,0.002,0.840,0.000,0.000
00039,17.024,0.131,-6.227,0.135,0.013,0.002,0.851,0.000,0.000
00040,17.038,0.123,-6.253,0.127,0.012,0.002,0.859,0.000,0.000
00041,17.053,0.149,-6.278,0.116,0.009,0.001,0.874,0.000,0.000
00042,17.066,0.179,-6.249,0.111,0.010,0.001,0.878,0.000,0.000
00043,17.081,0.171,-6.277,0.099,0.010,0.001,0.890,0.000,0.000
00044,17.097,0.161,-6.177,0.120,0.013,0.001,0.866,0.000,0.000
00045,17.119,0.235,-6.089,0.136,0.019,0.001,0.844,0.000,0.000
00046,17.137,0.178,-5.789,0.132,0.018,0.001,0.849,0.000,0.000
00047,17.150,0.160,-5.585,0.148,0.022,0.001,0.829,0.000,0.000
00048,17.164,0.154,-5.403,0.176,0.027,0.002,0.795,0.000,0.000
00049,17.178,0.143,-5.293,0.160,0.023,0.002,0.815,0.000,0.000
00050,17.194,0.174,-5.127,0.175,0.028,0.002,0.796,0.000,0.000
00051,17.215,0.194,-5.079,0.151,0.021,0.001,0.826,0.000,0.000
00052,17.235,0.252,-5.155,0.164,0.031,0.002,0.803,0.000,0.000
00053,17.256,0.267,-5.037,0.174,0.041,0.002,0.783,0.000,0.000
00054,17.279,0.250,-4.611,0.225,0.061,0.003,0.710,0.000,0.000
00055,17.297,0.197,-4.075,0.266,0.088,0.005,0.641,0.000,0.000
00056,17.313,0.233,-3.795,0.311,0.140,0.007,0.541,0.000,0.000
00057,17.339,0.312,-3.907,0.379,0.128,0.012,0.481,0.000,0.000
00058,17.365,0.230,-3.820,0.367,0.125,0.011,0.496,0.000,0.000
00059,17.391,0.192,-3.816,0.389,0.119,0.011,0.481,0.000,0.000
00060,17.413,0.215,-3.788,0.359,0.058,0.007,0.575,0.000,0.000
00061,17.443,0.306,-3.845,0.388,0.035,0.007,0.570,0.000,0.000
00062,17.470,0.157,-3.717,0.496,0.038,0.009,0.457,0.000,0.000
00063,17.491,0.242,-3.793,0.527,0.045,0.011,0.417,0.000,0.000
00064,17.521,0.317,-3.958,0.578,0.063,0.012,0.346,0.000,0.000
00065,17.547,0.283,-4.198,0.557,0.078,0.012,0.351,0.000,0.000
00066,17.574,0.307,-4.351,0.583,0.064,0.012,0.340,0.000,0.000
00067,17.602,0.267,-4.524,0.614,0.073,0.012,0.301,0.000,0.000
00068,17.631,0.225,-4.528,0.604,0.082,0.010,0.304,0.000,0.000
00069,17.656,0.223,-4.543,0.609,0.124,0.008,0.258,0.000,0.000
00070,17.679,0.225,-4.578,0.632,0.156,0.007,0.205,0.000,0.000
00071,17.705,0.235,-4.525,0.685,0.118,0.005,0.191,0.000,0.000
00072,17.731,0.268,-4.366,0.742,0.085,0.005,0.168,0.000,0.000
00073,17.757,0.211,-3.919,0.745,0.111,0.005,0.138,0.000,0.000
00074,17.777,0.149,-3.624,0.772,0.103,0.005,0.119,0.000,0.000
00075,17.799,0.204,-3.532,0.815,0.067,0.006,0.111,0.000,0.000
00076,17.825,0.228,-3.375,0.853,0.054,0.006,0.087,0.000,0.000
00077,17.849,0.256,-3.119,0.861,0.058,0.006,0.075,0.000,0.000
00078,17.870,0.231,-2.602,0.872,0.055,0.006,0.067,0.000,0.000
00079,17.892,0.246,-2.080,0.862,0.069,0.006,0.062,0.000,0.000
00080,17.911,0.149,-1.765,0.864,0.074,0.007,0.055,0.000,0.000
00081,17.925,0.176,-1.447,0.868,0.085,0.008,0.039,0.000,0.000
00082,17.937,0.121,-1.167,0.896,0.067,0.008,0.028,0.000,0.000
00083,17.945,0.080,-0.876,0.913,0.054,0.008,0.025,0.000,0.000
00084,17.950,-0.021,-0.745,0.907,0.064,0.007,0.023,0.000,0.000
00085,17.948,-0.025,-0.641,0.911,0.064,0.005,0.020,0.000,0.000
00086,17.950,-0.040,-0.689,0.909,0.070,0.005,0.016,0.000,0.000
00087,17.930,-0.251,-0.714,0.917,0.066,0.004,0.012,0.000,0.000
