img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,7.804,-1.676,-2.403,0.006,0.993,0.001,0.001,0.000,0.000
00001,7.635,-1.676,-2.945,0.005,0.993,0.001,0.002,0.000,0.000
00002,7.447,-1.740,-3.687,0.004,0.994,0.001,0.002,0.000,0.000
00003,7.268,-1.822,-4.364,0.004,0.994,0.001,0.002,0.000,0.000
00004,7.084,-1.849,-5.119,0.004,0.992,0.001,0.003,0.000,0.000
00005,6.878,-1.838,-6.474,0.006,0.982,0.003,0.008,0.000,0.000
00006,6.699,-1.723,-7.625,0.005,0.983,0.003,0.009,0.000,0.000
00007,6.525,-1.727,-8.630,0.007,0.975,0.004,0.015,0.000,0.000
00008,6.355,-1.478,-10.153,0.010,0.966,0.006,0.019,0.000,0.000
00009,6.206,-1.480,-11.636,0.020,0.941,0.009,0.030,0.000,0.000
00010,6.057,-1.530,-12.970,0.031,0.889,0.012,0.067,0.000,0.000
00011,5.911,-0.982,-14.630,0.081,0.679,0.038,0.202,0.001,0.000
00012,5.850,-0.389,-16.823,0.092,0.581,0.050,0.276,0.001,0.001
00013,5.814,-0.202,-18.678,0.079,0.558,0.031,0.330,0.001,0.001
00014,5.795,-0.144,-20.051,0.084,0.584,0.027,0.304,0.001,0.001
00015,5.772,-0.276,-21.097,0.071,0.655,0.019,0.254,0.001,0.000
00016,5.733,-0.329,-22.158,0.076,0.563,0.021,0.339,0.001,0.000
00017,5.702,-0.228,-22.909,0.093,0.482,0.030,0.395,0.001,0.000
00018,5.673,-0.296,-23.185,0.081,0.616,0.033,0.269,0.000,0.000
00019,5.639,-0.276,-23.020,0.104,0.619,0.043,0.234,0.000,0.000
00020,5.605,-0.339,-22.960,0.118,0.571,0.026,0.285,0.000,0.000
00021,5.591,0.038,-22.924,0.128,0.457,0.028,0.387,0.000,0.000
00022,5.622,0.490,-23.414,0.200,0.230,0.033,0.536,0.000,0.000
00023,5.667,0.494,-24.355,0.094,0.211,0.015,0.680,0.000,0.000
00024,5.719,0.589,-25.145,0.051,0.144,0.009,0.796,0.000,0.000
00025,5.773,0.655,-25.984,0.045,0.187,0.008,0.760,0.000,0.000
00026,5.834,0.663,-27.230,0.050,0.197,0.009,0.744,0.000,0.000
00027,5.898,0.628,-28.454,0.046,0.139,0.009,0.806,0.001,0.000
00028,5.958,0.673,-28.911,0.049,0.091,0.009,0.850,0.001,0.000
00029,6.031,0.763,-29.387,0.058,0.087,0.010,0.845,0.001,0.000
00030,6.100,0.696,-29.627,0.078,0.079,0.007,0.835,0.001,0.000
00031,6.163,0.721,-29.495,0.115,0.069,0.005,0.810,0.001,0.000
00032,6.227,0.694,-29.788,0.167,0.064,0.003,0.765,0.000,0.000
00033,6.302,0.766,-29.998,0.228,0.065,0.002,0.704,0.000,0.000
00034,6.375,0.795,-29.545,0.308,0.048,0.002,0.641,0.000,0.000
00035,6.463,0.873,-28.299,0.383,0.038,0.002,0.577,0.000,0.000
00036,6.551,0.936,-25.570,0.464,0.019,0.003,0.514,0.000,0.000
00037,6.649,1.054,-22.159,0.528,0.014,0.004,0.453,0.000,0.000
00038,6.770,1.166,-18.818,0.631,0.016,0.007,0.346,0.000,0.000
00039,6.896,1.312,-16.070,0.663,0.031,0.008,0.297,0.000,0.000
00040,7.034,1.409,-13.588,0.722,0.042,0.010,0.226,0.000,0.000
00041,7.195,1.483,-10.731,0.709,0.096,0.014,0.181,0.000,0.000
00042,7.348,1.542,-8.196,0.715,0.104,0.015,0.167,0.000,0.000
00043,7.511,1.674,-5.565,0.633,0.187,0.016,0.163,0.000,0.000
00044,7.721,1.782,-2.927,0.637,0.198,0.016,0.149,0.000,0.000
00045,7.884,1.813,-1.675,0.689,0.170,0.019,0.122,0.000,0.000
00046,8.067,1.834,-0.730,0.826,0.069,0.029,0.076,0.000,0.000
00047,8.252,1.847,-0.186,0.833,0.071,0.044,0.052,0.000,0.000
00048,8.451,1.757,0.224,0.816,0.097,0.048,0.039,0.000,0.000
00049,8.623,1.674,0.558,0.788,0.119,0.059,0.033,0.000,0.000
00050,8.787,1.624,0.553,0.758,0.154,0.055,0.033,0.000,0.000
00051,8.966,1.634,0.619,0.751,0.161,0.055,0.032,0.000,0.000
00052,9.130,1.628,0.613,0.756,0.166,0.049,0.028,0.000,0.000
00053,9.288,1.519,0.681,0.820,0.111,0.048,0.021,0.000,0.000
00054,9.448,1.387,0.494,0.877,0.054,0.050,0.019,0.000,0.000
00055,9.587,1.422,0.662,0.876,0.052,0.053,0.019,0.000,0.000
00056,9.725,1.327,0.730,0.860,0.070,0.053,0.017,0.000,0.000
00057,9.866,1.308,0.961,0.851,0.072,0.057,0.020,0.000,0.000
00058,9.985,1.166,1.034,0.843,0.074,0.066,0.015,0.000,0.000
00059,10.098,0.954,1.208,0.874,0.045,0.067,0.013,0.000,0.000
00060,10.187,0.818,1.207,0.835,0.060,0.095,0.010,0.000,0.000
00061,10.254,0.553,1.437,0.816,0.084,0.086,0.013,0.000,0.000
00062,10.320,0.625,1.418,0.800,0.095,0.096,0.009,0.000,0.000
00063,10.375,0.495,1.569,0.802,0.071,0.119,0.008,0.000,0.000
00064,10.418,0.353,1.601,0.782,0.094,0.116,0.008,0.000,0.000
00065,10.455,0.336,1.655,0.830,0.069,0.093,0.008,0.000,0.000
00066,10.501,0.514,1.672,0.794,0.080,0.121,0.005,0.000,0.000
00067,10.558,0.581,1.373,0.782,0.089,0.124,0.005,0.000,0.000
00068,10.629,0.429,1.166,0.745,0.105,0.147,0.004,0.000,0.000
00069,10.673,0.330,0.863,0.772,0.112,0.111,0.005,0.000,0.000
00070,10.702,0.259,0.647,0.732,0.136,0.128,0.004,0.000,0.000
00071,10.730,0.265,0.632,0.722,0.149,0.126,0.004,0.000,0.000
00072,10.777,0.618,0.315,0.718,0.161,0.118,0.003,0.000,0.000
00073,10.839,0.503,0.069,0.760,0.146,0.090,0.005,0.000,0.000
00074,10.892,0.475,-0.318,0.803,0.129,0.060,0.008,0.000,0.000
00075,10.939,0.449,-0.385,0.787,0.156,0.044,0.013,0.000,0.000
00076,10.988,0.455,-0.391,0.781,0.158,0.048,0.013,0.000,0.000
00077,11.044,0.656,-0.291,0.719,0.223,0.048,0.010,0.000,0.000
