img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,5.450,-0.171,1.094,0.307,0.623,0.055,0.014,0.000,0.000
00001,5.433,-0.194,0.851,0.595,0.291,0.092,0.021,0.000,0.000
00002,5.411,-0.185,0.686,0.734,0.168,0.077,0.021,0.000,0.000
00003,5.394,-0.133,1.027,0.799,0.105,0.078,0.018,0.000,0.000
00004,5.386,0.059,1.125,0.812,0.094,0.080,0.014,0.000,0.000
00005,5.436,0.474,0.910,0.821,0.092,0.072,0.015,0.000,0.000
00006,5.503,0.740,0.773,0.803,0.120,0.064,0.013,0.000,0.000
00007,5.585,0.760,0.786,0.789,0.141,0.060,0.010,0.000,0.000
00008,5.655,0.717,0.647,0.849,0.089,0.054,0.009,0.000,0.000
00009,5.734,0.765,0.730,0.832,0.117,0.044,0.007,0.000,0.000
00010,5.816,0.871,0.705,0.794,0.166,0.033,0.007,0.000,0.000
00011,5.911,1.033,0.685,0.788,0.180,0.026,0.006,0.000,0.000
00012,6.040,1.272,0.709,0.773,0.199,0.023,0.005,0.000,0.000
00013,6.176,1.407,0.565,0.760,0.218,0.017,0.005,0.000,0.000
00014,6.326,1.238,0.405,0.759,0.224,0.014,0.004,0.000,0.000
00015,6.444,1.137,0.392,0.767,0.218,0.011,0.003,0.000,0.000
00016,6.560,1.198,0.659,0.784,0.203,0.010,0.003,0.000,0.000
00017,6.708,1.521,0.490,0.789,0.200,0.008,0.004,0.000,0.000
00018,6.867,1.673,0.559,0.834,0.156,0.007,0.003,0.000,0.000
00019,7.069,1.995,0.626,0.845,0.146,0.006,0.003,0.000,0.000
00020,7.255,1.769,0.248,0.827,0.165,0.006,0.002,0.000,0.000
00021,7.431,1.552,0.251,0.816,0.175,0.006,0.002,0.000,0.000
00022,7.584,1.568,0.233,0.766,0.226,0.006,0.002,0.000,0.000
00023,7.741,1.599,0.129,0.824,0.168,0.006,0.002,0.000,0.000
00024,7.923,1.704,-0.153,0.896,0.096,0.006,0.002,0.000,0.000
00025,8.085,1.576,-0.325,0.897,0.096,0.005,0.002,0.000,0.000
00026,8.252,1.508,-0.461,0.887,0.106,0.005,0.002,0.000,0.000
00027,8.406,1.564,-0.324,0.866,0.126,0.006,0.002,0.000,0.000
00028,8.575,1.580,-0.522,0.832,0.161,0.005,0.002,0.000,0.000
00029,8.731,1.460,-0.134,0.805,0.187,0.005,0.003,0.000,0.000
00030,8.875,1.398,0.085,0.771,0.221,0.005,0.003,0.000,0.000
00031,9.014,1.177,0.027,0.707,0.285,0.004,0.003,0.000,0.000
00032,9.132,1.173,-0.036,0.692,0.300,0.004,0.003,0.000,0.000
00033,9.252,1.009,0.076,0.804,0.188,0.004,0.003,0.000,0.000
00034,9.345,0.895,0.003,0.771,0.221,0.005,0.003,0.000,0.000
00035,9.436,0.758,0.094,0.721,0.272,0.005,0.003,0.000,0.000
00036,9.509,0.749,0.135,0.734,0.259,0.004,0.003,0.000,0.000
00037,9.585,0.774,0.215,0.661,0.332,0.004,0.003,0.000,0.000
00038,9.670,0.799,0.166,0.834,0.158,0.004,0.005,0.000,0.000
00039,9.741,0.685,0.176,0.834,0.157,0.004,0.005,0.000,0.000
00040,9.816,0.705,0.101,0.815,0.176,0.006,0.004,0.000,0.000
00041,9.890,0.774,0.102,0.795,0.195,0.007,0.003,0.000,0.000
00042,9.964,0.789,0.134,0.766,0.223,0.009,0.003,0.000,0.000
00043,10.045,0.734,0.312,0.797,0.191,0.009,0.003,0.000,0.000
00044,10.116,0.693,0.180,0.795,0.194,0.008,0.003,0.000,0.000
00045,10.189,0.653,0.263,0.726,0.263,0.008,0.003,0.000,0.000
00046,10.251,0.615,0.286,0.669,0.320,0.008,0.003,0.000,0.000
00047,10.320,0.567,0.275,0.676,0.311,0.010,0.003,0.000,0.000
00048,10.361,0.265,0.323,0.781,0.205,0.011,0.003,0.000,0.000
00049,10.378,0.102,0.309,0.794,0.192,0.011,0.003,0.000,0.000
00050,10.381,-0.016,0.383,0.833,0.153,0.011,0.003,0.000,0.000
00051,10.373,-0.138,0.343,0.793,0.195,0.009,0.004,0.000,0.000
00052,10.353,-0.060,0.270,0.756,0.231,0.009,0.003,0.000,0.000
00053,10.346,-0.008,0.235,0.863,0.124,0.009,0.003,0.000,0.000
00054,10.356,0.172,0.016,0.856,0.132,0.009,0.003,0.000,0.000
00055,10.379,0.368,0.053,0.909,0.080,0.008,0.003,0.000,0.000
00056,10.395,0.119,-0.032,0.913,0.077,0.007,0.003,0.000,0.000
00057,10.400,0.064,-0.172,0.891,0.100,0.007,0.003,0.000,0.000
