img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,12.535,0.304,0.085,0.130,0.844,0.019,0.006,0.000,0.000
00001,12.563,0.251,0.103,0.214,0.745,0.031,0.010,0.000,0.000
00002,12.589,0.258,0.181,0.284,0.661,0.044,0.011,0.000,0.000
00003,12.615,0.287,0.103,0.378,0.560,0.049,0.013,0.000,0.000
00004,12.651,0.291,-0.058,0.555,0.380,0.048,0.017,0.000,0.000
00005,12.685,0.382,-0.090,0.661,0.266,0.055,0.017,0.000,0.000
00006,12.716,0.321,-0.047,0.742,0.189,0.053,0.016,0.000,0.000
00007,12.746,0.215,0.089,0.738,0.197,0.047,0.017,0.000,0.000
00008,12.769,0.229,0.158,0.729,0.216,0.040,0.015,0.000,0.000
00009,12.800,0.325,0.088,0.737,0.214,0.035,0.014,0.000,0.000
00010,12.832,0.306,-0.095,0.721,0.235,0.031,0.012,0.000,0.000
00011,12.863,0.307,-0.053,0.735,0.224,0.029,0.012,0.000,0.000
00012,12.898,0.359,-0.013,0.734,0.232,0.024,0.011,0.000,0.000
00013,12.935,0.329,-0.195,0.746,0.225,0.020,0.010,0.000,0.000
00014,12.964,0.244,-0.161,0.777,0.198,0.016,0.009,0.000,0.000
00015,12.981,0.235,0.142,0.843,0.135,0.014,0.007,0.000,0.000
00016,13.015,0.310,0.073,0.894,0.084,0.016,0.007,0.000,0.000
00017,13.047,0.524,-0.244,0.913,0.067,0.014,0.006,0.000,0.000
00018,13.089,0.474,-0.362,0.940,0.044,0.012,0.005,0.000,0.000
00019,13.129,0.167,-0.340,0.960,0.026,0.011,0.003,0.000,0.000
00020,13.156,0.216,-0.319,0.955,0.030,0.012,0.003,0.000,0.000
00021,13.179,0.250,0.131,0.944,0.039,0.013,0.003,0.000,0.000
00022,13.205,0.383,-0.021,0.931,0.052,0.015,0.003,0.000,0.000
00023,13.241,0.353,-0.201,0.930,0.052,0.014,0.003,0.000,0.000
00024,13.271,0.209,-0.392,0.920,0.062,0.015,0.003,0.000,0.000
00025,13.298,0.256,-0.211,0.927,0.054,0.015,0.004,0.000,0.000
00026,13.334,0.360,0.010,0.920,0.059,0.016,0.005,0.000,0.000
00027,13.366,0.255,0.032,0.919,0.061,0.015,0.005,0.000,0.000
00028,13.397,0.244,0.157,0.886,0.093,0.015,0.006,0.000,0.000
00029,13.420,0.241,0.055,0.840,0.137,0.015,0.007,0.000,0.000
00030,13.446,0.262,-0.061,0.835,0.144,0.013,0.008,0.000,0.000
00031,13.478,0.300,-0.041,0.829,0.152,0.012,0.007,0.000,0.000
00032,13.506,0.296,0.132,0.836,0.146,0.011,0.007,0.000,0.000
00033,13.533,0.210,0.247,0.815,0.169,0.011,0.006,0.000,0.000
00034,13.563,0.329,0.343,0.796,0.189,0.011,0.005,0.000,0.000
00035,13.595,0.282,0.460,0.826,0.159,0.009,0.005,0.000,0.000
00036,13.625,0.232,0.506,0.794,0.191,0.010,0.005,0.000,0.000
00037,13.650,0.204,0.572,0.831,0.156,0.008,0.004,0.000,0.000
00038,13.679,0.280,0.609,0.901,0.087,0.007,0.004,0.000,0.000
00039,13.701,0.171,0.581,0.946,0.042,0.007,0.005,0.000,0.000
00040,13.712,0.076,0.445,0.959,0.031,0.006,0.004,0.000,0.000
00041,13.713,-0.011,0.343,0.958,0.032,0.006,0.004,0.000,0.000
00042,13.709,-0.031,0.286,0.959,0.030,0.007,0.004,0.000,0.000
