img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,0.713,0.720,-3.947,0.009,0.989,0.001,0.001,0.000,0.000
00001,0.777,0.667,-4.508,0.008,0.990,0.001,0.001,0.000,0.000
00002,0.840,0.602,-4.764,0.008,0.989,0.002,0.001,0.000,0.000
00003,0.905,0.563,-5.629,0.026,0.965,0.005,0.003,0.000,0.000
00004,0.956,0.462,-6.663,0.057,0.923,0.012,0.008,0.000,0.000
00005,1.028,0.660,-7.589,0.060,0.916,0.014,0.011,0.000,0.000
00006,1.089,0.829,-8.418,0.042,0.939,0.011,0.008,0.000,0.000
00007,1.183,1.046,-9.717,0.042,0.935,0.013,0.009,0.000,0.000
00008,1.307,1.193,-11.356,0.044,0.927,0.019,0.010,0.000,0.000
00009,1.431,1.297,-13.030,0.048,0.917,0.024,0.012,0.000,0.000
00010,1.562,1.365,-14.849,0.088,0.860,0.034,0.017,0.000,0.000
00011,1.710,1.378,-16.862,0.104,0.838,0.040,0.017,0.000,0.000
00012,1.841,1.317,-18.893,0.059,0.903,0.029,0.009,0.000,0.000
00013,1.969,1.295,-20.612,0.031,0.954,0.011,0.004,0.000,0.000
00014,2.112,1.320,-22.118,0.048,0.927,0.019,0.005,0.000,0.000
00015,2.240,1.286,-23.714,0.076,0.890,0.022,0.011,0.000,0.000
00016,2.379,1.301,-25.186,0.058,0.917,0.015,0.010,0.000,0.000
00017,2.510,1.370,-26.680,0.041,0.941,0.007,0.011,0.000,0.000
00018,2.639,1.270,-28.095,0.035,0.949,0.004,0.011,0.000,0.000
00019,2.769,1.286,-28.997,0.034,0.948,0.005,0.013,0.000,0.000
00020,2.896,1.377,-30.223,0.044,0.906,0.009,0.040,0.000,0.000
00021,3.026,1.392,-31.691,0.043,0.859,0.011,0.086,0.000,0.000
00022,3.169,1.387,-32.448,0.045,0.801,0.009,0.144,0.000,0.000
00023,3.298,1.366,-32.748,0.049,0.777,0.008,0.165,0.000,0.000
00024,3.438,1.329,-33.650,0.087,0.577,0.015,0.319,0.001,0.001
00025,3.560,1.294,-34.631,0.080,0.510,0.016,0.392,0.001,0.001
00026,3.665,1.095,-35.371,0.183,0.365,0.041,0.410,0.001,0.001
00027,3.783,1.236,-36.212,0.173,0.396,0.057,0.372,0.001,0.001
00028,3.904,1.277,-37.230,0.119,0.392,0.075,0.411,0.002,0.001
00029,4.034,1.346,-37.794,0.099,0.410,0.070,0.418,0.002,0.001
00030,4.191,1.549,-37.774,0.082,0.371,0.036,0.509,0.001,0.001
00031,4.344,1.679,-37.714,0.073,0.363,0.022,0.541,0.001,0.001
