img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,7.363,0.460,-0.340,0.146,0.810,0.037,0.007,0.000,0.000
00001,7.400,0.445,-0.773,0.295,0.633,0.058,0.014,0.000,0.000
00002,7.432,0.209,-0.865,0.411,0.506,0.060,0.023,0.000,0.000
00003,7.477,0.514,-1.168,0.388,0.546,0.046,0.020,0.000,0.000
00004,7.530,0.409,-1.229,0.422,0.513,0.047,0.018,0.000,0.000
00005,7.579,0.487,-1.054,0.614,0.307,0.058,0.021,0.000,0.000
00006,7.638,0.671,-0.992,0.804,0.132,0.043,0.020,0.000,0.000
00007,7.703,0.534,-0.726,0.868,0.088,0.028,0.015,0.000,0.000
00008,7.756,0.601,-0.148,0.896,0.070,0.022,0.011,0.000,0.000
00009,7.807,0.450,0.561,0.880,0.090,0.021,0.009,0.000,0.000
00010,7.854,0.364,1.152,0.825,0.148,0.020,0.007,0.000,0.000
00011,7.889,0.206,1.459,0.762,0.213,0.017,0.007,0.000,0.000
00012,7.916,0.360,1.711,0.710,0.271,0.011,0.007,0.000,0.000
00013,7.936,0.157,1.987,0.572,0.414,0.008,0.006,0.000,0.000
00014,7.958,0.236,1.897,0.505,0.483,0.008,0.005,0.000,0.000
00015,7.971,-0.031,1.584,0.559,0.424,0.010,0.006,0.000,0.000
00016,7.975,0.158,1.376,0.347,0.641,0.007,0.005,0.000,0.000
00017,7.972,-0.023,1.226,0.200,0.789,0.006,0.004,0.000,0.000
00018,7.973,0.042,0.986,0.160,0.832,0.004,0.004,0.000,0.000
00019,7.978,0.001,0.676,0.170,0.822,0.004,0.004,0.000,0.000
00020,7.977,0.053,0.528,0.163,0.829,0.004,0.005,0.000,0.000
00021,7.981,0.051,-0.047,0.439,0.545,0.005,0.011,0.000,0.000
