img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,11.842,-0.358,0.356,0.011,0.987,0.001,0.001,0.000,0.000
00001,11.803,-0.445,0.840,0.012,0.986,0.001,0.001,0.000,0.000
00002,11.758,-0.424,1.031,0.037,0.956,0.003,0.003,0.000,0.000
00003,11.724,-0.333,0.844,0.041,0.951,0.004,0.003,0.000,0.000
00004,11.693,-0.414,0.722,0.041,0.951,0.003,0.005,0.000,0.000
00005,11.662,-0.357,0.424,0.052,0.938,0.005,0.005,0.000,0.000
00006,11.627,-0.341,0.368,0.055,0.933,0.004,0.009,0.000,0.000
00007,11.594,-0.322,0.273,0.041,0.947,0.004,0.008,0.000,0.000
00008,11.563,-0.257,0.363,0.044,0.944,0.005,0.007,0.000,0.000
00009,11.538,-0.330,0.296,0.072,0.913,0.005,0.010,0.000,0.000
00010,11.506,-0.274,0.205,0.062,0.925,0.004,0.008,0.000,0.000
00011,11.464,-0.390,0.652,0.086,0.900,0.005,0.009,0.000,0.000
00012,11.428,-0.349,1.515,0.158,0.823,0.006,0.013,0.000,0.000
00013,11.388,-0.288,1.839,0.264,0.708,0.006,0.022,0.000,0.000
00014,11.356,-0.343,1.807,0.344,0.627,0.007,0.022,0.000,0.000
00015,11.322,-0.236,1.637,0.303,0.675,0.007,0.016,0.000,0.000
00016,11.300,-0.222,1.304,0.484,0.490,0.009,0.017,0.000,0.000
00017,11.272,-0.342,1.026,0.569,0.404,0.008,0.018,0.000,0.000
00018,11.242,-0.285,0.733,0.592,0.382,0.009,0.017,0.000,0.000
00019,11.206,-0.359,0.785,0.720,0.252,0.008,0.019,0.000,0.000
00020,11.176,-0.302,0.739,0.797,0.171,0.008,0.025,0.000,0.000
00021,11.143,-0.297,0.813,0.774,0.190,0.009,0.026,0.000,0.000
00022,11.108,-0.309,0.604,0.735,0.229,0.011,0.026,0.000,0.000
00023,11.083,-0.219,0.536,0.706,0.253,0.007,0.033,0.000,0.000
00024,11.055,-0.249,0.129,0.651,0.315,0.007,0.028,0.000,0.000
00025,11.028,-0.325,-0.025,0.614,0.356,0.006,0.024,0.000,0.000
00026,11.001,-0.276,0.035,0.636,0.333,0.005,0.026,0.000,0.000
00027,10.972,-0.248,-0.090,0.576,0.396,0.005,0.022,0.000,0.000
00028,10.948,-0.253,-0.149,0.556,0.419,0.006,0.018,0.000,0.000
00029,10.926,-0.216,-0.401,0.573,0.399,0.011,0.018,0.000,0.000
00030,10.897,-0.271,-0.693,0.682,0.283,0.009,0.026,0.000,0.000
00031,10.863,-0.364,-1.080,0.674,0.269,0.007,0.050,0.000,0.000
00032,10.825,-0.384,-1.408,0.696,0.235,0.006,0.063,0.000,0.000
00033,10.784,-0.391,-1.668,0.756,0.189,0.006,0.048,0.000,0.000
00034,10.747,-0.360,-1.701,0.809,0.151,0.009,0.031,0.000,0.000
00035,10.714,-0.310,-1.778,0.878,0.083,0.007,0.032,0.000,0.000
00036,10.681,-0.323,-1.814,0.873,0.095,0.007,0.025,0.000,0.000
00037,10.654,-0.272,-1.940,0.876,0.095,0.006,0.023,0.000,0.000
00038,10.635,-0.198,-2.225,0.864,0.108,0.006,0.021,0.000,0.000
00039,10.627,-0.127,-2.225,0.822,0.153,0.007,0.018,0.000,0.000
00040,10.630,0.084,-2.200,0.857,0.119,0.008,0.017,0.000,0.000
00041,10.638,0.060,-2.219,0.863,0.114,0.009,0.015,0.000,0.000
00042,10.648,0.101,-2.007,0.849,0.125,0.009,0.016,0.000,0.000
00043,10.661,0.148,-1.869,0.836,0.138,0.011,0.016,0.000,0.000
00044,10.676,0.123,-1.564,0.842,0.131,0.009,0.017,0.000,0.000
00045,10.691,0.145,-1.160,0.854,0.117,0.010,0.019,0.000,0.000
00046,10.705,0.092,-0.757,0.843,0.122,0.010,0.024,0.000,0.000
00047,10.720,0.132,-0.614,0.819,0.148,0.018,0.014,0.000,0.000
00048,10.743,0.276,-0.432,0.778,0.171,0.041,0.009,0.000,0.000
00049,10.772,0.214,-0.083,0.777,0.177,0.035,0.011,0.000,0.000
00050,10.787,0.076,0.487,0.751,0.202,0.034,0.013,0.000,0.000
00051,10.799,0.094,0.269,0.708,0.242,0.038,0.012,0.000,0.000
00052,10.802,0.140,0.737,0.677,0.268,0.039,0.015,0.000,0.000
00053,10.811,0.090,0.561,0.685,0.261,0.030,0.024,0.000,0.000
00054,10.817,0.006,0.487,0.675,0.272,0.022,0.031,0.000,0.000
00055,10.825,0.063,0.613,0.684,0.260,0.017,0.040,0.000,0.000
00056,10.833,0.118,0.775,0.629,0.312,0.013,0.046,0.000,0.000
00057,10.840,0.012,1.247,0.579,0.366,0.013,0.041,0.000,0.000
00058,10.845,0.016,1.637,0.488,0.466,0.011,0.035,0.000,0.000
00059,10.843,0.025,2.257,0.435,0.521,0.008,0.035,0.000,0.000
00060,10.842,0.050,2.363,0.535,0.416,0.008,0.040,0.000,0.000
00061,10.851,0.208,2.136,0.718,0.215,0.011,0.056,0.000,0.000
00062,10.872,0.220,1.447,0.804,0.123,0.010,0.063,0.000,0.000
00063,10.900,0.300,1.025,0.837,0.114,0.008,0.041,0.000,0.000
00064,10.934,0.241,0.942,0.891,0.072,0.007,0.030,0.000,0.000
00065,10.954,0.163,0.963,0.934,0.031,0.007,0.027,0.000,0.000
00066,10.983,0.424,1.138,0.936,0.035,0.008,0.021,0.000,0.000
00067,11.027,0.489,1.079,0.951,0.022,0.009,0.018,0.000,0.000
00068,11.080,0.514,1.129,0.949,0.023,0.009,0.018,0.000,0.000
00069,11.124,0.305,0.934,0.959,0.018,0.008,0.014,0.000,0.000
00070,11.161,0.311,1.107,0.957,0.020,0.008,0.015,0.000,0.000
00071,11.191,0.349,1.299,0.959,0.018,0.007,0.015,0.000,0.000
00072,11.224,0.307,1.410,0.956,0.020,0.009,0.015,0.000,0.000
00073,11.270,0.456,1.608,0.955,0.017,0.009,0.020,0.000,0.000
00074,11.313,0.438,1.751,0.957,0.017,0.007,0.019,0.000,0.000
00075,11.360,0.410,2.020,0.960,0.014,0.008,0.018,0.000,0.000
00076,11.394,0.334,2.213,0.956,0.018,0.008,0.017,0.000,0.000
00077,11.420,0.219,2.423,0.947,0.028,0.010,0.015,0.000,0.000
00078,11.442,0.199,2.310,0.941,0.036,0.011,0.013,0.000,0.000
00079,11.456,0.102,2.462,0.907,0.069,0.011,0.013,0.000,0.000
00080,11.463,0.026,2.376,0.928,0.049,0.011,0.011,0.000,0.000
00081,11.460,-0.077,2.649,0.934,0.044,0.012,0.010,0.000,0.000
00082,11.452,-0.088,2.738,0.927,0.044,0.017,0.012,0.000,0.000
00083,11.447,-0.038,2.626,0.938,0.036,0.011,0.015,0.000,0.000
00084,11.446,-0.010,2.245,0.924,0.047,0.008,0.021,0.000,0.000
00085,11.445,-0.043,1.981,0.906,0.063,0.010,0.021,0.000,0.000
00086,11.438,-0.070,1.653,0.891,0.075,0.009,0.024,0.000,0.000
00087,11.431,-0.032,1.643,0.890,0.067,0.012,0.031,0.000,0.000
00088,11.424,-0.054,1.273,0.874,0.060,0.009,0.057,0.000,0.000
00089,11.418,-0.015,1.361,0.896,0.048,0.007,0.049,0.000,0.000
00090,11.415,-0.051,1.329,0.905,0.050,0.008,0.037,0.000,0.000
00091,11.409,-0.069,1.391,0.898,0.054,0.007,0.041,0.000,0.000
00092,11.397,-0.078,1.363,0.872,0.070,0.008,0.050,0.000,0.000
00093,11.391,-0.037,1.195,0.850,0.087,0.009,0.054,0.000,0.000
00094,11.388,0.024,0.987,0.848,0.089,0.014,0.049,0.000,0.000
00095,11.390,0.035,0.841,0.850,0.077,0.017,0.057,0.000,0.000
00096,11.405,0.338,0.955,0.865,0.060,0.012,0.063,0.000,0.000
00097,11.421,0.084,0.544,0.872,0.060,0.008,0.061,0.000,0.000
00098,11.437,-0.002,0.612,0.879,0.066,0.008,0.047,0.000,0.000
00099,11.457,0.369,0.651,0.879,0.072,0.007,0.041,0.000,0.000
00100,11.501,0.441,0.484,0.881,0.070,0.006,0.042,0.000,0.000
00101,11.544,0.408,0.435,0.891,0.071,0.008,0.029,0.000,0.000
00102,11.584,0.347,0.357,0.876,0.092,0.013,0.019,0.000,0.000
00103,11.629,0.474,0.499,0.853,0.113,0.013,0.021,0.000,0.000
00104,11.681,0.565,0.511,0.793,0.173,0.015,0.019,0.000,0.000
00105,11.738,0.594,0.515,0.740,0.223,0.018,0.019,0.000,0.000
00106,11.802,0.569,0.350,0.783,0.181,0.017,0.019,0.000,0.000
00107,11.862,0.694,0.160,0.744,0.210,0.019,0.028,0.000,0.000
00108,11.931,0.724,0.318,0.727,0.218,0.019,0.036,0.000,0.000
00109,12.017,0.800,0.294,0.725,0.218,0.024,0.034,0.000,0.000
00110,12.097,0.811,0.417,0.726,0.206,0.031,0.038,0.000,0.000
