img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,2.504,-1.075,-0.127,0.055,0.934,0.008,0.002,0.000,0.000
00001,2.413,-0.761,-0.160,0.135,0.842,0.016,0.006,0.000,0.000
00002,2.355,-0.478,-0.086,0.204,0.767,0.018,0.011,0.000,0.000
00003,2.320,-0.232,-0.072,0.303,0.661,0.020,0.016,0.000,0.000
00004,2.304,-0.129,-0.136,0.413,0.546,0.021,0.020,0.000,0.000
00005,2.297,-0.066,-0.062,0.572,0.384,0.018,0.026,0.000,0.000
00006,2.294,-0.042,-0.107,0.636,0.323,0.017,0.024,0.000,0.000
00007,2.289,-0.067,-0.124,0.659,0.298,0.017,0.026,0.000,0.000
00008,2.283,-0.063,-0.140,0.679,0.279,0.016,0.026,0.000,0.000
00009,2.275,-0.056,-0.169,0.675,0.287,0.016,0.022,0.000,0.000
00010,2.264,-0.112,-0.146,0.632,0.334,0.013,0.021,0.000,0.000
00011,2.249,-0.146,-0.157,0.603,0.367,0.012,0.018,0.000,0.000
00012,2.229,-0.165,-0.116,0.520,0.457,0.011,0.011,0.000,0.000
00013,2.207,-0.222,-0.005,0.471,0.510,0.011,0.007,0.000,0.000
00014,2.182,-0.252,-0.105,0.400,0.586,0.008,0.006,0.000,0.000
00015,2.150,-0.320,-0.184,0.356,0.632,0.007,0.004,0.000,0.000
00016,2.115,-0.369,-0.129,0.314,0.676,0.005,0.004,0.000,0.000
00017,2.069,-0.393,-0.117,0.339,0.652,0.005,0.004,0.000,0.000
00018,2.031,-0.372,-0.144,0.298,0.695,0.004,0.003,0.000,0.000
00019,1.992,-0.388,-0.156,0.286,0.707,0.003,0.004,0.000,0.000
00020,1.947,-0.415,-0.090,0.252,0.742,0.002,0.004,0.000,0.000
00021,1.910,-0.367,-0.156,0.176,0.819,0.002,0.003,0.000,0.000
00022,1.869,-0.436,-0.051,0.115,0.882,0.001,0.002,0.000,0.000
00023,1.816,-0.522,-0.027,0.065,0.933,0.001,0.001,0.000,0.000
00024,1.761,-0.595,-0.114,0.024,0.975,0.000,0.000,0.000,0.000
00025,1.698,-0.664,-0.090,0.016,0.984,0.000,0.000,0.000,0.000
00026,1.620,-0.758,-0.093,0.014,0.985,0.000,0.000,0.000,0.000
00027,1.541,-0.822,-0.047,0.012,0.988,0.000,0.000,0.000,0.000
00028,1.456,-0.887,-0.086,0.010,0.989,0.000,0.000,0.000,0.000
00029,1.355,-0.954,-0.128,0.008,0.991,0.000,0.000,0.000,0.000
00030,1.256,-1.028,-0.114,0.007,0.993,0.000,0.000,0.000,0.000
00031,1.156,-0.986,-0.071,0.006,0.994,0.000,0.000,0.000,0.000
00032,1.063,-0.609,-0.002,0.005,0.995,0.000,0.000,0.000,0.000
00033,1.027,-0.212,-0.020,0.005,0.995,0.000,0.000,0.000,0.000
00034,1.012,-0.126,0.011,0.004,0.995,0.000,0.000,0.000,0.000
00035,0.997,-0.183,0.002,0.004,0.996,0.000,0.000,0.000,0.000
00036,0.977,-0.229,-0.047,0.004,0.995,0.000,0.000,0.000,0.000
00037,0.948,-0.299,-0.026,0.003,0.997,0.000,0.000,0.000,0.000
00038,0.917,-0.332,-0.056,0.003,0.997,0.000,0.000,0.000,0.000
00039,0.882,-0.343,-0.002,0.002,0.998,0.000,0.000,0.000,0.000
00040,0.846,-0.317,-0.023,0.002,0.998,0.000,0.000,0.000,0.000
00041,0.813,-0.352,-0.144,0.003,0.997,0.000,0.000,0.000,0.000
