img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,5.592,-0.752,0.534,0.023,0.972,0.004,0.001,0.000,0.000
00001,5.519,-0.754,0.433,0.044,0.946,0.007,0.002,0.000,0.000
00002,5.431,-0.801,0.436,0.116,0.864,0.014,0.006,0.000,0.000
00003,5.350,-0.796,0.445,0.297,0.658,0.029,0.016,0.000,0.000
00004,5.258,-0.880,0.393,0.414,0.534,0.030,0.022,0.000,0.000
00005,5.165,-0.956,0.374,0.493,0.450,0.033,0.024,0.000,0.000
00006,5.068,-0.994,0.442,0.581,0.361,0.033,0.025,0.000,0.000
00007,4.954,-1.055,0.403,0.616,0.332,0.026,0.026,0.000,0.000
00008,4.844,-1.163,0.269,0.649,0.302,0.022,0.027,0.000,0.000
00009,4.720,-1.282,0.334,0.636,0.317,0.020,0.026,0.000,0.000
00010,4.578,-1.306,0.281,0.597,0.359,0.018,0.026,0.000,0.000
00011,4.446,-1.342,0.129,0.588,0.370,0.019,0.023,0.000,0.000
00012,4.309,-1.393,-0.064,0.608,0.354,0.015,0.023,0.000,0.000
00013,4.161,-1.188,-0.139,0.625,0.344,0.010,0.021,0.000,0.000
00014,4.067,-0.727,-0.169,0.717,0.256,0.008,0.019,0.000,0.000
00015,4.011,-0.431,-0.130,0.795,0.180,0.007,0.018,0.000,0.000
00016,3.972,-0.341,-0.156,0.817,0.160,0.006,0.016,0.000,0.000
00017,3.940,-0.316,-0.183,0.822,0.154,0.007,0.017,0.000,0.000
00018,3.898,-0.381,-0.092,0.823,0.160,0.006,0.011,0.000,0.000
00019,3.857,-0.427,-0.034,0.830,0.157,0.005,0.007,0.000,0.000
00020,3.813,-0.433,-0.019,0.834,0.154,0.005,0.006,0.000,0.000
00021,3.767,-0.394,-0.059,0.870,0.118,0.006,0.006,0.000,0.000
00022,3.729,-0.365,-0.049,0.880,0.108,0.007,0.005,0.000,0.000
00023,3.692,-0.381,-0.035,0.876,0.112,0.008,0.005,0.000,0.000
00024,3.652,-0.353,-0.007,0.868,0.119,0.008,0.005,0.000,0.000
00025,3.619,-0.308,-0.050,0.828,0.159,0.009,0.005,0.000,0.000
00026,3.584,-0.319,-0.168,0.803,0.184,0.009,0.005,0.000,0.000
00027,3.550,-0.322,-0.177,0.739,0.247,0.009,0.005,0.000,0.000
00028,3.519,-0.279,-0.190,0.805,0.178,0.010,0.007,0.000,0.000
00029,3.493,-0.250,-0.338,0.804,0.178,0.010,0.008,0.000,0.000
00030,3.479,-0.042,-0.443,0.701,0.281,0.011,0.008,0.000,0.000
00031,3.490,0.183,-0.340,0.469,0.517,0.007,0.007,0.000,0.000
00032,3.510,0.181,-0.454,0.296,0.693,0.006,0.005,0.000,0.000
00033,3.525,0.099,-0.466,0.205,0.787,0.004,0.004,0.000,0.000
00034,3.535,0.106,-0.383,0.125,0.869,0.003,0.003,0.000,0.000
00035,3.551,0.209,-0.332,0.111,0.883,0.003,0.003,0.000,0.000
00036,3.580,0.293,-0.326,0.215,0.775,0.005,0.004,0.000,0.000
00037,3.613,0.361,-0.441,0.420,0.565,0.008,0.006,0.000,0.000
00038,3.655,0.474,-0.383,0.622,0.360,0.009,0.008,0.000,0.000
00039,3.714,0.596,-0.312,0.745,0.237,0.010,0.008,0.000,0.000
00040,3.780,0.726,-0.253,0.756,0.226,0.010,0.008,0.000,0.000
00041,3.866,0.827,-0.263,0.734,0.247,0.012,0.007,0.000,0.000
00042,3.958,0.998,-0.208,0.701,0.280,0.011,0.008,0.000,0.000
00043,4.066,1.150,-0.237,0.815,0.163,0.012,0.010,0.000,0.000
00044,4.200,1.256,-0.151,0.851,0.127,0.011,0.012,0.000,0.000
00045,4.335,1.386,-0.205,0.884,0.096,0.009,0.011,0.000,0.000
00046,4.480,1.495,-0.218,0.902,0.080,0.007,0.011,0.000,0.000
00047,4.647,1.546,-0.093,0.923,0.062,0.005,0.010,0.000,0.000
00048,4.806,1.630,-0.093,0.933,0.053,0.005,0.009,0.000,0.000
00049,4.969,1.625,0.203,0.942,0.046,0.004,0.008,0.000,0.000
00050,5.151,1.655,0.215,0.952,0.037,0.004,0.006,0.000,0.000
