img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,1.089,1.542,-5.624,0.031,0.957,0.008,0.004,0.000,0.000
00001,1.249,1.652,-8.193,0.068,0.873,0.038,0.020,0.001,0.001
00002,1.432,1.684,-11.327,0.084,0.801,0.070,0.044,0.001,0.001
00003,1.592,1.540,-14.349,0.076,0.799,0.054,0.069,0.001,0.001
00004,1.740,1.454,-17.892,0.055,0.818,0.026,0.100,0.001,0.001
00005,1.898,1.451,-20.546,0.041,0.812,0.017,0.128,0.001,0.001
00006,2.041,1.418,-21.763,0.036,0.788,0.013,0.162,0.001,0.000
00007,2.193,1.368,-24.202,0.041,0.638,0.014,0.306,0.001,0.000
00008,2.318,1.133,-26.779,0.071,0.243,0.016,0.669,0.000,0.000
00009,2.440,1.099,-27.171,0.085,0.091,0.016,0.808,0.000,0.000
00010,2.549,1.088,-27.518,0.112,0.072,0.014,0.801,0.000,0.000
00011,2.657,1.074,-29.845,0.146,0.052,0.014,0.788,0.000,0.000
00012,2.780,1.240,-31.437,0.152,0.094,0.012,0.742,0.000,0.000
00013,2.904,1.279,-31.857,0.162,0.128,0.011,0.698,0.000,0.000
00014,3.033,1.190,-32.813,0.112,0.128,0.012,0.748,0.000,0.000
00015,3.151,1.272,-33.407,0.105,0.151,0.015,0.729,0.000,0.000
00016,3.290,1.556,-32.863,0.092,0.081,0.014,0.813,0.000,0.000
00017,3.472,1.748,-32.339,0.067,0.049,0.011,0.872,0.000,0.000
00018,3.639,1.728,-32.007,0.104,0.029,0.016,0.850,0.000,0.000
00019,3.832,1.839,-31.065,0.120,0.042,0.020,0.817,0.001,0.000
00020,4.016,1.934,-29.299,0.171,0.082,0.033,0.712,0.001,0.001
00021,4.214,2.132,-27.294,0.268,0.135,0.039,0.556,0.001,0.001
00022,4.447,2.218,-25.354,0.296,0.189,0.025,0.488,0.001,0.001
00023,4.657,2.144,-23.974,0.317,0.188,0.015,0.479,0.001,0.001
00024,4.868,2.177,-22.841,0.348,0.215,0.012,0.423,0.001,0.001
00025,5.106,2.244,-20.577,0.405,0.236,0.011,0.346,0.001,0.001
00026,5.330,2.288,-18.049,0.419,0.244,0.010,0.326,0.001,0.001
00027,5.558,2.312,-15.548,0.393,0.227,0.007,0.372,0.000,0.000
00028,5.806,2.257,-12.288,0.374,0.194,0.007,0.424,0.000,0.000
00029,6.025,2.188,-9.184,0.363,0.183,0.006,0.448,0.000,0.000
00030,6.263,2.190,-6.966,0.424,0.160,0.008,0.408,0.000,0.000
00031,6.482,2.151,-6.498,0.455,0.155,0.009,0.381,0.000,0.000
00032,6.694,2.119,-6.168,0.508,0.184,0.013,0.295,0.000,0.000
00033,6.917,2.016,-5.873,0.515,0.219,0.015,0.251,0.000,0.000
