img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,7.762,0.747,-1.407,0.010,0.988,0.002,0.000,0.000,0.000
00001,7.840,0.783,-1.457,0.034,0.958,0.007,0.001,0.000,0.000
00002,7.907,0.724,-1.862,0.056,0.928,0.014,0.002,0.000,0.000
00003,7.956,0.324,-1.540,0.064,0.921,0.014,0.002,0.000,0.000
00004,8.002,0.485,-1.447,0.084,0.897,0.015,0.004,0.000,0.000
00005,8.046,0.427,-1.446,0.131,0.840,0.022,0.006,0.000,0.000
00006,8.092,0.468,-1.428,0.130,0.838,0.024,0.008,0.000,0.000
00007,8.143,0.448,-1.502,0.148,0.818,0.022,0.011,0.000,0.000
00008,8.183,0.348,-1.467,0.115,0.862,0.014,0.009,0.000,0.000
00009,8.213,0.263,-1.341,0.108,0.871,0.013,0.007,0.000,0.000
00010,8.240,0.247,-1.218,0.143,0.836,0.010,0.010,0.000,0.000
00011,8.258,0.175,-1.183,0.172,0.805,0.009,0.014,0.000,0.000
00012,8.271,0.096,-1.009,0.154,0.826,0.007,0.012,0.000,0.000
00013,8.277,0.021,-1.118,0.151,0.826,0.005,0.018,0.000,0.000
00014,8.278,-0.000,-1.027,0.104,0.877,0.003,0.016,0.000,0.000
00015,8.272,-0.055,-0.864,0.063,0.923,0.001,0.012,0.000,0.000
00016,8.267,-0.095,-0.756,0.031,0.963,0.001,0.006,0.000,0.000
00017,8.258,-0.135,-0.912,0.082,0.904,0.001,0.013,0.000,0.000
00018,8.241,-0.270,-0.884,0.161,0.813,0.002,0.025,0.000,0.000
00019,8.211,-0.315,-0.842,0.258,0.708,0.003,0.031,0.000,0.000
00020,8.189,-0.237,-0.912,0.346,0.619,0.004,0.032,0.000,0.000
00021,8.172,-0.177,-0.811,0.348,0.626,0.005,0.021,0.000,0.000
00022,8.145,-0.359,-0.745,0.368,0.603,0.005,0.023,0.000,0.000
00023,8.112,-0.326,-0.510,0.334,0.641,0.006,0.019,0.000,0.000
00024,8.079,-0.312,-0.545,0.349,0.623,0.006,0.023,0.000,0.000
00025,8.051,-0.246,-0.353,0.458,0.506,0.010,0.026,0.000,0.000
00026,8.027,-0.242,-0.063,0.551,0.401,0.012,0.035,0.000,0.000
00027,7.997,-0.337,0.202,0.587,0.356,0.013,0.044,0.000,0.000
00028,7.966,-0.232,0.432,0.517,0.424,0.011,0.048,0.000,0.000
00029,7.937,-0.252,0.473,0.518,0.424,0.012,0.047,0.000,0.000
00030,7.909,-0.191,0.601,0.623,0.311,0.017,0.048,0.000,0.000
00031,7.886,-0.220,0.632,0.648,0.280,0.019,0.053,0.000,0.000
00032,7.855,-0.221,0.694,0.680,0.244,0.020,0.056,0.000,0.000
00033,7.828,-0.217,0.655,0.681,0.245,0.019,0.056,0.000,0.000
00034,7.799,-0.291,0.707,0.674,0.240,0.015,0.071,0.000,0.000
00035,7.761,-0.401,0.674,0.681,0.191,0.013,0.115,0.000,0.000
00036,7.707,-0.523,0.516,0.607,0.225,0.011,0.158,0.000,0.000
00037,7.649,-0.598,0.698,0.608,0.226,0.015,0.150,0.000,0.000
00038,7.581,-0.583,0.714,0.638,0.197,0.025,0.139,0.000,0.000
00039,7.515,-0.713,0.761,0.612,0.218,0.029,0.140,0.000,0.000
00040,7.446,-0.670,1.003,0.498,0.324,0.029,0.149,0.000,0.000
00041,7.369,-0.656,1.287,0.422,0.428,0.031,0.119,0.000,0.000
00042,7.301,-0.682,1.556,0.436,0.426,0.029,0.109,0.000,0.000
00043,7.230,-0.691,1.852,0.582,0.255,0.041,0.122,0.000,0.000
00044,7.148,-0.780,2.066,0.551,0.307,0.049,0.093,0.000,0.000
00045,7.074,-0.722,2.005,0.512,0.333,0.042,0.113,0.000,0.000
00046,6.998,-0.708,2.072,0.502,0.337,0.042,0.118,0.000,0.000
00047,6.922,-0.693,2.139,0.462,0.395,0.053,0.090,0.000,0.000
00048,6.852,-0.718,1.993,0.508,0.345,0.053,0.094,0.000,0.000
00049,6.781,-0.707,1.752,0.535,0.316,0.052,0.097,0.000,0.000
00050,6.704,-0.692,1.155,0.556,0.305,0.056,0.082,0.000,0.000
00051,6.632,-0.733,0.994,0.568,0.281,0.055,0.096,0.000,0.000
00052,6.555,-0.686,0.694,0.547,0.314,0.054,0.085,0.000,0.000
00053,6.477,-0.676,0.479,0.512,0.317,0.042,0.128,0.000,0.000
00054,6.411,-0.527,-0.017,0.436,0.381,0.041,0.142,0.000,0.000
00055,6.348,-0.439,-0.541,0.395,0.428,0.043,0.134,0.000,0.000
00056,6.284,-0.673,-1.327,0.370,0.427,0.043,0.160,0.000,0.000
00057,6.210,-0.658,-1.163,0.318,0.505,0.047,0.129,0.000,0.000
00058,6.128,-0.614,-1.071,0.235,0.624,0.042,0.098,0.000,0.000
00059,6.062,-0.685,-1.297,0.412,0.351,0.080,0.157,0.000,0.000
00060,5.997,-0.618,-1.253,0.418,0.366,0.084,0.131,0.000,0.000
00061,5.926,-0.661,-0.961,0.469,0.349,0.086,0.095,0.000,0.000
00062,5.861,-0.645,-1.041,0.436,0.424,0.070,0.070,0.000,0.000
00063,5.799,-0.586,-1.008,0.526,0.334,0.063,0.077,0.000,0.000
00064,5.728,-0.566,-0.971,0.523,0.359,0.048,0.069,0.000,0.000
00065,5.667,-0.365,-1.027,0.397,0.510,0.035,0.058,0.000,0.000
00066,5.624,-0.351,-0.987,0.217,0.730,0.019,0.034,0.000,0.000
00067,5.599,-0.245,-0.946,0.174,0.786,0.014,0.025,0.000,0.000
00068,5.581,-0.241,-1.178,0.081,0.900,0.008,0.010,0.000,0.000
00069,5.538,-0.435,-0.631,0.044,0.946,0.004,0.006,0.000,0.000
00070,5.495,-0.369,-0.446,0.022,0.972,0.002,0.003,0.000,0.000
00071,5.449,-0.435,0.218,0.010,0.988,0.001,0.002,0.000,0.000
00072,5.405,-0.335,0.963,0.009,0.989,0.001,0.001,0.000,0.000
00073,5.370,-0.300,2.126,0.043,0.949,0.003,0.005,0.000,0.000
00074,5.349,-0.157,2.459,0.065,0.923,0.004,0.007,0.000,0.000
00075,5.330,-0.204,3.374,0.071,0.917,0.004,0.007,0.000,0.000
