img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,11.614,-0.311,-0.327,0.009,0.987,0.003,0.001,0.000,0.000
00001,11.585,-0.302,-0.339,0.093,0.878,0.025,0.005,0.000,0.000
00002,11.551,-0.242,-0.332,0.263,0.683,0.042,0.011,0.000,0.000
00003,11.521,-0.319,-0.259,0.395,0.536,0.053,0.016,0.000,0.000
00004,11.488,-0.254,-0.248,0.487,0.452,0.044,0.017,0.000,0.000
00005,11.459,-0.278,-0.206,0.564,0.363,0.054,0.019,0.000,0.000
00006,11.431,-0.233,-0.231,0.619,0.313,0.047,0.020,0.000,0.000
00007,11.397,-0.296,-0.208,0.748,0.197,0.035,0.021,0.000,0.000
00008,11.365,-0.465,-0.186,0.791,0.148,0.039,0.021,0.000,0.000
00009,11.331,-0.201,-0.283,0.779,0.171,0.032,0.017,0.000,0.000
00010,11.316,-0.189,-0.257,0.779,0.182,0.025,0.015,0.000,0.000
00011,11.294,-0.304,-0.369,0.808,0.159,0.019,0.014,0.000,0.000
00012,11.255,-0.538,-0.386,0.779,0.193,0.016,0.012,0.000,0.000
00013,11.216,-0.210,-0.172,0.808,0.166,0.015,0.010,0.000,0.000
00014,11.194,-0.204,0.057,0.783,0.195,0.013,0.009,0.000,0.000
00015,11.176,-0.188,-0.122,0.844,0.136,0.013,0.007,0.000,0.000
00016,11.155,-0.242,-0.301,0.861,0.123,0.011,0.006,0.000,0.000
00017,11.128,-0.344,-0.400,0.880,0.106,0.010,0.005,0.000,0.000
00018,11.093,-0.323,-0.389,0.865,0.123,0.008,0.004,0.000,0.000
00019,11.062,-0.341,-0.227,0.906,0.083,0.007,0.004,0.000,0.000
00020,11.034,-0.279,-0.226,0.910,0.080,0.008,0.003,0.000,0.000
00021,11.007,-0.232,-0.261,0.901,0.086,0.010,0.003,0.000,0.000
00022,10.986,-0.183,-0.293,0.909,0.077,0.010,0.003,0.000,0.000
00023,10.969,-0.240,-0.379,0.899,0.089,0.010,0.003,0.000,0.000
00024,10.942,-0.325,-0.239,0.917,0.071,0.010,0.002,0.000,0.000
00025,10.908,-0.468,-0.334,0.905,0.083,0.010,0.002,0.000,0.000
00026,10.860,-0.302,-0.084,0.930,0.058,0.010,0.002,0.000,0.000
00027,10.825,-0.205,-0.331,0.931,0.056,0.010,0.003,0.000,0.000
00028,10.788,-0.538,-0.427,0.930,0.057,0.011,0.002,0.000,0.000
00029,10.732,-0.618,-0.354,0.939,0.048,0.011,0.002,0.000,0.000
00030,10.674,-0.583,-0.009,0.929,0.057,0.012,0.002,0.000,0.000
00031,10.625,-0.498,-0.210,0.928,0.058,0.011,0.002,0.000,0.000
00032,10.566,-0.639,-0.110,0.916,0.071,0.012,0.002,0.000,0.000
00033,10.504,-0.614,-0.023,0.910,0.076,0.012,0.002,0.000,0.000
00034,10.440,-0.619,0.125,0.905,0.082,0.011,0.002,0.000,0.000
00035,10.377,-0.655,0.072,0.905,0.082,0.011,0.002,0.000,0.000
00036,10.315,-0.691,-0.004,0.896,0.092,0.010,0.002,0.000,0.000
00037,10.224,-0.967,0.113,0.908,0.081,0.009,0.002,0.000,0.000
00038,10.130,-0.941,0.243,0.904,0.084,0.009,0.002,0.000,0.000
00039,10.025,-1.153,0.469,0.920,0.070,0.008,0.002,0.000,0.000
