img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,3.013,-0.328,-27.328,0.008,0.991,0.001,0.000,0.000,0.000
00001,2.979,-0.220,-28.300,0.009,0.989,0.001,0.001,0.000,0.000
00002,2.942,-0.311,-28.626,0.015,0.983,0.001,0.001,0.000,0.000
00003,2.906,-0.274,-29.320,0.013,0.985,0.001,0.001,0.000,0.000
00004,2.864,-0.240,-30.169,0.010,0.988,0.001,0.001,0.000,0.000
00005,2.846,0.011,-30.921,0.007,0.992,0.000,0.001,0.000,0.000
00006,2.843,0.039,-31.183,0.014,0.983,0.001,0.002,0.000,0.000
00007,2.841,0.050,-30.647,0.016,0.979,0.001,0.004,0.000,0.000
00008,2.849,0.239,-30.271,0.016,0.974,0.002,0.008,0.000,0.000
00009,2.868,0.249,-29.252,0.039,0.931,0.003,0.027,0.000,0.000
00010,2.882,0.171,-28.495,0.048,0.909,0.003,0.040,0.000,0.000
00011,2.901,0.237,-28.241,0.079,0.879,0.005,0.037,0.000,0.000
00012,2.910,0.123,-28.499,0.052,0.918,0.004,0.025,0.000,0.000
00013,2.922,0.167,-28.677,0.039,0.935,0.003,0.022,0.000,0.000
00014,2.939,0.326,-28.729,0.049,0.919,0.004,0.027,0.000,0.000
00015,2.984,0.633,-29.160,0.060,0.904,0.005,0.031,0.000,0.000
00016,3.048,0.692,-28.963,0.155,0.724,0.009,0.112,0.000,0.000
00017,3.112,0.710,-27.578,0.223,0.598,0.013,0.164,0.000,0.000
00018,3.184,0.752,-25.758,0.294,0.490,0.026,0.188,0.001,0.001
00019,3.270,0.807,-23.601,0.382,0.324,0.045,0.248,0.001,0.001
00020,3.347,0.779,-21.539,0.376,0.298,0.038,0.287,0.001,0.001
00021,3.416,0.722,-19.653,0.401,0.320,0.023,0.254,0.001,0.001
00022,3.489,0.680,-17.614,0.378,0.373,0.014,0.233,0.001,0.001
00023,3.551,0.634,-15.942,0.364,0.440,0.009,0.186,0.001,0.000
00024,3.621,0.690,-14.392,0.368,0.480,0.007,0.144,0.000,0.000
00025,3.696,0.806,-13.432,0.378,0.508,0.007,0.106,0.000,0.000
00026,3.785,1.002,-12.583,0.385,0.501,0.006,0.107,0.000,0.000
00027,3.894,1.181,-11.853,0.440,0.456,0.006,0.096,0.000,0.000
00028,4.033,1.347,-10.921,0.499,0.399,0.006,0.095,0.000,0.000
00029,4.167,1.377,-9.809,0.547,0.316,0.004,0.131,0.000,0.000
00030,4.308,1.438,-8.763,0.620,0.220,0.003,0.156,0.000,0.000
00031,4.471,1.540,-7.702,0.650,0.207,0.004,0.139,0.000,0.000
00032,4.626,1.594,-6.812,0.721,0.150,0.004,0.125,0.000,0.000
00033,4.781,1.531,-6.249,0.768,0.140,0.004,0.088,0.000,0.000
00034,4.927,1.395,-5.875,0.770,0.119,0.004,0.107,0.000,0.000
00035,5.069,1.217,-5.131,0.784,0.092,0.004,0.121,0.000,0.000
00036,5.173,0.888,-4.232,0.761,0.129,0.003,0.106,0.000,0.000
00037,5.233,0.367,-3.234,0.817,0.066,0.004,0.113,0.000,0.000
00038,5.249,-0.006,-2.498,0.847,0.062,0.004,0.087,0.000,0.000
00039,5.241,-0.109,-1.831,0.869,0.057,0.005,0.068,0.000,0.000
00040,5.228,-0.136,-1.175,0.864,0.081,0.006,0.049,0.000,0.000
00041,5.211,-0.175,-0.542,0.855,0.096,0.006,0.043,0.000,0.000
00042,5.192,-0.199,-0.183,0.850,0.106,0.007,0.037,0.000,0.000
00043,5.162,-0.302,0.314,0.848,0.116,0.007,0.028,0.000,0.000
00044,5.131,-0.320,0.823,0.852,0.120,0.008,0.020,0.000,0.000
00045,5.099,-0.315,0.780,0.893,0.081,0.009,0.017,0.000,0.000
00046,5.071,-0.250,0.748,0.875,0.099,0.008,0.017,0.000,0.000
00047,5.045,-0.199,0.886,0.882,0.092,0.008,0.018,0.000,0.000
00048,5.028,-0.157,0.767,0.852,0.123,0.008,0.017,0.000,0.000
00049,5.026,0.065,0.629,0.826,0.148,0.007,0.019,0.000,0.000
00050,5.050,0.280,0.570,0.758,0.217,0.007,0.019,0.000,0.000
00051,5.077,0.257,0.668,0.703,0.272,0.005,0.019,0.000,0.000
00052,5.103,0.261,0.566,0.762,0.213,0.005,0.020,0.000,0.000
00053,5.125,0.273,0.419,0.758,0.221,0.004,0.016,0.000,0.000
00054,5.154,0.357,0.334,0.754,0.229,0.004,0.013,0.000,0.000
00055,5.191,0.351,-0.088,0.684,0.301,0.004,0.011,0.000,0.000
00056,5.219,0.210,-0.769,0.604,0.384,0.003,0.009,0.000,0.000
00057,5.233,0.091,-1.105,0.486,0.505,0.003,0.007,0.000,0.000
00058,5.242,0.077,-1.428,0.424,0.567,0.003,0.006,0.000,0.000
00059,5.253,0.163,-2.168,0.395,0.597,0.002,0.006,0.000,0.000
00060,5.269,0.193,-2.944,0.461,0.530,0.002,0.006,0.000,0.000
00061,5.292,0.281,-2.597,0.358,0.635,0.002,0.006,0.000,0.000
00062,5.319,0.314,-1.366,0.239,0.753,0.001,0.007,0.000,0.000
00063,5.355,0.379,-0.408,0.198,0.797,0.001,0.004,0.000,0.000
00064,5.394,0.377,0.658,0.216,0.779,0.002,0.003,0.000,0.000
00065,5.438,0.493,0.940,0.460,0.530,0.005,0.004,0.000,0.000
00066,5.497,0.663,0.894,0.660,0.325,0.008,0.007,0.000,0.000
00067,5.580,0.835,0.692,0.680,0.306,0.009,0.006,0.000,0.000
00068,5.673,1.010,0.554,0.615,0.371,0.008,0.006,0.000,0.000
00069,5.779,1.099,0.058,0.477,0.512,0.006,0.005,0.000,0.000
00070,5.909,1.246,-0.792,0.382,0.609,0.005,0.004,0.000,0.000
00071,6.041,1.393,-1.076,0.420,0.569,0.007,0.004,0.000,0.000
00072,6.198,1.475,-1.178,0.434,0.554,0.008,0.004,0.000,0.000
00073,6.353,1.594,-1.227,0.346,0.643,0.006,0.004,0.000,0.000
00074,6.515,1.626,-1.056,0.310,0.681,0.005,0.004,0.000,0.000
00075,6.702,1.703,-0.848,0.407,0.582,0.006,0.005,0.000,0.000
00076,6.876,1.751,-0.900,0.353,0.637,0.006,0.004,0.000,0.000
00077,7.055,1.778,-0.854,0.325,0.666,0.005,0.004,0.000,0.000
00078,7.257,1.850,-0.905,0.277,0.716,0.004,0.004,0.000,0.000
00079,7.439,1.772,-1.165,0.563,0.424,0.006,0.007,0.000,0.000
00080,7.611,1.658,-1.078,0.727,0.258,0.006,0.010,0.000,0.000
00081,7.785,1.455,-0.825,0.673,0.312,0.006,0.009,0.000,0.000
00082,7.929,1.330,-0.524,0.739,0.244,0.007,0.010,0.000,0.000
00083,8.066,1.256,-0.151,0.729,0.253,0.008,0.010,0.000,0.000
