img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,8.519,-0.009,-1.201,0.005,0.994,0.001,0.000,0.000,0.000
00001,8.524,0.151,-0.711,0.012,0.986,0.002,0.000,0.000,0.000
00002,8.548,0.235,-0.577,0.013,0.985,0.002,0.001,0.000,0.000
00003,8.571,0.189,-0.613,0.022,0.975,0.002,0.001,0.000,0.000
00004,8.581,-0.033,0.082,0.023,0.973,0.002,0.002,0.000,0.000
00005,8.588,0.208,0.766,0.057,0.932,0.007,0.003,0.000,0.000
00006,8.608,0.054,0.888,0.192,0.776,0.022,0.010,0.000,0.000
00007,8.625,0.179,1.056,0.210,0.750,0.026,0.013,0.000,0.000
00008,8.660,0.355,1.267,0.230,0.728,0.028,0.015,0.000,0.000
00009,8.694,0.261,1.309,0.253,0.707,0.026,0.014,0.000,0.000
00010,8.732,0.374,1.131,0.448,0.497,0.030,0.025,0.000,0.000
00011,8.765,0.405,0.979,0.508,0.424,0.041,0.027,0.000,0.000
00012,8.804,0.547,0.512,0.534,0.406,0.038,0.022,0.000,0.000
00013,8.854,0.432,-0.187,0.537,0.412,0.034,0.017,0.000,0.000
00014,8.893,0.418,-0.113,0.661,0.291,0.031,0.017,0.000,0.000
00015,8.926,0.193,0.306,0.700,0.260,0.023,0.016,0.000,0.000
00016,8.980,0.480,-0.502,0.681,0.282,0.020,0.016,0.000,0.000
00017,9.040,0.462,-0.449,0.706,0.265,0.014,0.014,0.000,0.000
00018,9.088,0.348,-0.593,0.838,0.135,0.011,0.015,0.000,0.000
00019,9.116,0.080,-0.371,0.868,0.107,0.011,0.015,0.000,0.000
00020,9.136,0.360,-0.231,0.791,0.185,0.011,0.013,0.000,0.000
00021,9.173,0.426,-0.196,0.881,0.097,0.011,0.011,0.000,0.000
00022,9.225,0.527,-0.323,0.901,0.075,0.010,0.013,0.000,0.000
00023,9.281,0.382,-0.162,0.883,0.093,0.007,0.017,0.000,0.000
00024,9.314,0.237,-0.193,0.856,0.118,0.007,0.019,0.000,0.000
00025,9.315,-0.222,-0.086,0.919,0.060,0.007,0.014,0.000,0.000
00026,9.296,-0.237,-0.175,0.931,0.047,0.010,0.011,0.000,0.000
00027,9.285,-0.096,0.136,0.905,0.071,0.011,0.012,0.000,0.000
00028,9.282,0.048,0.106,0.895,0.085,0.012,0.009,0.000,0.000
00029,9.288,0.024,0.173,0.918,0.061,0.013,0.008,0.000,0.000
00030,9.278,-0.317,-0.060,0.908,0.068,0.011,0.013,0.000,0.000
00031,9.246,-0.422,-0.053,0.881,0.094,0.015,0.009,0.000,0.000
00032,9.211,-0.392,-0.183,0.896,0.077,0.022,0.006,0.000,0.000
00033,9.165,-0.377,0.259,0.892,0.080,0.019,0.009,0.000,0.000
00034,9.149,-0.113,-0.239,0.887,0.083,0.023,0.007,0.000,0.000
00035,9.135,-0.153,0.116,0.858,0.113,0.021,0.007,0.000,0.000
00036,9.116,-0.351,-0.373,0.790,0.181,0.023,0.006,0.000,0.000
00037,9.070,-0.567,0.099,0.689,0.282,0.022,0.006,0.000,0.000
00038,9.022,-0.539,0.029,0.683,0.289,0.020,0.008,0.000,0.000
00039,8.979,-0.334,0.287,0.682,0.286,0.023,0.009,0.000,0.000
00040,8.963,-0.096,-0.004,0.529,0.441,0.018,0.012,0.000,0.000
00041,8.942,-0.215,0.088,0.492,0.470,0.028,0.010,0.000,0.000
00042,8.919,-0.346,0.073,0.521,0.436,0.029,0.014,0.000,0.000
00043,8.885,-0.444,0.111,0.639,0.321,0.017,0.023,0.000,0.000
00044,8.842,-0.444,0.366,0.670,0.292,0.023,0.015,0.000,0.000
00045,8.798,-0.344,0.572,0.708,0.257,0.022,0.013,0.000,0.000
00046,8.774,-0.400,0.233,0.736,0.224,0.029,0.011,0.000,0.000
00047,8.739,-0.328,0.487,0.780,0.185,0.023,0.012,0.000,0.000
00048,8.718,-0.196,-0.295,0.790,0.174,0.020,0.016,0.000,0.000
00049,8.704,0.011,-0.712,0.803,0.164,0.017,0.016,0.000,0.000
00050,8.695,-0.265,-0.627,0.815,0.150,0.020,0.015,0.000,0.000
00051,8.659,-0.554,-0.769,0.793,0.170,0.023,0.013,0.000,0.000
00052,8.610,-0.505,-0.636,0.657,0.307,0.018,0.017,0.000,0.000
00053,8.568,-0.279,-0.305,0.614,0.352,0.022,0.011,0.000,0.000
00054,8.561,0.092,-0.188,0.717,0.238,0.014,0.030,0.000,0.000
00055,8.565,-0.019,-0.463,0.661,0.289,0.020,0.030,0.000,0.000
00056,8.544,-0.490,-0.306,0.698,0.240,0.019,0.042,0.000,0.000
00057,8.501,-0.486,0.455,0.778,0.151,0.026,0.045,0.000,0.000
00058,8.459,-0.311,0.658,0.805,0.112,0.032,0.051,0.000,0.000
00059,8.438,-0.255,0.948,0.760,0.137,0.035,0.067,0.000,0.000
00060,8.423,-0.247,1.210,0.722,0.193,0.047,0.038,0.000,0.000
00061,8.391,-0.310,1.999,0.720,0.188,0.065,0.026,0.000,0.000
00062,8.351,-0.494,2.465,0.695,0.192,0.091,0.023,0.000,0.000
00063,8.323,-0.217,2.671,0.650,0.219,0.111,0.020,0.000,0.000
00064,8.302,-0.227,3.222,0.726,0.158,0.101,0.015,0.000,0.000
00065,8.278,-0.198,3.009,0.682,0.177,0.133,0.009,0.000,0.000
00066,8.248,-0.263,3.205,0.631,0.200,0.163,0.006,0.000,0.000
00067,8.233,0.004,3.256,0.572,0.246,0.177,0.005,0.000,0.000
00068,8.219,-0.054,2.977,0.430,0.422,0.143,0.004,0.000,0.000
00069,8.205,-0.032,3.097,0.474,0.390,0.131,0.005,0.000,0.000
00070,8.168,-0.432,3.109,0.593,0.284,0.112,0.010,0.000,0.000
00071,8.124,-0.267,3.385,0.630,0.253,0.105,0.011,0.000,0.000
00072,8.093,-0.180,3.621,0.538,0.351,0.103,0.008,0.000,0.000
00073,8.080,-0.033,4.178,0.524,0.326,0.141,0.009,0.000,0.000
00074,8.068,-0.066,4.639,0.492,0.359,0.133,0.015,0.000,0.000
00075,8.065,-0.074,4.879,0.430,0.454,0.100,0.017,0.000,0.000
00076,8.047,-0.193,5.689,0.392,0.525,0.061,0.022,0.000,0.000
00077,8.031,-0.088,6.855,0.512,0.400,0.060,0.028,0.000,0.000
00078,8.027,-0.033,7.306,0.536,0.376,0.053,0.034,0.000,0.000
