img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,4.554,0.809,12.901,0.003,0.996,0.000,0.000,0.000,0.000
00001,4.634,0.804,12.294,0.003,0.997,0.000,0.000,0.000,0.000
00002,4.729,1.034,11.295,0.003,0.996,0.000,0.001,0.000,0.000
00003,4.814,0.935,10.471,0.012,0.983,0.001,0.003,0.000,0.000
00004,4.901,0.793,9.603,0.019,0.974,0.002,0.004,0.000,0.000
00005,4.963,0.516,9.040,0.059,0.919,0.007,0.014,0.000,0.000
00006,5.007,0.389,8.824,0.136,0.826,0.012,0.026,0.000,0.000
00007,5.039,0.304,7.903,0.191,0.772,0.013,0.025,0.000,0.000
00008,5.065,0.075,6.353,0.177,0.793,0.010,0.019,0.000,0.000
00009,5.073,0.043,5.061,0.174,0.799,0.007,0.019,0.000,0.000
00010,5.069,0.111,4.982,0.225,0.746,0.007,0.022,0.000,0.000
00011,5.079,0.177,4.259,0.254,0.712,0.007,0.027,0.000,0.000
00012,5.105,0.335,3.306,0.237,0.722,0.006,0.036,0.000,0.000
00013,5.120,0.071,2.115,0.259,0.688,0.009,0.044,0.000,0.000
00014,5.115,-0.013,1.135,0.300,0.644,0.014,0.042,0.000,0.000
00015,5.116,0.194,0.403,0.317,0.625,0.018,0.040,0.000,0.000
00016,5.114,-0.057,0.326,0.316,0.622,0.030,0.031,0.000,0.000
00017,5.103,-0.080,0.320,0.306,0.633,0.023,0.039,0.000,0.000
00018,5.067,-0.795,0.414,0.296,0.639,0.026,0.039,0.000,0.000
00019,4.985,-0.789,1.037,0.311,0.598,0.032,0.058,0.000,0.000
00020,4.916,-0.426,0.863,0.362,0.519,0.032,0.086,0.000,0.000
00021,4.881,-0.117,0.079,0.238,0.643,0.017,0.102,0.000,0.000
00022,4.878,0.134,0.895,0.314,0.558,0.017,0.110,0.000,0.000
00023,4.886,-0.095,1.214,0.246,0.599,0.015,0.139,0.000,0.000
00024,4.886,0.071,0.660,0.207,0.645,0.014,0.134,0.000,0.000
00025,4.895,0.042,-0.040,0.129,0.754,0.012,0.105,0.000,0.000
00026,4.887,-0.024,0.243,0.106,0.751,0.012,0.131,0.000,0.000
00027,4.903,0.368,0.404,0.071,0.834,0.008,0.087,0.000,0.000
