img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,0.003,0.010,-0.061,0.018,0.977,0.003,0.001,0.000,0.000
00001,-0.002,-0.071,-0.030,0.051,0.939,0.007,0.004,0.000,0.000
00002,-0.005,0.020,0.013,0.074,0.912,0.007,0.007,0.000,0.000
00003,0.000,0.037,0.011,0.087,0.897,0.008,0.008,0.000,0.000
00004,-0.001,-0.044,0.013,0.087,0.897,0.007,0.009,0.000,0.000
00005,-0.004,0.010,0.039,0.078,0.907,0.006,0.009,0.000,0.000
00006,-0.001,0.021,0.010,0.067,0.921,0.005,0.008,0.000,0.000
00007,-0.001,-0.021,0.069,0.058,0.932,0.003,0.007,0.000,0.000
00008,-0.003,-0.007,-0.020,0.043,0.950,0.002,0.005,0.000,0.000
00009,-0.002,0.013,-0.073,0.031,0.965,0.001,0.003,0.000,0.000
00010,-0.001,0.003,0.006,0.019,0.977,0.001,0.003,0.000,0.000
00011,-0.002,-0.026,0.007,0.008,0.990,0.000,0.002,0.000,0.000
00012,-0.003,0.021,0.012,0.004,0.995,0.000,0.001,0.000,0.000
00013,0.000,0.024,0.029,0.005,0.995,0.000,0.000,0.000,0.000
00014,-0.000,-0.029,0.011,0.005,0.994,0.000,0.000,0.000,0.000
00015,-0.003,-0.017,0.016,0.006,0.993,0.000,0.000,0.000,0.000
00016,-0.001,0.041,-0.003,0.012,0.987,0.000,0.000,0.000,0.000
00017,0.001,-0.016,-0.041,0.012,0.988,0.000,0.001,0.000,0.000
00018,-0.002,-0.020,-0.015,0.014,0.986,0.000,0.001,0.000,0.000
00019,-0.002,0.015,0.048,0.018,0.981,0.000,0.001,0.000,0.000
00020,-0.001,0.002,-0.015,0.016,0.983,0.000,0.001,0.000,0.000
00021,-0.003,-0.022,0.009,0.016,0.984,0.000,0.001,0.000,0.000
00022,-0.004,0.009,-0.015,0.015,0.984,0.000,0.001,0.000,0.000
00023,-0.002,0.022,0.042,0.015,0.985,0.000,0.001,0.000,0.000
00024,-0.002,-0.030,0.017,0.014,0.985,0.000,0.001,0.000,0.000
00025,-0.004,-0.000,0.023,0.014,0.986,0.000,0.001,0.000,0.000
00026,-0.003,0.018,-0.076,0.014,0.985,0.000,0.001,0.000,0.000
