img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,14.821,0.456,-2.357,0.279,0.660,0.045,0.015,0.000,0.000
00001,14.867,0.471,-2.382,0.440,0.485,0.053,0.022,0.000,0.000
00002,14.913,0.498,-2.409,0.530,0.387,0.059,0.024,0.000,0.000
00003,14.966,0.422,-2.405,0.811,0.091,0.072,0.026,0.000,0.000
00004,15.012,0.437,-2.402,0.865,0.047,0.064,0.023,0.000,0.000
00005,15.063,0.489,-2.481,0.896,0.032,0.050,0.022,0.000,0.000
00006,15.107,0.380,-2.490,0.900,0.041,0.038,0.020,0.000,0.000
00007,15.144,0.351,-2.504,0.909,0.042,0.029,0.019,0.000,0.000
00008,15.176,0.265,-2.491,0.912,0.048,0.022,0.019,0.000,0.000
00009,15.204,0.253,-2.370,0.908,0.055,0.017,0.020,0.000,0.000
00010,15.230,0.262,-2.354,0.905,0.060,0.015,0.019,0.000,0.000
00011,15.254,0.187,-2.283,0.893,0.071,0.015,0.021,0.000,0.000
00012,15.269,0.139,-1.968,0.883,0.083,0.017,0.017,0.000,0.000
00013,15.280,0.104,-1.606,0.893,0.075,0.017,0.014,0.000,0.000
00014,15.286,0.037,-1.451,0.889,0.081,0.016,0.014,0.000,0.000
00015,15.287,-0.012,-1.153,0.889,0.080,0.018,0.013,0.000,0.000
00016,15.288,0.011,-0.773,0.905,0.061,0.025,0.009,0.000,0.000
00017,15.285,-0.067,-0.130,0.907,0.050,0.037,0.006,0.000,0.000
00018,15.281,-0.022,0.523,0.907,0.040,0.049,0.004,0.000,0.000
00019,15.286,0.096,1.076,0.903,0.030,0.064,0.003,0.000,0.000
00020,15.302,0.208,1.460,0.893,0.028,0.075,0.002,0.000,0.000
00021,15.328,0.279,1.727,0.890,0.027,0.081,0.002,0.000,0.000
00022,15.357,0.259,1.966,0.874,0.031,0.092,0.002,0.000,0.000
00023,15.387,0.303,1.907,0.866,0.029,0.103,0.002,0.000,0.000
00024,15.421,0.334,2.086,0.873,0.022,0.103,0.002,0.000,0.000
00025,15.459,0.340,2.354,0.875,0.024,0.099,0.002,0.000,0.000
00026,15.497,0.433,2.447,0.870,0.024,0.104,0.001,0.000,0.000
00027,15.535,0.406,2.578,0.880,0.023,0.096,0.002,0.000,0.000
00028,15.572,0.286,2.480,0.880,0.024,0.094,0.002,0.000,0.000
00029,15.604,0.314,2.375,0.876,0.025,0.097,0.001,0.000,0.000
00030,15.633,0.234,2.293,0.894,0.020,0.084,0.002,0.000,0.000
00031,15.660,0.195,2.179,0.911,0.019,0.068,0.002,0.000,0.000
00032,15.681,0.206,1.996,0.923,0.019,0.056,0.002,0.000,0.000
00033,15.703,0.187,1.857,0.930,0.021,0.047,0.002,0.000,0.000
00034,15.718,0.131,1.976,0.932,0.023,0.042,0.002,0.000,0.000
00035,15.735,0.092,1.823,0.939,0.020,0.039,0.003,0.000,0.000
00036,15.738,-0.034,1.593,0.944,0.020,0.033,0.003,0.000,0.000
00037,15.753,0.209,1.329,0.953,0.016,0.029,0.003,0.000,0.000
00038,15.788,0.396,1.152,0.956,0.016,0.024,0.003,0.000,0.000
00039,15.820,0.135,1.141,0.964,0.015,0.018,0.003,0.000,0.000
00040,15.841,0.138,1.193,0.966,0.015,0.016,0.003,0.000,0.000
00041,15.860,0.212,1.094,0.969,0.015,0.013,0.002,0.000,0.000
00042,15.892,0.378,0.921,0.972,0.014,0.011,0.002,0.000,0.000
00043,15.924,0.281,0.898,0.973,0.016,0.009,0.002,0.000,0.000
00044,15.946,0.157,0.928,0.972,0.018,0.008,0.002,0.000,0.000
00045,15.962,0.201,1.192,0.973,0.018,0.007,0.002,0.000,0.000
00046,15.989,0.261,1.546,0.972,0.019,0.006,0.003,0.000,0.000
00047,16.018,0.282,1.655,0.974,0.019,0.005,0.002,0.000,0.000
00048,16.044,0.226,1.673,0.974,0.019,0.005,0.002,0.000,0.000
00049,16.065,0.217,1.511,0.969,0.024,0.005,0.002,0.000,0.000
