img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,6.717,-0.389,-0.875,0.013,0.985,0.001,0.001,0.000,0.000
00001,6.683,-0.096,-0.442,0.041,0.953,0.003,0.003,0.000,0.000
00002,6.643,-0.369,-0.554,0.096,0.890,0.005,0.009,0.000,0.000
00003,6.612,-0.190,-0.685,0.144,0.832,0.006,0.018,0.000,0.000
00004,6.579,-0.416,-0.866,0.154,0.824,0.007,0.016,0.000,0.000
00005,6.542,-0.279,-0.378,0.143,0.831,0.005,0.020,0.000,0.000
00006,6.509,-0.352,-0.638,0.108,0.875,0.004,0.012,0.000,0.000
00007,6.462,-0.399,-0.706,0.080,0.905,0.002,0.013,0.000,0.000
00008,6.430,-0.331,-0.998,0.076,0.911,0.003,0.010,0.000,0.000
00009,6.394,-0.298,-0.720,0.058,0.932,0.002,0.008,0.000,0.000
00010,6.354,-0.335,-0.927,0.044,0.950,0.001,0.005,0.000,0.000
00011,6.319,-0.349,-0.717,0.039,0.955,0.001,0.005,0.000,0.000
00012,6.277,-0.280,-0.799,0.023,0.974,0.001,0.003,0.000,0.000
00013,6.232,-0.317,-1.019,0.050,0.944,0.002,0.004,0.000,0.000
00014,6.199,-0.450,-1.483,0.070,0.922,0.002,0.006,0.000,0.000
00015,6.157,-0.376,-1.382,0.047,0.946,0.001,0.005,0.000,0.000
00016,6.117,-0.457,-1.529,0.029,0.968,0.001,0.002,0.000,0.000
00017,6.069,-0.598,-1.969,0.027,0.971,0.001,0.002,0.000,0.000
00018,6.012,-0.719,-2.009,0.019,0.979,0.000,0.002,0.000,0.000
00019,5.952,-0.574,-2.334,0.010,0.989,0.000,0.001,0.000,0.000
00020,5.884,-0.878,-2.102,0.013,0.986,0.000,0.001,0.000,0.000
00021,5.819,-0.487,-2.346,0.030,0.967,0.000,0.002,0.000,0.000
00022,5.763,-0.774,-2.575,0.056,0.939,0.001,0.004,0.000,0.000
00023,5.712,-0.485,-2.889,0.141,0.849,0.001,0.009,0.000,0.000
00024,5.653,-0.640,-2.691,0.228,0.761,0.002,0.009,0.000,0.000
00025,5.606,-0.616,-2.954,0.284,0.704,0.002,0.010,0.000,0.000
00026,5.565,-0.401,-2.337,0.295,0.693,0.001,0.010,0.000,0.000
00027,5.526,-0.282,-2.561,0.313,0.677,0.001,0.008,0.000,0.000
00028,5.490,-0.415,-2.594,0.406,0.584,0.002,0.008,0.000,0.000
00029,5.453,-0.432,-2.464,0.386,0.603,0.002,0.008,0.000,0.000
00030,5.421,-0.530,-2.613,0.323,0.669,0.001,0.007,0.000,0.000
00031,5.377,-0.609,-2.398,0.320,0.673,0.001,0.006,0.000,0.000
00032,5.327,-0.487,-2.620,0.684,0.304,0.003,0.009,0.000,0.000
00033,5.288,-0.388,-2.612,0.736,0.250,0.003,0.011,0.000,0.000
00034,5.257,-0.423,-2.669,0.838,0.144,0.004,0.014,0.000,0.000
00035,5.215,-0.574,-2.388,0.840,0.140,0.004,0.016,0.000,0.000
00036,5.187,-0.313,-2.511,0.789,0.196,0.005,0.009,0.000,0.000
00037,5.168,-0.137,-2.410,0.788,0.197,0.006,0.008,0.000,0.000
00038,5.140,-0.432,-2.072,0.735,0.247,0.005,0.012,0.000,0.000
00039,5.109,-0.313,-2.053,0.685,0.295,0.005,0.014,0.000,0.000
00040,5.076,-0.430,-1.843,0.576,0.401,0.004,0.018,0.000,0.000
00041,5.052,-0.157,-1.888,0.431,0.548,0.004,0.017,0.000,0.000
00042,5.032,-0.273,-1.391,0.292,0.690,0.003,0.015,0.000,0.000
00043,5.004,-0.474,-0.997,0.220,0.766,0.002,0.011,0.000,0.000
00044,4.963,-0.348,-0.817,0.209,0.780,0.002,0.009,0.000,0.000
00045,4.936,-0.286,-0.619,0.641,0.340,0.004,0.015,0.000,0.000
00046,4.912,-0.199,0.178,0.773,0.201,0.005,0.021,0.000,0.000
00047,4.913,0.042,0.727,0.804,0.177,0.005,0.013,0.000,0.000
00048,4.918,0.098,0.922,0.707,0.278,0.007,0.008,0.000,0.000
00049,4.929,0.116,0.507,0.569,0.418,0.007,0.006,0.000,0.000
00050,4.922,-0.071,1.153,0.496,0.492,0.006,0.006,0.000,0.000
00051,4.913,-0.154,0.904,0.450,0.539,0.006,0.005,0.000,0.000
00052,4.896,-0.090,0.459,0.318,0.672,0.005,0.004,0.000,0.000
00053,4.887,-0.218,0.197,0.380,0.609,0.007,0.004,0.000,0.000
00054,4.867,-0.235,0.597,0.251,0.741,0.005,0.003,0.000,0.000
00055,4.854,-0.205,0.710,0.185,0.809,0.003,0.003,0.000,0.000
00056,4.845,-0.039,0.652,0.104,0.892,0.002,0.002,0.000,0.000
00057,4.851,0.087,0.340,0.096,0.900,0.002,0.002,0.000,0.000
00058,4.855,0.030,0.135,0.093,0.903,0.001,0.003,0.000,0.000
00059,4.879,0.314,-0.356,0.106,0.890,0.001,0.003,0.000,0.000
00060,4.904,0.175,-0.441,0.101,0.895,0.001,0.003,0.000,0.000
00061,4.906,0.038,-0.128,0.171,0.820,0.002,0.006,0.000,0.000
00062,4.899,0.021,-0.435,0.149,0.842,0.003,0.006,0.000,0.000
00063,4.897,0.075,0.076,0.105,0.887,0.003,0.005,0.000,0.000
00064,4.900,0.099,0.478,0.119,0.866,0.005,0.010,0.000,0.000
00065,4.908,0.226,0.593,0.100,0.885,0.005,0.010,0.000,0.000
00066,4.919,0.138,1.300,0.096,0.888,0.004,0.012,0.000,0.000
00067,4.923,0.004,1.833,0.100,0.882,0.005,0.013,0.000,0.000
00068,4.928,0.239,1.909,0.109,0.867,0.004,0.019,0.000,0.000
00069,4.915,-0.109,2.040,0.116,0.862,0.005,0.017,0.000,0.000
00070,4.899,0.043,1.786,0.125,0.849,0.005,0.020,0.000,0.000
00071,4.899,0.198,1.746,0.162,0.812,0.007,0.018,0.000,0.000
00072,4.913,0.135,1.824,0.216,0.749,0.012,0.023,0.000,0.000
00073,4.918,0.184,1.684,0.246,0.712,0.019,0.022,0.000,0.000
00074,4.915,0.077,1.680,0.276,0.676,0.020,0.027,0.000,0.000
00075,4.900,-0.127,1.776,0.305,0.645,0.019,0.030,0.000,0.000
00076,4.884,-0.002,1.778,0.251,0.713,0.016,0.019,0.000,0.000
00077,4.868,-0.026,1.546,0.184,0.786,0.018,0.011,0.000,0.000
00078,4.835,-0.229,1.623,0.167,0.805,0.018,0.010,0.000,0.000
00079,4.789,-0.368,1.800,0.175,0.795,0.016,0.013,0.000,0.000
00080,4.745,-0.481,1.804,0.145,0.825,0.019,0.010,0.000,0.000
00081,4.700,-0.254,1.784,0.137,0.831,0.020,0.012,0.000,0.000
00082,4.654,-0.385,1.920,0.120,0.849,0.019,0.011,0.000,0.000
00083,4.619,-0.234,1.688,0.103,0.862,0.024,0.010,0.000,0.000
00084,4.582,-0.254,1.827,0.073,0.897,0.021,0.008,0.000,0.000
00085,4.548,-0.207,1.676,0.054,0.919,0.019,0.007,0.000,0.000
00086,4.505,-0.388,1.477,0.032,0.948,0.014,0.005,0.000,0.000
00087,4.455,-0.427,0.898,0.030,0.954,0.010,0.006,0.000,0.000
00088,4.408,-0.270,0.514,0.025,0.961,0.006,0.007,0.000,0.000
00089,4.365,-0.439,0.360,0.030,0.954,0.007,0.009,0.000,0.000
