img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,17.658,-0.324,1.056,0.017,0.979,0.002,0.001,0.000,0.000
00001,17.624,-0.390,0.828,0.029,0.965,0.004,0.002,0.000,0.000
00002,17.591,-0.339,0.684,0.050,0.941,0.005,0.003,0.000,0.000
00003,17.559,-0.282,0.636,0.079,0.909,0.009,0.004,0.000,0.000
00004,17.527,-0.346,0.621,0.155,0.824,0.015,0.006,0.000,0.000
00005,17.493,-0.327,0.620,0.241,0.727,0.024,0.007,0.000,0.000
00006,17.455,-0.324,0.605,0.387,0.561,0.043,0.009,0.000,0.000
00007,17.420,-0.324,0.682,0.409,0.539,0.044,0.008,0.000,0.000
00008,17.386,-0.380,0.597,0.517,0.425,0.049,0.009,0.000,0.000
00009,17.351,-0.289,0.634,0.629,0.312,0.049,0.010,0.000,0.000
00010,17.316,-0.409,0.720,0.688,0.254,0.049,0.009,0.000,0.000
00011,17.284,-0.288,0.617,0.745,0.202,0.044,0.009,0.000,0.000
00012,17.247,-0.359,0.523,0.834,0.116,0.042,0.008,0.000,0.000
00013,17.215,-0.354,0.427,0.854,0.104,0.034,0.008,0.000,0.000
00014,17.184,-0.328,0.322,0.883,0.083,0.027,0.007,0.000,0.000
00015,17.147,-0.317,0.115,0.903,0.070,0.020,0.006,0.000,0.000
00016,17.113,-0.363,-0.014,0.909,0.069,0.017,0.006,0.000,0.000
00017,17.079,-0.341,0.006,0.927,0.055,0.013,0.005,0.000,0.000
00018,17.044,-0.395,0.002,0.938,0.047,0.011,0.004,0.000,0.000
00019,17.001,-0.494,0.132,0.953,0.035,0.009,0.003,0.000,0.000
00020,16.945,-0.596,0.065,0.932,0.056,0.009,0.003,0.000,0.000
00021,16.880,-0.668,0.093,0.925,0.061,0.010,0.003,0.000,0.000
00022,16.806,-0.819,0.094,0.901,0.086,0.010,0.004,0.000,0.000
00023,16.717,-0.935,0.131,0.912,0.075,0.010,0.003,0.000,0.000
00024,16.602,-1.095,0.126,0.905,0.082,0.010,0.003,0.000,0.000
00025,16.485,-1.239,0.196,0.895,0.092,0.010,0.003,0.000,0.000
00026,16.357,-1.351,0.339,0.898,0.090,0.009,0.003,0.000,0.000
00027,16.204,-1.448,0.307,0.907,0.081,0.008,0.003,0.000,0.000
00028,16.053,-1.504,0.387,0.913,0.076,0.008,0.003,0.000,0.000
00029,15.897,-1.630,0.360,0.894,0.094,0.008,0.004,0.000,0.000
00030,15.710,-1.743,0.369,0.906,0.082,0.008,0.004,0.000,0.000
00031,15.532,-1.797,0.384,0.898,0.090,0.008,0.004,0.000,0.000
00032,15.349,-1.859,0.350,0.909,0.079,0.008,0.004,0.000,0.000
00033,15.152,-1.735,0.410,0.906,0.083,0.007,0.004,0.000,0.000
00034,14.987,-1.560,0.572,0.917,0.072,0.006,0.004,0.000,0.000
00035,14.820,-1.470,0.619,0.909,0.080,0.006,0.005,0.000,0.000
00036,14.675,-1.487,0.604,0.921,0.068,0.006,0.004,0.000,0.000
00037,14.534,-1.473,0.522,0.919,0.071,0.006,0.005,0.000,0.000
00038,14.379,-1.277,0.551,0.916,0.073,0.006,0.005,0.000,0.000
00039,14.263,-1.110,0.612,0.922,0.067,0.006,0.005,0.000,0.000
00040,14.162,-1.000,0.608,0.926,0.064,0.006,0.005,0.000,0.000
00041,14.061,-0.855,0.715,0.935,0.054,0.006,0.004,0.000,0.000
00042,13.987,-0.705,0.751,0.935,0.054,0.007,0.004,0.000,0.000
00043,13.920,-0.666,0.675,0.943,0.048,0.006,0.004,0.000,0.000
00044,13.843,-0.779,0.636,0.943,0.047,0.005,0.005,0.000,0.000
00045,13.767,-0.832,0.648,0.944,0.046,0.005,0.005,0.000,0.000
00046,13.687,-0.814,0.691,0.953,0.038,0.005,0.005,0.000,0.000
00047,13.596,-0.816,0.671,0.945,0.045,0.005,0.005,0.000,0.000
00048,13.521,-0.720,0.676,0.941,0.049,0.005,0.005,0.000,0.000
00049,13.444,-0.784,0.655,0.940,0.050,0.005,0.005,0.000,0.000
00050,13.357,-0.768,0.558,0.944,0.047,0.004,0.005,0.000,0.000
00051,13.275,-0.826,0.508,0.938,0.052,0.005,0.005,0.000,0.000
00052,13.195,-0.816,0.577,0.921,0.069,0.005,0.005,0.000,0.000
00053,13.103,-0.872,0.633,0.910,0.080,0.004,0.005,0.000,0.000
00054,13.008,-0.980,0.618,0.899,0.092,0.004,0.005,0.000,0.000
