img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,3.515,-0.306,8.315,0.005,0.994,0.001,0.000,0.000,0.000
00001,3.489,-0.119,7.957,0.006,0.992,0.002,0.000,0.000,0.000
00002,3.469,-0.282,7.085,0.005,0.992,0.002,0.001,0.000,0.000
00003,3.408,-0.656,7.292,0.006,0.990,0.003,0.001,0.000,0.000
00004,3.346,-0.428,7.359,0.006,0.991,0.003,0.001,0.000,0.000
00005,3.306,-0.176,7.149,0.005,0.993,0.002,0.000,0.000,0.000
00006,3.281,-0.249,7.091,0.007,0.988,0.004,0.001,0.000,0.000
00007,3.232,-0.268,6.872,0.009,0.986,0.005,0.001,0.000,0.000
00008,3.208,-0.016,6.568,0.007,0.988,0.004,0.001,0.000,0.000
00009,3.189,-0.104,6.551,0.009,0.984,0.006,0.001,0.000,0.000
00010,3.167,0.017,6.618,0.008,0.986,0.005,0.001,0.000,0.000
00011,3.162,-0.037,6.808,0.008,0.987,0.004,0.000,0.000,0.000
00012,3.149,-0.198,6.421,0.007,0.990,0.003,0.000,0.000,0.000
00013,3.121,-0.260,6.533,0.008,0.988,0.003,0.001,0.000,0.000
00014,3.091,-0.243,6.820,0.011,0.984,0.004,0.001,0.000,0.000
00015,3.073,-0.052,6.700,0.008,0.989,0.002,0.000,0.000,0.000
00016,3.091,-0.093,6.167,0.009,0.988,0.002,0.001,0.000,0.000
00017,3.068,-0.216,6.276,0.010,0.987,0.003,0.001,0.000,0.000
00018,3.075,0.255,6.412,0.012,0.983,0.004,0.001,0.000,0.000
00019,3.101,0.362,6.710,0.017,0.976,0.006,0.001,0.000,0.000
00020,3.138,0.335,6.936,0.011,0.984,0.004,0.001,0.000,0.000
00021,3.177,0.318,6.675,0.010,0.986,0.003,0.000,0.000,0.000
00022,3.210,0.167,6.741,0.015,0.980,0.004,0.001,0.000,0.000
00023,3.219,0.044,6.734,0.015,0.980,0.004,0.000,0.000,0.000
00024,3.219,0.017,6.668,0.018,0.977,0.004,0.000,0.000,0.000
00025,3.207,-0.114,6.393,0.021,0.974,0.005,0.000,0.000,0.000
00026,3.213,0.106,7.141,0.026,0.964,0.009,0.000,0.000,0.000
00027,3.206,-0.252,6.693,0.023,0.968,0.008,0.000,0.000,0.000
00028,3.197,-0.016,6.445,0.036,0.952,0.012,0.000,0.000,0.000
00029,3.206,0.166,6.709,0.026,0.965,0.008,0.000,0.000,0.000
00030,3.236,0.414,6.695,0.035,0.954,0.010,0.001,0.000,0.000
00031,3.275,0.354,6.796,0.045,0.943,0.011,0.001,0.000,0.000
00032,3.321,0.571,7.151,0.060,0.926,0.012,0.002,0.000,0.000
00033,3.393,0.855,7.347,0.054,0.937,0.007,0.002,0.000,0.000
00034,3.477,0.909,7.006,0.095,0.887,0.014,0.004,0.000,0.000
00035,3.569,0.846,7.275,0.109,0.861,0.027,0.003,0.000,0.000
00036,3.646,0.743,7.923,0.091,0.885,0.022,0.002,0.000,0.000
00037,3.723,0.817,8.069,0.096,0.877,0.025,0.002,0.000,0.000
00038,3.818,0.945,8.264,0.104,0.874,0.020,0.003,0.000,0.000
00039,3.911,0.966,8.366,0.093,0.891,0.014,0.003,0.000,0.000
00040,4.008,0.992,9.057,0.095,0.884,0.018,0.003,0.000,0.000
00041,4.111,0.939,9.628,0.093,0.888,0.014,0.005,0.000,0.000
00042,4.193,0.776,9.664,0.069,0.912,0.013,0.006,0.000,0.000
00043,4.268,0.754,10.003,0.054,0.930,0.010,0.006,0.000,0.000
00044,4.340,0.572,10.582,0.050,0.934,0.008,0.008,0.000,0.000
00045,4.387,0.387,10.785,0.044,0.940,0.005,0.011,0.000,0.000
00046,4.409,0.148,10.977,0.034,0.953,0.006,0.007,0.000,0.000
00047,4.410,0.027,10.857,0.030,0.958,0.007,0.004,0.000,0.000
00048,4.402,-0.042,10.618,0.036,0.950,0.010,0.004,0.000,0.000
00049,4.389,-0.139,10.380,0.169,0.785,0.031,0.015,0.000,0.000
00050,4.372,-0.104,10.195,0.100,0.862,0.029,0.009,0.000,0.000
00051,4.346,-0.283,9.789,0.060,0.912,0.020,0.007,0.000,0.000
00052,4.314,-0.289,9.442,0.174,0.756,0.055,0.014,0.000,0.000
00053,4.282,-0.188,8.994,0.156,0.777,0.054,0.013,0.000,0.000
00054,4.252,-0.270,8.396,0.142,0.773,0.070,0.015,0.000,0.000
00055,4.213,-0.348,8.037,0.109,0.804,0.075,0.012,0.000,0.000
00056,4.174,-0.288,7.519,0.065,0.866,0.058,0.010,0.000,0.000
00057,4.141,-0.265,6.866,0.056,0.857,0.076,0.010,0.000,0.000
00058,4.109,-0.287,6.142,0.042,0.877,0.072,0.009,0.000,0.000
00059,4.072,-0.328,5.392,0.032,0.892,0.069,0.006,0.000,0.000
00060,4.034,-0.278,4.506,0.024,0.924,0.047,0.004,0.000,0.000
00061,4.003,-0.272,3.606,0.019,0.935,0.042,0.003,0.000,0.000
00062,3.973,-0.282,2.733,0.034,0.872,0.089,0.004,0.000,0.000
00063,3.939,-0.274,1.692,0.030,0.880,0.087,0.003,0.000,0.000
00064,3.911,-0.270,0.709,0.050,0.792,0.151,0.006,0.000,0.000
00065,3.886,-0.211,-0.272,0.043,0.754,0.198,0.004,0.001,0.000
00066,3.867,-0.025,-1.303,0.035,0.804,0.156,0.004,0.000,0.000
00067,3.898,0.456,-2.328,0.047,0.758,0.188,0.007,0.000,0.000
00068,3.953,0.577,-3.488,0.052,0.722,0.215,0.010,0.001,0.001
00069,4.005,0.348,-4.474,0.078,0.699,0.199,0.023,0.001,0.001
00070,4.036,0.203,-5.353,0.093,0.640,0.238,0.028,0.001,0.001
00071,4.047,0.018,-6.502,0.087,0.721,0.154,0.037,0.001,0.000
00072,4.039,-0.164,-7.680,0.063,0.811,0.095,0.031,0.000,0.000
00073,4.024,-0.203,-8.514,0.041,0.880,0.031,0.048,0.000,0.000
00074,4.007,-0.154,-9.202,0.028,0.916,0.019,0.036,0.000,0.000
00075,3.993,-0.121,-10.234,0.022,0.913,0.013,0.052,0.000,0.000
00076,3.980,-0.217,-11.233,0.020,0.932,0.011,0.037,0.000,0.000
00077,3.950,-0.218,-11.806,0.019,0.929,0.007,0.044,0.000,0.000
00078,3.930,-0.245,-11.888,0.019,0.927,0.006,0.047,0.000,0.000
00079,3.909,-0.190,-12.154,0.032,0.826,0.006,0.136,0.000,0.000
00080,3.899,0.130,-12.700,0.029,0.813,0.005,0.152,0.000,0.000
00081,3.922,0.290,-13.225,0.047,0.702,0.008,0.242,0.000,0.000
00082,3.966,0.428,-13.533,0.049,0.663,0.010,0.276,0.000,0.000
00083,4.013,0.405,-13.972,0.064,0.635,0.015,0.285,0.001,0.000
00084,4.053,0.355,-14.165,0.065,0.642,0.019,0.273,0.001,0.000
00085,4.091,0.363,-14.333,0.081,0.673,0.022,0.223,0.001,0.000
00086,4.130,0.337,-14.362,0.085,0.697,0.024,0.193,0.001,0.001
00087,4.165,0.351,-14.295,0.072,0.723,0.023,0.182,0.001,0.001
00088,4.201,0.351,-14.295,0.070,0.783,0.022,0.124,0.001,0.000
00089,4.243,0.388,-13.981,0.067,0.813,0.021,0.098,0.001,0.000
00090,4.288,0.488,-13.820,0.056,0.819,0.011,0.113,0.000,0.000
00091,4.338,0.521,-14.017,0.035,0.861,0.006,0.097,0.000,0.000
00092,4.396,0.544,-13.853,0.022,0.889,0.004,0.084,0.000,0.000
00093,4.452,0.567,-13.515,0.016,0.917,0.003,0.064,0.000,0.000
00094,4.508,0.541,-13.595,0.016,0.898,0.003,0.083,0.000,0.000
00095,4.564,0.504,-13.620,0.015,0.892,0.002,0.090,0.000,0.000
00096,4.616,0.557,-13.892,0.016,0.901,0.002,0.080,0.000,0.000
00097,4.668,0.610,-14.164,0.023,0.861,0.003,0.113,0.000,0.000
00098,4.727,0.601,-14.218,0.037,0.829,0.003,0.130,0.000,0.000
00099,4.800,0.751,-14.213,0.043,0.852,0.002,0.102,0.000,0.000
00100,4.876,0.769,-14.433,0.045,0.876,0.002,0.076,0.000,0.000
00101,4.959,0.788,-14.073,0.068,0.830,0.002,0.099,0.000,0.000
00102,5.038,0.804,-13.621,0.074,0.829,0.002,0.095,0.000,0.000
00103,5.112,0.749,-13.435,0.091,0.790,0.002,0.117,0.000,0.000
00104,5.193,0.803,-13.400,0.146,0.679,0.002,0.173,0.000,0.000
00105,5.275,0.855,-13.628,0.144,0.732,0.002,0.122,0.000,0.000
00106,5.360,0.854,-13.644,0.113,0.810,0.001,0.075,0.000,0.000
00107,5.449,0.787,-13.133,0.127,0.808,0.001,0.063,0.000,0.000
00108,5.529,0.828,-12.639,0.172,0.766,0.002,0.060,0.000,0.000
00109,5.605,0.730,-12.451,0.204,0.733,0.002,0.061,0.000,0.000
00110,5.670,0.587,-12.468,0.238,0.671,0.003,0.088,0.000,0.000
00111,5.714,0.298,-12.242,0.337,0.467,0.003,0.193,0.000,0.000
00112,5.730,0.105,-11.962,0.392,0.288,0.003,0.316,0.000,0.000
00113,5.732,-0.022,-11.448,0.429,0.228,0.005,0.337,0.000,0.000
00114,5.727,-0.038,-10.801,0.435,0.288,0.009,0.268,0.000,0.000
00115,5.721,-0.059,-10.263,0.423,0.349,0.010,0.217,0.000,0.000
00116,5.713,-0.091,-10.217,0.507,0.318,0.011,0.164,0.000,0.000
00117,5.703,-0.087,-10.317,0.558,0.262,0.009,0.170,0.000,0.000
00118,5.692,-0.082,-10.222,0.683,0.128,0.013,0.176,0.000,0.000
00119,5.684,-0.049,-10.193,0.680,0.128,0.024,0.167,0.000,0.000
00120,5.678,-0.031,-10.277,0.675,0.140,0.045,0.140,0.000,0.000
00121,5.675,0.025,-10.228,0.663,0.166,0.077,0.094,0.000,0.000
00122,5.675,0.012,-10.199,0.668,0.126,0.122,0.083,0.000,0.000
00123,5.673,0.003,-10.216,0.652,0.111,0.156,0.080,0.000,0.000
00124,5.674,0.012,-10.188,0.639,0.124,0.156,0.080,0.000,0.000
00125,5.678,0.066,-10.064,0.646,0.123,0.149,0.081,0.000,0.001
00126,5.692,0.196,-9.483,0.645,0.146,0.130,0.079,0.001,0.001
00127,5.710,0.143,-8.607,0.619,0.214,0.098,0.067,0.001,0.001
00128,5.727,0.160,-6.516,0.555,0.317,0.072,0.054,0.001,0.001
00129,5.746,0.202,-4.458,0.525,0.365,0.061,0.047,0.001,0.001
00130,5.767,0.216,-3.108,0.458,0.458,0.051,0.031,0.001,0.001
00131,5.789,0.241,-1.701,0.458,0.471,0.045,0.024,0.001,0.001
00132,5.812,0.310,-0.100,0.546,0.389,0.041,0.022,0.001,0.001
00133,5.843,0.360,1.402,0.710,0.221,0.047,0.020,0.001,0.001
00134,5.876,0.320,3.059,0.747,0.193,0.041,0.018,0.001,0.001
00135,5.910,0.337,4.471,0.702,0.249,0.033,0.014,0.001,0.001
00136,5.939,0.279,5.672,0.661,0.300,0.027,0.011,0.000,0.000
00137,5.964,0.228,6.989,0.625,0.336,0.028,0.010,0.001,0.000
00138,5.986,0.241,7.836,0.571,0.384,0.034,0.010,0.001,0.000
00139,6.018,0.270,7.867,0.723,0.219,0.048,0.010,0.000,0.000
00140,6.048,0.359,8.365,0.773,0.162,0.055,0.009,0.000,0.000
00141,6.083,0.341,8.514,0.779,0.161,0.051,0.008,0.000,0.000
00142,6.121,0.341,8.098,0.755,0.196,0.039,0.009,0.000,0.000
00143,6.155,0.326,8.051,0.743,0.213,0.036,0.008,0.000,0.000
00144,6.192,0.392,8.132,0.878,0.073,0.043,0.006,0.000,0.000
00145,6.232,0.393,7.654,0.856,0.087,0.052,0.005,0.000,0.000
00146,6.274,0.373,7.322,0.760,0.190,0.044,0.005,0.000,0.000
00147,6.313,0.392,7.281,0.611,0.343,0.041,0.004,0.000,0.000
00148,6.350,0.309,6.673,0.475,0.487,0.033,0.004,0.000,0.000
00149,6.376,0.248,6.290,0.288,0.686,0.023,0.003,0.000,0.000
00150,6.402,0.261,5.953,0.370,0.597,0.029,0.003,0.000,0.000
00151,6.426,0.200,5.345,0.730,0.229,0.036,0.005,0.000,0.000
00152,6.445,0.139,4.686,0.818,0.144,0.034,0.004,0.000,0.000
00153,6.459,0.099,4.152,0.862,0.107,0.027,0.004,0.000,0.000
