img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,6.984,1.318,1.328,0.117,0.861,0.015,0.007,0.000,0.000
00001,7.068,1.287,1.311,0.215,0.749,0.026,0.010,0.000,0.000
00002,7.152,1.256,1.294,0.329,0.630,0.025,0.015,0.000,0.000
00003,7.236,1.226,1.277,0.450,0.504,0.032,0.014,0.000,0.000
00004,7.321,1.195,1.260,0.530,0.418,0.034,0.018,0.000,0.000
00005,7.405,1.164,1.242,0.568,0.380,0.031,0.021,0.000,0.000
00006,7.489,1.134,1.225,0.590,0.362,0.030,0.018,0.000,0.000
00007,7.573,1.103,1.208,0.658,0.294,0.030,0.017,0.000,0.000
00008,7.657,1.072,1.191,0.646,0.302,0.028,0.024,0.000,0.000
00009,7.741,1.041,1.174,0.527,0.427,0.026,0.020,0.000,0.000
00010,7.826,1.011,1.156,0.461,0.502,0.023,0.013,0.000,0.000
00011,7.910,0.980,1.139,0.415,0.553,0.021,0.011,0.000,0.000
00012,7.994,0.949,1.122,0.285,0.695,0.013,0.006,0.000,0.000
00013,8.078,0.919,1.105,0.517,0.455,0.022,0.006,0.000,0.000
00014,8.162,0.888,1.088,0.633,0.340,0.022,0.005,0.000,0.000
00015,8.250,0.845,0.873,0.515,0.465,0.017,0.003,0.000,0.000
00016,8.331,0.826,1.053,0.515,0.467,0.015,0.004,0.000,0.000
00017,8.414,0.847,0.759,0.458,0.524,0.013,0.004,0.000,0.000
00018,8.503,0.799,0.983,0.360,0.626,0.010,0.004,0.000,0.000
00019,8.581,0.743,0.656,0.610,0.375,0.012,0.003,0.000,0.000
00020,8.651,0.690,0.792,0.715,0.271,0.010,0.004,0.000,0.000
00021,8.717,0.584,0.761,0.701,0.287,0.007,0.005,0.000,0.000
00022,8.767,0.400,0.649,0.785,0.203,0.007,0.005,0.000,0.000
00023,8.817,0.471,0.808,0.804,0.186,0.007,0.004,0.000,0.000
00024,8.867,0.547,0.577,0.782,0.209,0.006,0.004,0.000,0.000
00025,8.919,0.525,0.371,0.766,0.224,0.007,0.003,0.000,0.000
00026,8.980,0.516,0.023,0.690,0.302,0.005,0.003,0.000,0.000
00027,9.033,0.517,-0.398,0.679,0.313,0.005,0.003,0.000,0.000
00028,9.084,0.549,-0.813,0.702,0.290,0.005,0.003,0.000,0.000
00029,9.144,0.575,-0.806,0.692,0.300,0.005,0.003,0.000,0.000
00030,9.196,0.514,-0.690,0.677,0.315,0.005,0.003,0.000,0.000
00031,9.251,0.524,-0.540,0.649,0.344,0.004,0.003,0.000,0.000
00032,9.302,0.653,-0.662,0.706,0.286,0.004,0.003,0.000,0.000
00033,9.361,0.608,-0.442,0.811,0.180,0.004,0.004,0.000,0.000
00034,9.423,0.508,0.072,0.802,0.189,0.005,0.004,0.000,0.000
00035,9.457,0.270,0.412,0.748,0.243,0.005,0.004,0.000,0.000
00036,9.479,0.293,0.541,0.731,0.260,0.005,0.004,0.000,0.000
00037,9.513,0.343,0.812,0.735,0.256,0.004,0.005,0.000,0.000
00038,9.552,0.513,0.836,0.728,0.263,0.004,0.005,0.000,0.000
00039,9.606,0.460,0.982,0.656,0.335,0.004,0.005,0.000,0.000
00040,9.661,0.489,0.589,0.621,0.371,0.004,0.004,0.000,0.000
00041,9.692,0.207,0.513,0.658,0.334,0.005,0.003,0.000,0.000
00042,9.701,-0.011,0.649,0.618,0.374,0.003,0.004,0.000,0.000
00043,9.701,-0.033,0.549,0.500,0.493,0.004,0.003,0.000,0.000
00044,9.704,-0.028,0.041,0.656,0.335,0.004,0.004,0.000,0.000
00045,9.691,0.069,0.220,0.758,0.233,0.005,0.005,0.000,0.000
00046,9.670,-0.333,0.175,0.745,0.247,0.004,0.004,0.000,0.000
00047,9.644,-0.287,0.028,0.861,0.131,0.004,0.004,0.000,0.000
00048,9.620,-0.193,-0.080,0.878,0.114,0.004,0.004,0.000,0.000
00049,9.605,-0.056,0.517,0.875,0.118,0.004,0.003,0.000,0.000
00050,9.592,-0.148,0.656,0.892,0.100,0.004,0.004,0.000,0.000
00051,9.552,-0.502,0.535,0.866,0.127,0.004,0.003,0.000,0.000
00052,9.509,-0.432,0.241,0.897,0.096,0.004,0.003,0.000,0.000
00053,9.467,-0.344,0.343,0.894,0.098,0.005,0.003,0.000,0.000
00054,9.445,-0.190,0.336,0.873,0.120,0.005,0.003,0.000,0.000
00055,9.428,-0.193,0.100,0.827,0.164,0.005,0.003,0.000,0.000
00056,9.390,-0.429,0.145,0.724,0.267,0.005,0.004,0.000,0.000
00057,9.351,-0.399,0.079,0.769,0.222,0.004,0.004,0.000,0.000
00058,9.314,-0.379,0.097,0.763,0.228,0.004,0.005,0.000,0.000
00059,9.278,-0.251,0.233,0.767,0.223,0.004,0.006,0.000,0.000
00060,9.255,-0.154,0.539,0.828,0.162,0.004,0.006,0.000,0.000
00061,9.233,-0.167,0.592,0.866,0.126,0.003,0.005,0.000,0.000
00062,9.211,-0.412,0.304,0.852,0.139,0.003,0.006,0.000,0.000
00063,9.169,-0.440,0.230,0.878,0.114,0.003,0.005,0.000,0.000
00064,9.092,-0.859,0.829,0.864,0.129,0.003,0.004,0.000,0.000
00065,9.005,-0.819,0.801,0.812,0.180,0.004,0.004,0.000,0.000
00066,8.916,-0.812,0.497,0.762,0.230,0.004,0.004,0.000,0.000
00067,8.815,-1.058,0.588,0.769,0.223,0.004,0.004,0.000,0.000
00068,8.690,-1.379,0.499,0.815,0.176,0.004,0.005,0.000,0.000
00069,8.559,-1.324,0.643,0.806,0.184,0.004,0.005,0.000,0.000
00070,8.416,-1.224,0.557,0.755,0.236,0.004,0.005,0.000,0.000
00071,8.291,-1.264,0.848,0.810,0.181,0.005,0.004,0.000,0.000
00072,8.153,-1.200,0.750,0.799,0.191,0.005,0.004,0.000,0.000
00073,8.028,-1.268,0.836,0.755,0.234,0.007,0.004,0.000,0.000
00074,7.905,-1.168,0.742,0.615,0.372,0.008,0.004,0.000,0.000
00075,7.772,-1.229,0.761,0.482,0.506,0.008,0.004,0.000,0.000
00076,7.646,-1.368,0.609,0.347,0.642,0.007,0.003,0.000,0.000
00077,7.494,-1.714,0.889,0.309,0.681,0.007,0.003,0.000,0.000
00078,7.300,-1.885,0.755,0.263,0.729,0.005,0.003,0.000,0.000
00079,7.119,-1.710,0.664,0.259,0.732,0.006,0.004,0.000,0.000
00080,6.930,-1.790,0.824,0.268,0.723,0.005,0.004,0.000,0.000
00081,6.750,-1.771,0.257,0.269,0.721,0.006,0.004,0.000,0.000
00082,6.559,-2.008,0.410,0.320,0.669,0.006,0.004,0.000,0.000
00083,6.336,-1.970,0.583,0.329,0.660,0.006,0.004,0.000,0.000
00084,6.149,-1.846,0.582,0.729,0.253,0.008,0.010,0.000,0.000
00085,5.983,-1.698,0.031,0.798,0.185,0.007,0.010,0.000,0.000
00086,5.804,-1.506,-0.527,0.783,0.201,0.005,0.010,0.000,0.000
00087,5.661,-1.445,-1.468,0.742,0.243,0.005,0.009,0.000,0.000
00088,5.517,-1.402,-2.135,0.730,0.255,0.005,0.010,0.000,0.000
00089,5.370,-1.305,-2.432,0.621,0.366,0.004,0.009,0.000,0.000
00090,5.245,-1.261,-2.994,0.461,0.528,0.004,0.007,0.000,0.000
00091,5.117,-1.171,-4.348,0.256,0.737,0.002,0.004,0.000,0.000
00092,4.997,-1.174,-5.711,0.129,0.867,0.001,0.002,0.000,0.000
00093,4.889,-1.044,-7.807,0.114,0.882,0.001,0.003,0.000,0.000
00094,4.769,-1.080,-9.634,0.177,0.818,0.001,0.003,0.000,0.000
00095,4.658,-1.120,-11.663,0.359,0.629,0.001,0.011,0.000,0.000
00096,4.539,-0.932,-13.899,0.491,0.484,0.002,0.023,0.000,0.000
00097,4.466,-0.565,-15.758,0.458,0.504,0.002,0.035,0.000,0.000
00098,4.415,-0.439,-17.659,0.299,0.662,0.002,0.037,0.000,0.000
00099,4.367,-0.360,-20.078,0.296,0.654,0.003,0.046,0.000,0.000
00100,4.323,-0.437,-22.340,0.301,0.610,0.005,0.083,0.000,0.000
00101,4.270,-0.545,-24.458,0.296,0.584,0.008,0.112,0.000,0.000
00102,4.197,-0.598,-26.910,0.241,0.604,0.008,0.147,0.000,0.000
00103,4.133,-0.584,-29.357,0.206,0.655,0.008,0.130,0.000,0.000
00104,4.067,-0.516,-31.588,0.298,0.459,0.017,0.225,0.001,0.001
00105,4.007,-0.496,-33.165,0.255,0.443,0.022,0.279,0.001,0.001
00106,3.945,-0.579,-34.557,0.127,0.400,0.012,0.460,0.001,0.001
00107,3.871,-0.525,-35.440,0.079,0.391,0.008,0.521,0.000,0.000
00108,3.829,-0.226,-35.412,0.059,0.334,0.005,0.602,0.000,0.000
00109,3.805,-0.103,-35.236,0.066,0.294,0.006,0.634,0.001,0.000
00110,3.787,-0.129,-34.984,0.065,0.205,0.005,0.725,0.000,0.000
00111,3.761,-0.223,-34.573,0.073,0.119,0.005,0.803,0.000,0.000
00112,3.732,-0.129,-33.650,0.082,0.140,0.007,0.771,0.000,0.000
00113,3.715,-0.214,-32.264,0.116,0.232,0.011,0.641,0.000,0.000
00114,3.697,-0.103,-30.905,0.137,0.297,0.011,0.555,0.000,0.000
00115,3.693,-0.203,-30.144,0.196,0.349,0.018,0.437,0.000,0.000
00116,3.677,-0.175,-28.333,0.223,0.380,0.016,0.381,0.000,0.000
00117,3.679,0.075,-25.789,0.193,0.451,0.015,0.341,0.000,0.000
00118,3.691,0.024,-23.616,0.142,0.578,0.011,0.269,0.000,0.000
00119,3.716,0.355,-21.127,0.142,0.543,0.008,0.307,0.000,0.000
00120,3.766,0.333,-19.214,0.130,0.676,0.006,0.187,0.000,0.000
00121,3.820,0.590,-17.829,0.117,0.743,0.005,0.135,0.000,0.000
00122,3.886,0.662,-16.278,0.229,0.542,0.007,0.222,0.000,0.000
00123,3.962,0.712,-14.546,0.349,0.282,0.006,0.363,0.000,0.000
00124,4.047,0.859,-13.239,0.358,0.352,0.006,0.283,0.000,0.000
00125,4.133,0.789,-11.466,0.320,0.393,0.006,0.281,0.000,0.000
00126,4.246,1.130,-10.963,0.413,0.300,0.006,0.280,0.000,0.000
00127,4.364,1.170,-9.839,0.417,0.289,0.006,0.288,0.000,0.000
00128,4.488,1.222,-8.786,0.477,0.233,0.007,0.282,0.000,0.000
00129,4.617,1.164,-8.133,0.544,0.194,0.011,0.251,0.000,0.000
00130,4.743,1.336,-7.408,0.552,0.223,0.012,0.212,0.000,0.000
00131,4.890,1.355,-6.448,0.585,0.226,0.015,0.173,0.000,0.000
00132,5.034,1.518,-5.610,0.553,0.314,0.016,0.117,0.000,0.000
00133,5.188,1.590,-4.585,0.545,0.353,0.015,0.086,0.000,0.000
00134,5.362,1.638,-3.271,0.516,0.402,0.015,0.066,0.000,0.000
00135,5.526,1.707,-3.156,0.380,0.571,0.010,0.039,0.000,0.000
00136,5.697,1.765,-3.292,0.333,0.615,0.007,0.044,0.000,0.000
00137,5.881,1.653,-2.469,0.258,0.706,0.004,0.032,0.000,0.000
00138,6.045,1.618,-1.731,0.216,0.743,0.003,0.038,0.000,0.000
00139,6.208,1.607,-1.692,0.299,0.650,0.004,0.046,0.000,0.000
00140,6.385,1.540,-1.398,0.277,0.683,0.004,0.035,0.000,0.000
00141,6.543,1.594,-0.552,0.225,0.752,0.005,0.018,0.000,0.000
00142,6.714,1.556,0.391,0.345,0.625,0.008,0.021,0.000,0.000
00143,6.867,1.542,1.269,0.621,0.330,0.010,0.038,0.000,0.000
00144,7.017,1.544,1.935,0.735,0.211,0.010,0.043,0.000,0.000
00145,7.188,1.611,2.336,0.759,0.186,0.011,0.044,0.000,0.000
00146,7.338,1.494,2.230,0.777,0.154,0.015,0.053,0.000,0.000
00147,7.478,1.441,2.202,0.739,0.160,0.019,0.080,0.000,0.000
00148,7.621,1.158,2.309,0.747,0.090,0.015,0.147,0.000,0.000
00149,7.723,0.928,2.278,0.730,0.062,0.015,0.193,0.000,0.000
00150,7.805,0.672,2.257,0.659,0.044,0.012,0.285,0.000,0.000
00151,7.856,0.482,1.834,0.541,0.036,0.008,0.414,0.000,0.000
00152,7.900,0.523,0.981,0.405,0.038,0.006,0.551,0.000,0.000
00153,7.929,0.199,0.232,0.300,0.044,0.004,0.651,0.000,0.000
00154,7.941,0.106,0.120,0.197,0.041,0.003,0.758,0.000,0.000
00155,7.942,-0.114,0.056,0.123,0.039,0.002,0.836,0.000,0.000
00156,7.934,0.002,-0.069,0.095,0.049,0.001,0.855,0.000,0.000
00157,7.924,-0.101,0.226,0.110,0.096,0.002,0.792,0.000,0.000
00158,7.912,-0.154,0.123,0.176,0.172,0.004,0.647,0.000,0.000
00159,7.898,-0.105,0.130,0.211,0.378,0.006,0.405,0.000,0.000
00160,7.881,-0.165,-0.488,0.182,0.629,0.006,0.182,0.000,0.000
00161,7.866,-0.160,-1.361,0.103,0.813,0.004,0.080,0.000,0.000
00162,7.854,-0.107,-1.922,0.080,0.870,0.003,0.046,0.000,0.000
00163,7.844,-0.152,-2.569,0.072,0.887,0.003,0.037,0.000,0.000
00164,7.824,-0.354,-3.364,0.056,0.916,0.003,0.025,0.000,0.000
00165,7.790,-0.222,-3.954,0.053,0.923,0.003,0.022,0.000,0.000
00166,7.761,-0.320,-4.669,0.037,0.945,0.002,0.016,0.000,0.000
00167,7.731,-0.327,-5.286,0.017,0.976,0.001,0.007,0.000,0.000
00168,7.704,-0.202,-5.577,0.011,0.984,0.001,0.004,0.000,0.000
00169,7.669,-0.341,-5.853,0.009,0.987,0.001,0.003,0.000,0.000
00170,7.636,-0.397,-6.061,0.011,0.985,0.001,0.004,0.000,0.000
00171,7.597,-0.415,-6.062,0.010,0.985,0.001,0.004,0.000,0.000
00172,7.552,-0.420,-6.017,0.013,0.980,0.001,0.006,0.000,0.000
00173,7.505,-0.486,-5.872,0.027,0.955,0.003,0.014,0.000,0.000
00174,7.451,-0.595,-5.674,0.095,0.830,0.007,0.067,0.000,0.000
00175,7.377,-0.724,-5.305,0.269,0.408,0.011,0.312,0.001,0.000
00176,7.305,-0.715,-5.325,0.334,0.184,0.009,0.472,0.000,0.000
00177,7.225,-0.758,-5.191,0.256,0.079,0.005,0.659,0.000,0.000
00178,7.154,-0.731,-4.806,0.215,0.050,0.003,0.732,0.000,0.000
00179,7.083,-0.746,-4.219,0.208,0.050,0.003,0.739,0.000,0.000
00180,6.994,-0.876,-3.067,0.208,0.056,0.003,0.733,0.000,0.000
00181,6.902,-1.022,-2.289,0.219,0.059,0.004,0.718,0.000,0.000
00182,6.793,-1.170,-1.689,0.187,0.049,0.003,0.760,0.000,0.000
00183,6.660,-1.258,-1.022,0.194,0.078,0.003,0.724,0.000,0.000
00184,6.523,-1.415,-0.575,0.198,0.105,0.004,0.693,0.000,0.000
00185,6.372,-1.547,0.356,0.232,0.120,0.006,0.642,0.000,0.000
00186,6.194,-1.674,1.516,0.266,0.135,0.007,0.592,0.000,0.000
00187,6.022,-1.735,2.666,0.333,0.197,0.010,0.459,0.000,0.000
00188,5.815,-1.923,4.250,0.342,0.371,0.016,0.271,0.000,0.000
00189,5.614,-2.001,5.926,0.286,0.491,0.019,0.203,0.000,0.000
