img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,6.902,-0.110,-2.082,0.016,0.982,0.001,0.001,0.000,0.000
00001,6.896,-0.011,-2.267,0.027,0.968,0.001,0.004,0.000,0.000
00002,6.886,-0.165,-2.106,0.055,0.935,0.002,0.008,0.000,0.000
00003,6.878,-0.086,-1.890,0.063,0.925,0.002,0.010,0.000,0.000
00004,6.867,-0.177,-1.941,0.110,0.870,0.003,0.018,0.000,0.000
00005,6.854,-0.059,-1.826,0.231,0.720,0.005,0.044,0.000,0.000
00006,6.845,-0.036,-1.638,0.284,0.658,0.005,0.053,0.000,0.000
00007,6.837,0.063,-1.791,0.346,0.578,0.005,0.071,0.000,0.000
00008,6.832,0.005,-1.597,0.363,0.575,0.004,0.058,0.000,0.000
00009,6.825,-0.114,-1.269,0.401,0.524,0.004,0.071,0.000,0.000
00010,6.815,-0.082,-1.057,0.479,0.452,0.003,0.065,0.000,0.000
00011,6.806,-0.270,-0.420,0.626,0.302,0.004,0.069,0.000,0.000
00012,6.797,-0.042,-0.200,0.647,0.285,0.004,0.064,0.000,0.000
00013,6.793,-0.144,-0.036,0.674,0.244,0.003,0.078,0.000,0.000
00014,6.795,0.037,0.480,0.673,0.265,0.003,0.058,0.000,0.000
00015,6.813,0.276,0.603,0.699,0.239,0.003,0.059,0.000,0.000
00016,6.835,0.324,0.666,0.715,0.223,0.003,0.059,0.000,0.000
00017,6.864,0.176,0.570,0.714,0.225,0.002,0.058,0.000,0.000
00018,6.888,0.244,0.375,0.749,0.209,0.002,0.040,0.000,0.000
00019,6.912,0.437,0.551,0.803,0.159,0.003,0.035,0.000,0.000
00020,6.929,0.200,0.191,0.755,0.207,0.003,0.035,0.000,0.000
00021,6.934,0.064,-0.245,0.741,0.211,0.003,0.044,0.000,0.000
00022,6.933,-0.319,0.069,0.734,0.210,0.003,0.052,0.000,0.000
00023,6.939,0.013,0.172,0.746,0.182,0.003,0.069,0.000,0.000
00024,6.953,-0.250,0.306,0.751,0.174,0.003,0.072,0.000,0.000
00025,6.984,0.110,0.316,0.731,0.181,0.003,0.085,0.000,0.000
00026,7.030,0.530,0.146,0.699,0.201,0.003,0.097,0.000,0.000
