img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,3.463,-0.138,-0.023,0.021,0.975,0.003,0.001,0.000,0.000
00001,3.445,-0.190,-0.011,0.036,0.958,0.004,0.002,0.000,0.000
00002,3.423,-0.223,0.067,0.050,0.944,0.004,0.002,0.000,0.000
00003,3.399,-0.220,-0.039,0.054,0.940,0.004,0.002,0.000,0.000
00004,3.374,-0.251,-0.023,0.054,0.939,0.004,0.002,0.000,0.000
00005,3.344,-0.288,-0.092,0.075,0.917,0.005,0.003,0.000,0.000
00006,3.314,-0.338,-0.063,0.057,0.937,0.004,0.002,0.000,0.000
00007,3.280,-0.302,0.088,0.077,0.916,0.004,0.003,0.000,0.000
00008,3.250,-0.297,0.177,0.109,0.883,0.005,0.003,0.000,0.000
00009,3.215,-0.302,0.169,0.238,0.748,0.008,0.005,0.000,0.000
00010,3.184,-0.324,0.075,0.326,0.659,0.010,0.006,0.000,0.000
00011,3.153,-0.315,0.128,0.362,0.622,0.010,0.005,0.000,0.000
00012,3.119,-0.301,0.195,0.424,0.559,0.011,0.005,0.000,0.000
00013,3.086,-0.330,0.281,0.550,0.431,0.013,0.006,0.000,0.000
00014,3.053,-0.310,0.276,0.646,0.335,0.014,0.006,0.000,0.000
00015,3.021,-0.277,0.276,0.747,0.235,0.013,0.005,0.000,0.000
00016,2.990,-0.303,0.186,0.803,0.180,0.012,0.005,0.000,0.000
00017,2.960,-0.307,0.142,0.873,0.112,0.011,0.004,0.000,0.000
00018,2.927,-0.290,0.144,0.889,0.097,0.009,0.004,0.000,0.000
00019,2.896,-0.295,0.101,0.915,0.074,0.007,0.004,0.000,0.000
00020,2.864,-0.282,0.090,0.915,0.074,0.008,0.004,0.000,0.000
00021,2.835,-0.286,0.123,0.933,0.056,0.007,0.004,0.000,0.000
00022,2.805,-0.315,0.005,0.931,0.058,0.007,0.004,0.000,0.000
00023,2.772,-0.297,0.008,0.939,0.050,0.008,0.003,0.000,0.000
00024,2.743,-0.284,0.053,0.950,0.038,0.009,0.003,0.000,0.000
