img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,3.966,-0.822,0.490,0.015,0.982,0.002,0.001,0.000,0.000
00001,3.888,-0.717,1.240,0.014,0.983,0.002,0.001,0.000,0.000
00002,3.817,-0.562,2.525,0.083,0.906,0.006,0.004,0.000,0.000
00003,3.765,-0.447,4.119,0.287,0.682,0.015,0.016,0.000,0.000
00004,3.750,0.000,5.251,0.415,0.543,0.021,0.021,0.000,0.000
00005,3.763,0.239,6.998,0.506,0.440,0.026,0.028,0.000,0.000
00006,3.781,0.272,8.905,0.619,0.320,0.027,0.034,0.000,0.000
00007,3.816,0.417,9.345,0.677,0.263,0.028,0.032,0.000,0.000
00008,3.870,0.539,9.905,0.747,0.180,0.040,0.033,0.000,0.000
00009,3.931,0.666,10.383,0.795,0.113,0.046,0.046,0.000,0.000
00010,3.998,0.720,10.499,0.813,0.098,0.042,0.047,0.000,0.000
00011,4.075,0.726,10.458,0.842,0.059,0.051,0.047,0.000,0.000
00012,4.155,0.866,10.657,0.837,0.051,0.060,0.051,0.000,0.000
00013,4.252,1.088,10.486,0.847,0.050,0.059,0.044,0.000,0.000
00014,4.371,1.119,9.828,0.837,0.068,0.056,0.038,0.000,0.000
00015,4.485,1.182,8.797,0.823,0.090,0.045,0.041,0.000,0.000
00016,4.594,1.068,7.740,0.765,0.152,0.036,0.047,0.000,0.000
00017,4.718,1.239,6.052,0.631,0.294,0.033,0.041,0.000,0.000
00018,4.846,1.210,3.818,0.539,0.392,0.032,0.036,0.000,0.000
00019,4.959,1.055,2.359,0.497,0.434,0.028,0.041,0.001,0.001
00020,5.076,1.086,0.555,0.429,0.507,0.022,0.041,0.001,0.001
00021,5.184,1.008,-1.629,0.486,0.446,0.020,0.047,0.001,0.001
00022,5.285,1.002,-3.077,0.458,0.480,0.017,0.044,0.001,0.001
00023,5.371,0.564,-4.400,0.448,0.490,0.012,0.050,0.001,0.000
00024,5.406,0.210,-5.548,0.493,0.437,0.013,0.056,0.000,0.000
00025,5.399,-0.420,-7.161,0.392,0.550,0.011,0.046,0.000,0.000
00026,5.356,-0.465,-7.678,0.282,0.673,0.010,0.034,0.000,0.000
00027,5.320,-0.285,-8.727,0.219,0.735,0.009,0.036,0.000,0.000
00028,5.293,-0.234,-9.906,0.234,0.713,0.009,0.043,0.000,0.000
00029,5.268,-0.251,-10.451,0.215,0.733,0.009,0.042,0.000,0.000
00030,5.237,-0.354,-11.085,0.170,0.798,0.008,0.023,0.000,0.000
00031,5.201,-0.380,-11.916,0.156,0.818,0.006,0.020,0.000,0.000
00032,5.163,-0.380,-12.836,0.247,0.722,0.008,0.023,0.000,0.000
00033,5.131,-0.261,-13.426,0.413,0.532,0.011,0.044,0.000,0.000
00034,5.096,-0.294,-13.238,0.609,0.308,0.019,0.063,0.000,0.000
00035,5.068,-0.312,-13.167,0.643,0.269,0.027,0.061,0.000,0.000
00036,5.035,-0.285,-13.530,0.562,0.294,0.029,0.115,0.000,0.000
00037,5.001,-0.386,-13.363,0.494,0.351,0.041,0.114,0.000,0.000
00038,4.960,-0.397,-13.311,0.510,0.321,0.065,0.104,0.000,0.000
00039,4.916,-0.340,-12.435,0.471,0.366,0.098,0.065,0.000,0.000
00040,4.884,-0.347,-11.576,0.528,0.246,0.161,0.064,0.000,0.000
00041,4.859,-0.245,-10.261,0.478,0.286,0.174,0.061,0.000,0.000
00042,4.823,-0.326,-8.274,0.447,0.265,0.228,0.059,0.001,0.001
00043,4.791,-0.319,-6.268,0.394,0.230,0.325,0.050,0.001,0.001
00044,4.761,-0.290,-4.622,0.350,0.232,0.369,0.047,0.001,0.001
00045,4.728,-0.339,-3.419,0.310,0.286,0.356,0.047,0.001,0.001
00046,4.697,-0.331,-2.161,0.289,0.298,0.357,0.054,0.001,0.001
00047,4.660,-0.368,-0.462,0.218,0.400,0.337,0.044,0.001,0.001
00048,4.628,-0.258,0.440,0.180,0.504,0.274,0.041,0.001,0.001
00049,4.602,-0.266,0.534,0.133,0.599,0.235,0.031,0.001,0.001
00050,4.573,-0.305,0.439,0.099,0.694,0.181,0.024,0.001,0.001
00051,4.532,-0.394,0.739,0.074,0.790,0.115,0.020,0.001,0.001
00052,4.490,-0.472,1.525,0.050,0.867,0.064,0.018,0.001,0.001
00053,4.437,-0.632,2.086,0.036,0.900,0.049,0.014,0.001,0.000
00054,4.336,-1.123,2.296,0.033,0.899,0.054,0.013,0.001,0.001
00055,4.208,-1.340,2.742,0.029,0.914,0.043,0.012,0.001,0.001
00056,4.071,-1.343,3.127,0.026,0.928,0.035,0.010,0.001,0.001
00057,3.921,-1.405,3.195,0.018,0.952,0.024,0.006,0.000,0.000
00058,3.784,-1.354,3.540,0.012,0.967,0.017,0.003,0.000,0.000
00059,3.654,-1.256,4.425,0.007,0.981,0.011,0.002,0.000,0.000
00060,3.527,-1.244,4.934,0.007,0.980,0.012,0.002,0.000,0.000
00061,3.392,-1.133,5.706,0.019,0.948,0.029,0.004,0.000,0.000
00062,3.289,-0.976,5.848,0.047,0.897,0.048,0.007,0.001,0.000
00063,3.195,-0.928,5.731,0.048,0.904,0.042,0.005,0.000,0.000
00064,3.085,-1.048,5.397,0.049,0.904,0.043,0.004,0.000,0.000
00065,2.965,-1.294,5.268,0.036,0.929,0.032,0.003,0.000,0.000
00066,2.823,-1.494,4.976,0.026,0.947,0.026,0.002,0.000,0.000
00067,2.652,-1.564,4.746,0.014,0.968,0.017,0.001,0.000,0.000
00068,2.494,-1.569,4.680,0.030,0.945,0.022,0.004,0.000,0.000
00069,2.334,-1.533,4.908,0.066,0.893,0.036,0.006,0.000,0.000
00070,2.201,-0.927,5.041,0.146,0.782,0.065,0.007,0.000,0.000
00071,2.118,-0.813,5.074,0.191,0.731,0.071,0.007,0.000,0.000
00072,2.030,-0.903,4.600,0.303,0.590,0.096,0.009,0.000,0.000
00073,1.933,-0.842,4.536,0.575,0.287,0.120,0.017,0.001,0.001
00074,1.851,-0.833,4.372,0.671,0.199,0.108,0.021,0.001,0.001
00075,1.761,-0.953,4.334,0.726,0.153,0.100,0.020,0.000,0.001
00076,1.648,-1.037,4.448,0.755,0.139,0.085,0.020,0.000,0.001
00077,1.539,-1.125,4.308,0.796,0.104,0.081,0.018,0.000,0.001
00078,1.422,-1.176,4.174,0.755,0.159,0.069,0.017,0.000,0.001
00079,1.305,-0.708,4.251,0.741,0.180,0.062,0.015,0.000,0.001
00080,1.259,-0.341,4.573,0.717,0.209,0.062,0.011,0.000,0.000
00081,1.236,-0.175,4.607,0.788,0.139,0.063,0.009,0.000,0.000
00082,1.217,-0.199,4.769,0.855,0.074,0.064,0.006,0.000,0.000
00083,1.194,-0.207,5.303,0.900,0.033,0.060,0.006,0.000,0.000
00084,1.183,-0.012,5.551,0.895,0.042,0.058,0.005,0.000,0.000
00085,1.190,0.141,5.637,0.892,0.043,0.060,0.004,0.000,0.000
00086,1.216,0.443,6.768,0.897,0.043,0.056,0.004,0.000,0.000
00087,1.292,0.921,8.041,0.891,0.052,0.054,0.004,0.000,0.000
00088,1.400,1.165,9.031,0.862,0.084,0.051,0.003,0.000,0.000
00089,1.521,1.234,10.552,0.855,0.094,0.048,0.003,0.000,0.000
00090,1.643,1.274,12.503,0.888,0.065,0.043,0.003,0.000,0.000
00091,1.785,1.295,14.170,0.888,0.070,0.039,0.003,0.000,0.000
00092,1.909,1.249,15.765,0.863,0.096,0.038,0.004,0.000,0.000
00093,2.021,1.144,17.749,0.842,0.105,0.048,0.005,0.000,0.000
00094,2.143,1.185,20.156,0.752,0.165,0.074,0.009,0.000,0.000
00095,2.262,1.171,21.248,0.608,0.269,0.105,0.017,0.000,0.000
00096,2.365,1.013,22.920,0.502,0.287,0.180,0.030,0.000,0.000
00097,2.469,0.959,24.709,0.416,0.339,0.200,0.045,0.000,0.000
00098,2.564,0.989,25.872,0.279,0.484,0.195,0.041,0.000,0.000
00099,2.657,0.861,26.300,0.208,0.436,0.313,0.041,0.001,0.001
00100,2.742,0.845,27.067,0.119,0.624,0.230,0.027,0.001,0.001
00101,2.834,0.853,28.075,0.080,0.773,0.121,0.025,0.001,0.001
00102,2.929,0.978,28.652,0.058,0.802,0.123,0.016,0.001,0.001
00103,3.007,0.663,28.372,0.046,0.788,0.159,0.006,0.000,0.000
00104,3.087,0.884,28.706,0.046,0.760,0.189,0.004,0.000,0.000
00105,3.191,1.182,29.084,0.041,0.739,0.216,0.003,0.000,0.000
00106,3.322,1.307,29.164,0.045,0.554,0.398,0.002,0.000,0.000
00107,3.468,1.297,29.405,0.078,0.344,0.570,0.008,0.000,0.000
00108,3.596,1.304,29.397,0.086,0.266,0.640,0.008,0.000,0.000
00109,3.737,1.173,29.236,0.115,0.297,0.580,0.008,0.000,0.000
00110,3.872,1.573,29.294,0.154,0.384,0.449,0.012,0.000,0.000
00111,4.028,1.546,28.249,0.188,0.322,0.468,0.021,0.000,0.000
