img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,11.930,-0.104,-2.527,0.019,0.978,0.001,0.001,0.000,0.000
00001,11.914,-0.149,-2.469,0.072,0.917,0.003,0.008,0.000,0.000
00002,11.904,-0.064,-2.398,0.130,0.847,0.004,0.018,0.000,0.000
00003,11.899,-0.047,-2.137,0.182,0.781,0.005,0.033,0.000,0.000
00004,11.898,-0.024,-2.296,0.211,0.751,0.005,0.033,0.000,0.000
00005,11.900,0.020,-2.146,0.235,0.723,0.006,0.036,0.000,0.000
00006,11.900,0.002,-2.249,0.280,0.663,0.008,0.048,0.000,0.000
00007,11.898,-0.033,-2.257,0.411,0.494,0.012,0.083,0.000,0.000
00008,11.898,0.023,-2.076,0.485,0.404,0.012,0.099,0.000,0.000
00009,11.898,-0.066,-1.799,0.491,0.416,0.015,0.077,0.000,0.000
00010,11.895,-0.043,-1.403,0.556,0.329,0.017,0.098,0.000,0.000
00011,11.893,0.037,-1.307,0.493,0.410,0.019,0.078,0.000,0.000
00012,11.900,-0.003,-1.397,0.456,0.440,0.016,0.087,0.000,0.000
00013,11.902,0.012,-1.275,0.380,0.526,0.012,0.081,0.000,0.000
00014,11.902,-0.040,-1.357,0.288,0.662,0.012,0.037,0.000,0.000
00015,11.900,-0.010,-1.845,0.318,0.637,0.014,0.031,0.000,0.000
00016,11.890,-0.150,-2.170,0.318,0.639,0.013,0.031,0.000,0.000
00017,11.881,-0.045,-2.139,0.305,0.639,0.007,0.048,0.000,0.000
00018,11.880,0.173,-2.214,0.430,0.524,0.007,0.038,0.000,0.000
00019,11.878,0.028,-2.128,0.528,0.428,0.008,0.035,0.000,0.000
00020,11.866,-0.175,-2.157,0.493,0.474,0.010,0.023,0.000,0.000
00021,11.847,-0.285,-1.901,0.597,0.358,0.008,0.036,0.000,0.000
00022,11.831,-0.269,-1.364,0.658,0.289,0.007,0.046,0.000,0.000
00023,11.821,-0.150,-0.907,0.685,0.273,0.007,0.035,0.000,0.000
00024,11.807,-0.229,-0.547,0.664,0.297,0.007,0.031,0.000,0.000
00025,11.785,-0.307,-0.475,0.637,0.332,0.008,0.022,0.000,0.000
00026,11.758,-0.249,-0.629,0.774,0.187,0.008,0.031,0.000,0.000
00027,11.742,-0.298,-0.771,0.756,0.205,0.007,0.032,0.000,0.000
00028,11.727,-0.219,-0.416,0.758,0.207,0.010,0.025,0.000,0.000
00029,11.694,-0.439,-0.414,0.772,0.186,0.018,0.024,0.000,0.000
00030,11.664,-0.369,-0.632,0.797,0.149,0.025,0.029,0.000,0.000
00031,11.632,-0.409,-0.897,0.814,0.123,0.022,0.040,0.000,0.000
00032,11.598,-0.351,-0.623,0.815,0.116,0.018,0.051,0.000,0.000
00033,11.562,-0.319,-0.550,0.783,0.142,0.017,0.056,0.000,0.000
00034,11.534,-0.232,-0.827,0.808,0.104,0.017,0.071,0.000,0.000
00035,11.509,-0.226,-1.057,0.832,0.059,0.017,0.091,0.000,0.000
00036,11.484,-0.280,-1.352,0.816,0.045,0.014,0.124,0.000,0.000
00037,11.448,-0.337,-1.649,0.785,0.042,0.010,0.162,0.000,0.000
00038,11.418,-0.296,-1.727,0.733,0.045,0.008,0.213,0.000,0.000
00039,11.397,-0.159,-1.849,0.664,0.043,0.006,0.286,0.000,0.000
00040,11.369,-0.278,-1.742,0.609,0.051,0.005,0.335,0.000,0.000
00041,11.341,-0.306,-1.826,0.549,0.072,0.004,0.374,0.000,0.000
00042,11.313,-0.274,-1.872,0.523,0.090,0.004,0.383,0.000,0.000
00043,11.284,-0.252,-1.824,0.516,0.109,0.003,0.371,0.000,0.000
00044,11.256,-0.346,-1.853,0.508,0.118,0.003,0.371,0.000,0.000
00045,11.222,-0.324,-1.784,0.512,0.119,0.003,0.366,0.000,0.000
00046,11.189,-0.200,-1.775,0.527,0.106,0.003,0.363,0.000,0.000
00047,11.162,-0.235,-1.961,0.520,0.085,0.003,0.391,0.000,0.000
00048,11.138,-0.316,-2.042,0.551,0.091,0.004,0.354,0.000,0.000
00049,11.101,-0.130,-2.316,0.544,0.077,0.003,0.375,0.000,0.000
00050,11.076,-0.171,-2.271,0.560,0.081,0.004,0.356,0.000,0.000
00051,11.054,-0.235,-2.527,0.541,0.065,0.003,0.391,0.000,0.000
00052,11.025,-0.020,-2.711,0.495,0.058,0.003,0.443,0.000,0.000
00053,11.002,-0.233,-2.973,0.522,0.051,0.003,0.423,0.000,0.000
00054,10.976,-0.236,-3.098,0.510,0.049,0.003,0.438,0.000,0.000
00055,10.941,-0.392,-3.029,0.507,0.073,0.003,0.416,0.000,0.000
00056,10.901,-0.475,-2.948,0.498,0.080,0.003,0.419,0.000,0.000
00057,10.848,-0.735,-3.099,0.576,0.047,0.004,0.373,0.000,0.000
00058,10.782,-0.624,-3.284,0.632,0.043,0.005,0.320,0.000,0.000
00059,10.716,-0.707,-3.197,0.663,0.059,0.007,0.271,0.000,0.000
00060,10.634,-0.898,-3.112,0.676,0.071,0.007,0.245,0.000,0.000
00061,10.545,-0.981,-3.042,0.614,0.085,0.007,0.294,0.000,0.000
00062,10.452,-1.011,-3.255,0.652,0.074,0.007,0.266,0.000,0.000
00063,10.329,-1.196,-2.723,0.642,0.083,0.006,0.269,0.000,0.000
00064,10.203,-1.360,-2.291,0.654,0.105,0.005,0.236,0.000,0.000
00065,10.053,-1.407,-1.892,0.678,0.135,0.005,0.182,0.000,0.000
00066,9.914,-1.422,-1.764,0.685,0.134,0.005,0.175,0.000,0.000
00067,9.771,-1.470,-1.821,0.698,0.134,0.006,0.162,0.000,0.000
00068,9.615,-1.640,-1.665,0.723,0.155,0.006,0.115,0.000,0.000
00069,9.430,-1.687,-1.299,0.746,0.148,0.006,0.100,0.000,0.000
00070,9.259,-1.674,-1.133,0.734,0.184,0.005,0.078,0.000,0.000
00071,9.104,-1.451,-1.103,0.776,0.125,0.004,0.094,0.000,0.000
00072,8.973,-0.968,-0.904,0.756,0.156,0.004,0.084,0.000,0.000
