img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,8.623,0.058,-2.863,0.050,0.940,0.009,0.001,0.000,0.000
00001,8.671,0.410,-2.359,0.119,0.845,0.032,0.003,0.000,0.000
00002,8.744,0.557,-1.945,0.259,0.618,0.116,0.007,0.000,0.000
00003,8.775,0.206,-1.763,0.346,0.436,0.208,0.008,0.000,0.000
00004,8.804,0.358,-1.559,0.399,0.334,0.258,0.009,0.000,0.000
00005,8.806,0.108,-0.254,0.451,0.234,0.306,0.009,0.000,0.000
00006,8.833,0.427,0.333,0.497,0.129,0.366,0.008,0.000,0.000
00007,8.874,0.556,1.429,0.505,0.098,0.388,0.008,0.000,0.000
00008,8.915,0.358,1.104,0.498,0.082,0.412,0.008,0.000,0.000
00009,8.956,0.302,1.629,0.490,0.075,0.427,0.007,0.000,0.000
00010,8.991,0.325,2.555,0.485,0.073,0.434,0.006,0.000,0.000
00011,9.022,0.055,3.821,0.501,0.096,0.394,0.008,0.000,0.000
00012,9.050,0.385,3.993,0.497,0.084,0.411,0.007,0.000,0.000
00013,9.071,0.147,4.860,0.492,0.068,0.432,0.007,0.000,0.000
00014,9.092,0.229,4.918,0.492,0.046,0.456,0.005,0.000,0.000
00015,9.116,0.229,5.388,0.481,0.033,0.481,0.005,0.000,0.000
00016,9.143,0.371,5.429,0.491,0.028,0.477,0.004,0.000,0.000
00017,9.183,0.435,5.318,0.504,0.021,0.471,0.004,0.000,0.000
00018,9.219,0.309,5.022,0.478,0.018,0.498,0.005,0.000,0.000
00019,9.258,0.288,4.540,0.462,0.019,0.513,0.005,0.000,0.000
00020,9.289,0.305,4.303,0.468,0.021,0.504,0.006,0.000,0.000
00021,9.324,0.332,4.044,0.461,0.019,0.514,0.005,0.000,0.000
00022,9.367,0.472,3.934,0.493,0.016,0.487,0.005,0.000,0.000
00023,9.419,0.637,4.021,0.514,0.029,0.452,0.004,0.000,0.000
00024,9.477,0.533,3.810,0.553,0.022,0.421,0.003,0.000,0.000
00025,9.534,0.465,4.075,0.601,0.029,0.366,0.003,0.000,0.000
00026,9.586,0.515,3.836,0.595,0.059,0.341,0.004,0.000,0.000
00027,9.653,0.692,4.379,0.605,0.110,0.278,0.006,0.000,0.000
00028,9.719,0.636,3.945,0.653,0.111,0.228,0.007,0.000,0.000
00029,9.778,0.597,4.186,0.749,0.071,0.169,0.011,0.000,0.000
00030,9.831,0.444,4.359,0.729,0.081,0.178,0.010,0.000,0.000
00031,9.885,0.524,4.557,0.754,0.107,0.125,0.014,0.000,0.000
00032,9.946,0.641,4.613,0.777,0.112,0.099,0.012,0.000,0.000
00033,10.015,0.687,4.401,0.776,0.117,0.098,0.008,0.000,0.000
00034,10.082,0.679,4.079,0.782,0.121,0.090,0.006,0.000,0.000
00035,10.150,0.717,3.671,0.778,0.123,0.093,0.005,0.000,0.000
00036,10.217,0.635,3.274,0.734,0.183,0.079,0.005,0.000,0.000
00037,10.292,0.707,2.829,0.739,0.199,0.058,0.004,0.000,0.000
00038,10.365,0.679,2.140,0.735,0.216,0.045,0.004,0.000,0.000
00039,10.429,0.746,1.585,0.761,0.196,0.040,0.003,0.000,0.000
00040,10.503,0.738,1.212,0.789,0.176,0.032,0.003,0.000,0.000
00041,10.576,0.785,1.200,0.792,0.179,0.026,0.003,0.000,0.000
00042,10.642,0.628,1.301,0.819,0.158,0.018,0.004,0.000,0.000
00043,10.712,0.651,1.071,0.795,0.183,0.018,0.004,0.000,0.000
00044,10.776,0.706,1.239,0.794,0.184,0.017,0.004,0.000,0.000
00045,10.840,0.636,1.379,0.814,0.168,0.014,0.004,0.000,0.000
00046,10.901,0.626,1.798,0.848,0.136,0.010,0.005,0.000,0.000
00047,10.970,0.608,2.026,0.821,0.165,0.009,0.005,0.000,0.000
00048,11.028,0.577,2.008,0.857,0.128,0.009,0.005,0.000,0.000
00049,11.072,0.361,1.953,0.843,0.141,0.011,0.006,0.000,0.000
00050,11.113,0.455,1.738,0.867,0.117,0.011,0.005,0.000,0.000
00051,11.164,0.489,1.432,0.852,0.133,0.011,0.004,0.000,0.000
00052,11.215,0.509,1.374,0.813,0.174,0.009,0.004,0.000,0.000
00053,11.262,0.339,1.146,0.774,0.213,0.009,0.004,0.000,0.000
00054,11.302,0.507,1.166,0.745,0.241,0.011,0.003,0.000,0.000
00055,11.351,0.529,0.664,0.679,0.308,0.011,0.002,0.000,0.000
00056,11.405,0.479,0.361,0.823,0.162,0.012,0.002,0.000,0.000
00057,11.457,0.374,0.064,0.823,0.163,0.011,0.003,0.000,0.000
00058,11.506,0.576,-0.080,0.771,0.216,0.010,0.003,0.000,0.000
00059,11.568,0.587,-0.233,0.739,0.249,0.008,0.003,0.000,0.000
00060,11.628,0.703,-0.616,0.786,0.202,0.008,0.004,0.000,0.000
00061,11.693,0.567,-0.782,0.767,0.220,0.009,0.004,0.000,0.000
00062,11.751,0.589,-1.013,0.823,0.165,0.010,0.003,0.000,0.000
00063,11.808,0.612,-0.944,0.901,0.087,0.009,0.003,0.000,0.000
00064,11.863,0.494,-0.956,0.893,0.094,0.011,0.002,0.000,0.000
00065,11.921,0.565,-0.971,0.888,0.101,0.008,0.003,0.000,0.000
00066,11.974,0.534,-1.049,0.846,0.142,0.009,0.002,0.000,0.000
00067,12.029,0.593,-0.794,0.846,0.143,0.008,0.003,0.000,0.000
00068,12.099,0.790,-0.681,0.811,0.179,0.007,0.003,0.000,0.000
00069,12.181,0.706,-0.666,0.784,0.207,0.005,0.003,0.000,0.000
00070,12.232,0.372,-0.518,0.802,0.189,0.005,0.003,0.000,0.000
00071,12.267,0.345,-0.256,0.757,0.234,0.005,0.004,0.000,0.000
