img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,6.469,0.043,-1.066,0.025,0.971,0.003,0.001,0.000,0.000
00001,6.475,0.030,-1.025,0.161,0.814,0.018,0.006,0.000,0.000
00002,6.481,0.038,-1.058,0.333,0.625,0.026,0.017,0.000,0.000
00003,6.485,0.010,-0.956,0.474,0.471,0.028,0.027,0.000,0.000
00004,6.488,0.030,-0.649,0.631,0.310,0.029,0.030,0.000,0.000
00005,6.494,0.052,-0.331,0.738,0.206,0.022,0.034,0.000,0.000
00006,6.500,0.011,-0.110,0.790,0.160,0.021,0.029,0.000,0.000
00007,6.504,-0.029,0.364,0.797,0.154,0.014,0.035,0.000,0.000
00008,6.502,-0.054,0.517,0.788,0.162,0.011,0.039,0.000,0.000
00009,6.495,-0.103,0.686,0.788,0.169,0.011,0.032,0.000,0.000
00010,6.480,-0.173,0.641,0.764,0.197,0.010,0.028,0.000,0.000
00011,6.466,-0.221,0.690,0.718,0.246,0.010,0.025,0.000,0.000
00012,6.452,-0.139,0.774,0.753,0.209,0.011,0.027,0.000,0.000
00013,6.440,-0.132,0.723,0.761,0.200,0.010,0.029,0.000,0.000
00014,6.433,-0.078,0.697,0.762,0.196,0.010,0.032,0.000,0.000
00015,6.425,-0.086,0.703,0.742,0.216,0.007,0.035,0.000,0.000
00016,6.419,-0.092,0.735,0.755,0.210,0.008,0.027,0.000,0.000
00017,6.416,-0.059,0.624,0.777,0.188,0.008,0.027,0.000,0.000
00018,6.411,-0.059,0.752,0.791,0.179,0.006,0.025,0.000,0.000
00019,6.408,0.019,0.606,0.858,0.118,0.005,0.018,0.000,0.000
00020,6.406,-0.021,0.577,0.887,0.090,0.006,0.017,0.000,0.000
00021,6.405,-0.026,0.505,0.901,0.075,0.006,0.019,0.000,0.000
00022,6.402,-0.033,0.530,0.904,0.070,0.005,0.021,0.000,0.000
00023,6.400,-0.026,0.511,0.914,0.063,0.006,0.018,0.000,0.000
00024,6.393,-0.056,0.535,0.912,0.066,0.006,0.016,0.000,0.000
00025,6.386,-0.071,0.400,0.906,0.072,0.006,0.016,0.000,0.000
00026,6.380,-0.060,0.510,0.903,0.071,0.005,0.021,0.000,0.000
00027,6.376,-0.020,0.527,0.907,0.061,0.005,0.027,0.000,0.000
00028,6.374,0.028,0.420,0.904,0.065,0.006,0.024,0.000,0.000
00029,6.371,-0.059,0.104,0.900,0.064,0.008,0.028,0.000,0.000
00030,6.364,-0.071,0.026,0.882,0.088,0.008,0.021,0.000,0.000
00031,6.355,-0.127,-0.142,0.855,0.121,0.009,0.015,0.000,0.000
00032,6.337,-0.212,-0.268,0.844,0.128,0.012,0.016,0.000,0.000
