img_idx,vf (m/s),af (m/s^2),wz (deg/s),res0,res1,res2,res3,res4,res5
00000,13.173,-0.340,-1.026,0.092,0.869,0.004,0.035,0.000,0.000
00001,13.130,-0.448,-1.225,0.199,0.604,0.008,0.189,0.000,0.000
00002,13.085,-0.441,-1.302,0.272,0.302,0.009,0.416,0.000,0.000
00003,13.041,-0.415,-1.392,0.275,0.221,0.008,0.495,0.000,0.000
00004,12.995,-0.433,-1.562,0.286,0.188,0.007,0.519,0.000,0.000
00005,12.945,-0.525,-1.709,0.274,0.165,0.005,0.555,0.000,0.000
00006,12.879,-0.663,-1.723,0.263,0.157,0.004,0.576,0.000,0.000
00007,12.809,-0.715,-1.678,0.265,0.154,0.004,0.577,0.000,0.000
00008,12.734,-0.651,-1.757,0.275,0.124,0.003,0.597,0.000,0.000
00009,12.663,-0.715,-2.048,0.268,0.149,0.003,0.579,0.000,0.000
00010,12.577,-0.860,-2.367,0.266,0.149,0.003,0.582,0.000,0.000
00011,12.481,-1.005,-2.379,0.279,0.146,0.003,0.572,0.000,0.000
00012,12.374,-1.117,-2.212,0.282,0.173,0.003,0.541,0.000,0.000
00013,12.268,-1.086,-2.244,0.322,0.147,0.003,0.528,0.000,0.000
00014,12.154,-0.948,-2.213,0.342,0.162,0.003,0.492,0.000,0.000
00015,12.070,-0.729,-2.065,0.365,0.165,0.004,0.465,0.000,0.000
00016,12.000,-0.561,-1.875,0.434,0.159,0.004,0.402,0.000,0.000
00017,11.953,-0.429,-1.789,0.490,0.186,0.005,0.319,0.000,0.000
00018,11.913,-0.301,-1.594,0.537,0.164,0.005,0.294,0.000,0.000
00019,11.875,-0.431,-1.546,0.605,0.109,0.005,0.280,0.000,0.000
00020,11.832,-0.411,-1.464,0.648,0.121,0.006,0.225,0.000,0.000
00021,11.788,-0.436,-1.433,0.678,0.121,0.007,0.194,0.000,0.000
00022,11.751,-0.440,-1.499,0.718,0.101,0.007,0.173,0.000,0.000
00023,11.714,-0.391,-1.350,0.731,0.090,0.007,0.172,0.000,0.000
00024,11.682,-0.291,-1.465,0.716,0.111,0.006,0.168,0.000,0.000
00025,11.652,-0.270,-1.412,0.678,0.129,0.005,0.188,0.000,0.000
00026,11.623,-0.329,-1.428,0.700,0.152,0.005,0.143,0.000,0.000
00027,11.587,-0.305,-1.376,0.715,0.162,0.004,0.119,0.000,0.000
00028,11.552,-0.322,-1.312,0.742,0.183,0.004,0.070,0.000,0.000
00029,11.522,-0.303,-1.344,0.786,0.148,0.004,0.062,0.000,0.000
00030,11.490,-0.251,-1.284,0.820,0.130,0.004,0.045,0.000,0.000
00031,11.456,-0.369,-1.216,0.860,0.098,0.004,0.038,0.000,0.000
00032,11.425,-0.310,-1.217,0.895,0.070,0.004,0.030,0.000,0.000
00033,11.388,-0.334,-1.243,0.886,0.089,0.004,0.021,0.000,0.000
00034,11.357,-0.374,-1.347,0.883,0.095,0.004,0.018,0.000,0.000
00035,11.326,-0.346,-1.285,0.869,0.113,0.003,0.015,0.000,0.000
00036,11.290,-0.348,-1.358,0.846,0.136,0.003,0.014,0.000,0.000
00037,11.256,-0.351,-1.419,0.849,0.132,0.004,0.015,0.000,0.000
00038,11.222,-0.322,-1.291,0.836,0.145,0.003,0.015,0.000,0.000
00039,11.187,-0.350,-1.282,0.856,0.126,0.003,0.015,0.000,0.000
00040,11.152,-0.317,-1.294,0.856,0.124,0.003,0.016,0.000,0.000
00041,11.120,-0.302,-1.403,0.863,0.117,0.003,0.017,0.000,0.000
00042,11.088,-0.328,-1.424,0.859,0.119,0.004,0.018,0.000,0.000
00043,11.057,-0.309,-1.330,0.854,0.122,0.003,0.021,0.000,0.000
00044,11.030,-0.295,-1.299,0.861,0.115,0.003,0.021,0.000,0.000
00045,10.995,-0.382,-1.430,0.848,0.127,0.003,0.022,0.000,0.000
00046,10.941,-0.573,-1.434,0.862,0.116,0.003,0.019,0.000,0.000
00047,10.880,-0.651,-1.354,0.866,0.114,0.003,0.017,0.000,0.000
00048,10.803,-0.815,-1.301,0.876,0.107,0.003,0.014,0.000,0.000
00049,10.705,-0.965,-1.308,0.836,0.149,0.003,0.012,0.000,0.000
00050,10.610,-0.956,-1.064,0.769,0.217,0.003,0.011,0.000,0.000
00051,10.519,-0.925,-0.929,0.817,0.170,0.003,0.010,0.000,0.000
00052,10.430,-0.708,-0.666,0.835,0.152,0.003,0.010,0.000,0.000
00053,10.357,-0.723,-0.686,0.767,0.221,0.003,0.009,0.000,0.000
00054,10.285,-0.731,-0.624,0.728,0.261,0.003,0.008,0.000,0.000
00055,10.199,-0.938,-0.634,0.743,0.247,0.003,0.007,0.000,0.000
00056,10.093,-0.970,-0.337,0.720,0.271,0.004,0.006,0.000,0.000
00057,9.995,-1.011,-0.356,0.755,0.236,0.004,0.005,0.000,0.000
00058,9.886,-1.007,-0.294,0.646,0.345,0.004,0.005,0.000,0.000
00059,9.783,-1.024,-0.292,0.516,0.475,0.005,0.004,0.000,0.000
00060,9.684,-1.004,-0.190,0.433,0.559,0.005,0.003,0.000,0.000
00061,9.586,-0.909,-0.219,0.382,0.610,0.005,0.003,0.000,0.000
00062,9.491,-0.821,-0.297,0.527,0.463,0.006,0.004,0.000,0.000
00063,9.413,-0.785,-0.045,0.578,0.412,0.006,0.004,0.000,0.000
00064,9.335,-0.806,0.028,0.731,0.257,0.005,0.006,0.000,0.000
00065,9.247,-0.770,0.159,0.896,0.090,0.005,0.010,0.000,0.000
00066,9.167,-0.816,0.079,0.872,0.111,0.004,0.013,0.000,0.000
00067,9.084,-0.825,0.241,0.823,0.157,0.005,0.015,0.000,0.000
00068,8.994,-0.810,0.104,0.653,0.330,0.005,0.013,0.000,0.000
00069,8.913,-0.775,0.145,0.481,0.503,0.005,0.011,0.000,0.000
00070,8.836,-0.758,0.014,0.490,0.494,0.005,0.011,0.000,0.000
00071,8.751,-0.775,0.147,0.515,0.469,0.006,0.010,0.000,0.000
00072,8.674,-0.756,0.104,0.596,0.386,0.008,0.010,0.000,0.000
00073,8.595,-0.799,0.110,0.619,0.363,0.008,0.010,0.000,0.000
00074,8.514,-0.811,0.115,0.778,0.204,0.008,0.010,0.000,0.000
00075,8.428,-0.780,0.058,0.723,0.259,0.008,0.010,0.000,0.000
00076,8.354,-0.738,0.118,0.601,0.381,0.008,0.009,0.000,0.000
00077,8.280,-0.764,0.006,0.510,0.473,0.008,0.009,0.000,0.000
00078,8.187,-0.922,0.097,0.426,0.557,0.007,0.009,0.000,0.000
00079,8.092,-1.016,0.122,0.272,0.716,0.005,0.007,0.000,0.000
00080,7.992,-1.036,0.251,0.212,0.778,0.004,0.005,0.000,0.000
00081,7.880,-1.026,0.195,0.150,0.842,0.003,0.005,0.000,0.000
00082,7.775,-1.089,0.249,0.163,0.827,0.003,0.006,0.000,0.000
00083,7.669,-1.046,0.200,0.244,0.741,0.004,0.011,0.000,0.000
00084,7.559,-0.989,0.161,0.324,0.655,0.005,0.016,0.000,0.000
00085,7.458,-0.989,0.338,0.284,0.693,0.006,0.016,0.000,0.000
00086,7.358,-0.951,0.244,0.254,0.727,0.006,0.013,0.000,0.000
00087,7.246,-1.086,0.236,0.182,0.804,0.004,0.009,0.000,0.000
00088,7.139,-1.054,0.316,0.138,0.851,0.003,0.007,0.000,0.000
00089,7.031,-1.091,0.136,0.144,0.846,0.003,0.007,0.000,0.000
00090,6.914,-1.053,0.053,0.089,0.904,0.002,0.005,0.000,0.000
00091,6.809,-1.033,-0.116,0.078,0.916,0.002,0.004,0.000,0.000
00092,6.704,-1.081,-0.331,0.053,0.942,0.002,0.003,0.000,0.000
00093,6.589,-1.052,-0.290,0.063,0.932,0.002,0.003,0.000,0.000
00094,6.481,-1.070,-0.548,0.091,0.902,0.003,0.004,0.000,0.000
00095,6.369,-1.183,-0.554,0.200,0.784,0.007,0.008,0.000,0.000
00096,6.252,-1.179,-0.401,0.179,0.806,0.006,0.009,0.000,0.000
00097,6.117,-1.290,-0.470,0.121,0.867,0.004,0.008,0.000,0.000
00098,5.989,-1.329,-0.519,0.071,0.922,0.002,0.005,0.000,0.000
00099,5.855,-1.349,-0.332,0.058,0.935,0.002,0.004,0.000,0.000
00100,5.702,-1.472,-0.335,0.029,0.967,0.001,0.003,0.000,0.000
00101,5.554,-1.496,-0.149,0.028,0.969,0.001,0.003,0.000,0.000
00102,5.405,-1.473,0.001,0.030,0.966,0.001,0.003,0.000,0.000
00103,5.243,-1.474,-0.006,0.027,0.969,0.001,0.003,0.000,0.000
00104,5.091,-1.573,0.163,0.023,0.974,0.001,0.002,0.000,0.000
00105,4.914,-1.586,0.124,0.020,0.977,0.001,0.002,0.000,0.000
00106,4.760,-1.488,0.094,0.019,0.978,0.001,0.002,0.000,0.000
00107,4.612,-1.441,0.142,0.020,0.978,0.001,0.002,0.000,0.000
